country_code,country,hours,annual_renewable_pct,mean_hourly_pct,min_pct,p5_pct,median_pct,p95_pct,max_pct,hours_at_or_above_80,hours_at_or_below_20,source
de,Germany,8760,63.38,61.6,20.4,30.26,62.21,89.48,93.1,1840,0,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
fr,France,8755,25.9,25.92,10.27,15.09,24.92,39.35,52.07,0,2154,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
es,Spain,8760,57.48,56.05,16.87,32.02,57.87,72.89,94.42,53,17,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
pl,Poland,8760,28.77,28.11,2.99,7.76,25.34,56.06,69.93,0,3217,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
nl,Netherlands,8760,22.93,23.65,2.51,5.26,19.83,52.63,64.25,0,4407,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
be,Belgium,8760,39.79,37.6,5.59,10.76,37.51,67.2,82.21,4,2017,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
at,Austria,8760,85.6,85.07,45.92,57.4,90.04,99.71,99.8,5491,0,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
it,Italy,8760,42.26,42.11,10.77,17.76,38.45,77.93,86.87,307,764,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
