country_code,country,week_from,week_to,week_renewable_pct,week_fossil_pct,week_nuclear_pct,worst_hour_pct,annual_renewable_pct,source
de,Germany,2025-01-15 06:00,2025-01-22 05:00,33.42,66.58,0.0,22.85,63.38,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
fr,France,2025-09-25 08:00,2025-10-02 07:00,18.68,1.52,79.79,10.27,25.9,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
es,Spain,2025-10-11 22:00,2025-10-18 21:00,42.08,39.04,18.61,16.87,57.48,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
pl,Poland,2025-11-29 08:00,2025-12-06 07:00,12.21,87.46,0.0,5.82,28.77,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
nl,Netherlands,2025-01-15 04:00,2025-01-22 03:00,5.71,91.52,2.77,2.51,22.93,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
be,Belgium,2025-01-14 19:00,2025-01-21 18:00,9.42,49.68,40.74,5.59,39.79,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
at,Austria,2025-01-16 18:00,2025-01-23 17:00,54.23,45.77,0.0,45.92,85.6,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
it,Italy,2025-12-09 15:00,2025-12-16 14:00,20.34,78.98,0.0,10.77,42.26,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
