bidding_zone,country,intervals,negative_intervals,negative_pct,mean_price,min_price,max_price,mean_when_negative,source
DE-LU,Germany,15387,724,4.71,90.97,-250.32,583.4,-8.92,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
NL,Netherlands,15387,711,4.62,87.26,-350.0,523.47,-10.28,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
BE,Belgium,15387,617,4.01,82.39,-462.33,517.57,-12.19,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
ES,Spain,15387,601,3.91,67.71,-15.0,240.0,-1.98,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
FR,France,15387,558,3.63,61.39,-118.01,473.28,-6.0,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
AT,Austria,15387,378,2.46,104.98,-252.6,561.75,-16.46,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
PL,Poland,15387,328,2.13,108.93,-132.95,509.88,-14.93,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
IT-North,Italy,15387,0,0.0,115.6,0.0,289.0,,"Fraunhofer ISE Energy-Charts (ENTSO-E transparency; prices from Bundesnetzagentur / SMARD), CC BY 4.0"
