name,url,covers,tier,note
World Bank World Development Indicators,https://data.worldbank.org/country/philippines,"Internet use, mobile and fixed broadband subscriptions, 2000-2024",secondary,Compiled from ITU national reporting
Ookla Open Data (Speedtest tiles),https://registry.opendata.aws/speedtest-global-performance/,"Fixed and mobile speed and latency by ~600m tile, 28 quarters from 2019",primary,Aggregated Speedtest results published quarterly as parquet
