date,section,commodity,specification,price_php_per_kg,source_pdf
2025-07-07,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.29,Daily-Price-Index-July-7-2025.pdf
2025-07-07,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.68,Daily-Price-Index-July-7-2025.pdf
2025-07-07,LOCAL COMMERCIAL RICE,Premium,5% broken,51.08,Daily-Price-Index-July-7-2025.pdf
2025-07-07,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.07,Daily-Price-Index-July-7-2025.pdf
2025-07-07,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.65,Daily-Price-Index-July-7-2025.pdf
2025-07-08,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.59,Daily-Price-Index-July-8-2025.pdf
2025-07-08,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.97,Daily-Price-Index-July-8-2025.pdf
2025-07-08,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.12,Daily-Price-Index-July-8-2025.pdf
2025-07-08,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.29,Daily-Price-Index-July-8-2025.pdf
2025-07-08,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.72,Daily-Price-Index-July-8-2025.pdf
2025-07-08,LOCAL COMMERCIAL RICE,Premium,5% broken,51.09,Daily-Price-Index-July-8-2025.pdf
2025-07-08,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.94,Daily-Price-Index-July-8-2025.pdf
2025-07-08,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.61,Daily-Price-Index-July-8-2025.pdf
2025-07-09,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.13,Daily-Price-Index-July-9-2025.pdf
2025-07-09,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.97,Daily-Price-Index-July-9-2025.pdf
2025-07-09,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.12,Daily-Price-Index-July-9-2025.pdf
2025-07-09,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.29,Daily-Price-Index-July-9-2025.pdf
2025-07-09,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.70,Daily-Price-Index-July-9-2025.pdf
2025-07-09,LOCAL COMMERCIAL RICE,Premium,5% broken,51.03,Daily-Price-Index-July-9-2025.pdf
2025-07-09,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.94,Daily-Price-Index-July-9-2025.pdf
2025-07-09,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.61,Daily-Price-Index-July-9-2025.pdf
2025-07-10,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.03,Daily-Price-Index-July-10-2025.pdf
2025-07-10,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.94,Daily-Price-Index-July-10-2025.pdf
2025-07-10,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.79,Daily-Price-Index-July-10-2025.pdf
2025-07-10,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.29,Daily-Price-Index-July-10-2025.pdf
2025-07-10,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.72,Daily-Price-Index-July-10-2025.pdf
2025-07-10,LOCAL COMMERCIAL RICE,Premium,5% broken,50.98,Daily-Price-Index-July-10-2025.pdf
2025-07-10,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.82,Daily-Price-Index-July-10-2025.pdf
2025-07-10,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.63,Daily-Price-Index-July-10-2025.pdf
2025-07-11,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.27,Daily-Price-Index-July-11-2025.pdf
2025-07-11,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.91,Daily-Price-Index-July-11-2025.pdf
2025-07-11,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.79,Daily-Price-Index-July-11-2025.pdf
2025-07-11,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.29,Daily-Price-Index-July-11-2025.pdf
2025-07-11,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.72,Daily-Price-Index-July-11-2025.pdf
2025-07-11,LOCAL COMMERCIAL RICE,Premium,5% broken,50.98,Daily-Price-Index-July-11-2025.pdf
2025-07-11,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.82,Daily-Price-Index-July-11-2025.pdf
2025-07-11,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.63,Daily-Price-Index-July-11-2025.pdf
2025-07-12,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.27,Daily-Price-Index-July-12-2025.pdf
2025-07-12,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.65,Daily-Price-Index-July-12-2025.pdf
2025-07-12,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.03,Daily-Price-Index-July-12-2025.pdf
2025-07-12,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.37,Daily-Price-Index-July-12-2025.pdf
2025-07-12,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.71,Daily-Price-Index-July-12-2025.pdf
2025-07-12,LOCAL COMMERCIAL RICE,Premium,5% broken,51.19,Daily-Price-Index-July-12-2025.pdf
2025-07-12,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.86,Daily-Price-Index-July-12-2025.pdf
2025-07-12,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.90,Daily-Price-Index-July-12-2025.pdf
2025-07-13,IMPORTED COMMERCIAL RICE,Fancy,White Rice,62.00,Daily-Price-Index-July-13-2025.pdf
2025-07-13,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.00,Daily-Price-Index-July-13-2025.pdf
2025-07-13,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,40.00,Daily-Price-Index-July-13-2025.pdf
2025-07-13,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.00,Daily-Price-Index-July-13-2025.pdf
2025-07-13,LOCAL COMMERCIAL RICE,Premium,5% broken,51.83,Daily-Price-Index-July-13-2025.pdf
2025-07-13,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.17,Daily-Price-Index-July-13-2025.pdf
2025-07-13,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.80,Daily-Price-Index-July-13-2025.pdf
2025-07-14,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.24,Daily-Price-Index-July-14-2025.pdf
2025-07-14,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.74,Daily-Price-Index-July-14-2025.pdf
2025-07-14,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.87,Daily-Price-Index-July-14-2025.pdf
2025-07-14,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.52,Daily-Price-Index-July-14-2025.pdf
2025-07-14,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.06,Daily-Price-Index-July-14-2025.pdf
2025-07-14,LOCAL COMMERCIAL RICE,Premium,5% broken,50.82,Daily-Price-Index-July-14-2025.pdf
2025-07-14,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.44,Daily-Price-Index-July-14-2025.pdf
2025-07-14,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.66,Daily-Price-Index-July-14-2025.pdf
2025-07-15,IMPORTED COMMERCIAL RICE,Fancy,White Rice,53.29,Daily-Price-Index-July-15-2025.pdf
2025-07-15,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.08,Daily-Price-Index-July-15-2025.pdf
2025-07-15,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.19,Daily-Price-Index-July-15-2025.pdf
2025-07-15,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.03,Daily-Price-Index-July-15-2025.pdf
2025-07-15,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.35,Daily-Price-Index-July-15-2025.pdf
2025-07-15,LOCAL COMMERCIAL RICE,Premium,5% broken,50.94,Daily-Price-Index-July-15-2025.pdf
2025-07-15,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.70,Daily-Price-Index-July-15-2025.pdf
2025-07-15,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.58,Daily-Price-Index-July-15-2025.pdf
2025-07-16,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.24,Daily-Price-Index-July-16-2025.pdf
2025-07-16,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.85,Daily-Price-Index-July-16-2025.pdf
2025-07-16,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.81,Daily-Price-Index-July-16-2025.pdf
2025-07-16,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.03,Daily-Price-Index-July-16-2025.pdf
2025-07-16,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.58,Daily-Price-Index-July-16-2025.pdf
2025-07-16,LOCAL COMMERCIAL RICE,Premium,5% broken,51.08,Daily-Price-Index-July-16-2025.pdf
2025-07-16,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.61,Daily-Price-Index-July-16-2025.pdf
2025-07-16,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.45,Daily-Price-Index-July-16-2025.pdf
2025-07-17,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.47,Daily-Price-Index-July-17-2025.pdf
2025-07-17,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.89,Daily-Price-Index-July-17-2025.pdf
2025-07-17,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.63,Daily-Price-Index-July-17-2025.pdf
2025-07-17,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.19,Daily-Price-Index-July-17-2025.pdf
2025-07-17,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.55,Daily-Price-Index-July-17-2025.pdf
2025-07-17,LOCAL COMMERCIAL RICE,Premium,5% broken,51.04,Daily-Price-Index-July-17-2025.pdf
2025-07-17,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.72,Daily-Price-Index-July-17-2025.pdf
2025-07-17,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.41,Daily-Price-Index-July-17-2025.pdf
2025-07-18,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.65,Daily-Price-Index-July-18-2025.pdf
2025-07-18,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.51,Daily-Price-Index-July-18-2025.pdf
2025-07-18,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.71,Daily-Price-Index-July-18-2025.pdf
2025-07-18,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.00,Daily-Price-Index-July-18-2025.pdf
2025-07-18,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.56,Daily-Price-Index-July-18-2025.pdf
2025-07-18,LOCAL COMMERCIAL RICE,Premium,5% broken,50.93,Daily-Price-Index-July-18-2025.pdf
2025-07-18,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.54,Daily-Price-Index-July-18-2025.pdf
2025-07-18,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.42,Daily-Price-Index-July-18-2025.pdf
2025-07-19,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.38,Daily-Price-Index-July-19-2025.pdf
2025-07-19,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.33,Daily-Price-Index-July-19-2025.pdf
2025-07-19,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.61,Daily-Price-Index-July-19-2025.pdf
2025-07-19,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.80,Daily-Price-Index-July-19-2025.pdf
2025-07-19,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.97,Daily-Price-Index-July-19-2025.pdf
2025-07-19,LOCAL COMMERCIAL RICE,Premium,5% broken,51.38,Daily-Price-Index-July-19-2025.pdf
2025-07-19,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.86,Daily-Price-Index-July-19-2025.pdf
2025-07-19,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.72,Daily-Price-Index-July-19-2025.pdf
2025-07-20,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.67,Daily-Price-Index-July-20-2025.pdf
2025-07-20,IMPORTED COMMERCIAL RICE,Premium,5% broken,43.71,Daily-Price-Index-July-20-2025.pdf
2025-07-20,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.00,Daily-Price-Index-July-20-2025.pdf
2025-07-20,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.33,Daily-Price-Index-July-20-2025.pdf
2025-07-20,LOCAL COMMERCIAL RICE,Premium,5% broken,51.33,Daily-Price-Index-July-20-2025.pdf
2025-07-20,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.14,Daily-Price-Index-July-20-2025.pdf
2025-07-20,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.20,Daily-Price-Index-July-20-2025.pdf
2025-07-21,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.12,Daily-Price-Index-July-21-2025.pdf
2025-07-21,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.17,Daily-Price-Index-July-21-2025.pdf
2025-07-21,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.41,Daily-Price-Index-July-21-2025.pdf
2025-07-21,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.28,Daily-Price-Index-July-21-2025.pdf
2025-07-21,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.56,Daily-Price-Index-July-21-2025.pdf
2025-07-21,LOCAL COMMERCIAL RICE,Premium,5% broken,51.00,Daily-Price-Index-July-21-2025.pdf
2025-07-21,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.61,Daily-Price-Index-July-21-2025.pdf
2025-07-21,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.45,Daily-Price-Index-July-21-2025.pdf
2025-07-22,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.42,Daily-Price-Index-July-22-2025.pdf
2025-07-22,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.29,Daily-Price-Index-July-22-2025.pdf
2025-07-22,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,45.50,Daily-Price-Index-July-22-2025.pdf
2025-07-22,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.00,Daily-Price-Index-July-22-2025.pdf
2025-07-22,LOCAL COMMERCIAL RICE,Fancy,White Rice,56.80,Daily-Price-Index-July-22-2025.pdf
2025-07-22,LOCAL COMMERCIAL RICE,Premium,5% broken,49.71,Daily-Price-Index-July-22-2025.pdf
2025-07-22,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.02,Daily-Price-Index-July-22-2025.pdf
2025-07-22,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.48,Daily-Price-Index-July-22-2025.pdf
2025-07-23,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.12,Daily-Price-Index-July-23-2025.pdf
2025-07-23,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.94,Daily-Price-Index-July-23-2025.pdf
2025-07-23,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.70,Daily-Price-Index-July-23-2025.pdf
2025-07-23,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.32,Daily-Price-Index-July-23-2025.pdf
2025-07-23,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.34,Daily-Price-Index-July-23-2025.pdf
2025-07-23,LOCAL COMMERCIAL RICE,Premium,5% broken,51.10,Daily-Price-Index-July-23-2025.pdf
2025-07-23,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.00,Daily-Price-Index-July-23-2025.pdf
2025-07-23,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.56,Daily-Price-Index-July-23-2025.pdf
2025-07-24,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.68,Daily-Price-Index-July-24-2025.pdf
2025-07-24,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.43,Daily-Price-Index-July-24-2025.pdf
2025-07-24,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.75,Daily-Price-Index-July-24-2025.pdf
2025-07-24,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.50,Daily-Price-Index-July-24-2025.pdf
2025-07-24,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.11,Daily-Price-Index-July-24-2025.pdf
2025-07-24,LOCAL COMMERCIAL RICE,Premium,5% broken,50.27,Daily-Price-Index-July-24-2025.pdf
2025-07-24,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,42.94,Daily-Price-Index-July-24-2025.pdf
2025-07-24,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.68,Daily-Price-Index-July-24-2025.pdf
2025-07-26,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.12,Daily-Price-Index-July-26-2025.pdf
2025-07-26,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.69,Daily-Price-Index-July-26-2025.pdf
2025-07-26,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.84,Daily-Price-Index-July-26-2025.pdf
2025-07-26,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.24,Daily-Price-Index-July-26-2025.pdf
2025-07-26,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.17,Daily-Price-Index-July-26-2025.pdf
2025-07-26,LOCAL COMMERCIAL RICE,Premium,5% broken,51.31,Daily-Price-Index-July-26-2025.pdf
2025-07-26,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.97,Daily-Price-Index-July-26-2025.pdf
2025-07-26,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.78,Daily-Price-Index-July-26-2025.pdf
2025-07-27,IMPORTED COMMERCIAL RICE,Fancy,White Rice,62.00,Daily-Price-Index-July-27-2025.pdf
2025-07-27,IMPORTED COMMERCIAL RICE,Premium,5% broken,43.83,Daily-Price-Index-July-27-2025.pdf
2025-07-27,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,40.00,Daily-Price-Index-July-27-2025.pdf
2025-07-27,LOCAL COMMERCIAL RICE,Fancy,White Rice,56.83,Daily-Price-Index-July-27-2025.pdf
2025-07-27,LOCAL COMMERCIAL RICE,Premium,5% broken,51.00,Daily-Price-Index-July-27-2025.pdf
2025-07-27,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.33,Daily-Price-Index-July-27-2025.pdf
2025-07-27,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.80,Daily-Price-Index-July-27-2025.pdf
2025-07-28,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.06,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.76,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.14,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.47,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,LOCAL COMMERCIAL RICE,Premium,5% broken,50.93,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.60,Daily-Price-Index-July-28-2025-1.pdf
2025-07-28,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.45,Daily-Price-Index-July-28-2025-1.pdf
2025-07-29,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-July-29-2025.pdf
2025-07-29,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.12,Daily-Price-Index-July-29-2025.pdf
2025-07-29,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.95,Daily-Price-Index-July-29-2025.pdf
2025-07-29,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.10,Daily-Price-Index-July-29-2025.pdf
2025-07-29,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.57,Daily-Price-Index-July-29-2025.pdf
2025-07-29,LOCAL COMMERCIAL RICE,Premium,5% broken,50.81,Daily-Price-Index-July-29-2025.pdf
2025-07-29,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.48,Daily-Price-Index-July-29-2025.pdf
2025-07-29,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.41,Daily-Price-Index-July-29-2025.pdf
2025-07-30,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-July-30-2025.pdf
2025-07-30,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.96,Daily-Price-Index-July-30-2025.pdf
2025-07-30,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.95,Daily-Price-Index-July-30-2025.pdf
2025-07-30,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.73,Daily-Price-Index-July-30-2025.pdf
2025-07-30,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.50,Daily-Price-Index-July-30-2025.pdf
2025-07-30,LOCAL COMMERCIAL RICE,Premium,5% broken,50.82,Daily-Price-Index-July-30-2025.pdf
2025-07-30,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.45,Daily-Price-Index-July-30-2025.pdf
2025-07-30,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.44,Daily-Price-Index-July-30-2025.pdf
2025-07-31,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.68,Daily-Price-Index-July-31-2025.pdf
2025-07-31,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.84,Daily-Price-Index-July-31-2025.pdf
2025-07-31,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.95,Daily-Price-Index-July-31-2025.pdf
2025-07-31,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.24,Daily-Price-Index-July-31-2025.pdf
2025-07-31,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.40,Daily-Price-Index-July-31-2025.pdf
2025-07-31,LOCAL COMMERCIAL RICE,Premium,5% broken,50.85,Daily-Price-Index-July-31-2025.pdf
2025-07-31,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.54,Daily-Price-Index-July-31-2025.pdf
2025-07-31,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.55,Daily-Price-Index-July-31-2025.pdf
2025-08-01,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-August-1-2025.pdf
2025-08-01,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.98,Daily-Price-Index-August-1-2025.pdf
2025-08-01,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.95,Daily-Price-Index-August-1-2025.pdf
2025-08-01,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.18,Daily-Price-Index-August-1-2025.pdf
2025-08-01,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.44,Daily-Price-Index-August-1-2025.pdf
2025-08-01,LOCAL COMMERCIAL RICE,Premium,5% broken,50.87,Daily-Price-Index-August-1-2025.pdf
2025-08-01,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.54,Daily-Price-Index-August-1-2025.pdf
2025-08-01,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.57,Daily-Price-Index-August-1-2025.pdf
2025-08-02,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.07,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.11,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.13,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.93,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,LOCAL COMMERCIAL RICE,Premium,5% broken,51.39,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.70,Daily-Price-Index-August-2-2025-1.pdf
2025-08-02,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.01,Daily-Price-Index-August-2-2025-1.pdf
2025-08-03,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.67,Daily-Price-Index-August-3-2025.pdf
2025-08-03,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.17,Daily-Price-Index-August-3-2025.pdf
2025-08-03,LOCAL COMMERCIAL RICE,Fancy,White Rice,56.67,Daily-Price-Index-August-3-2025.pdf
2025-08-03,LOCAL COMMERCIAL RICE,Premium,5% broken,51.40,Daily-Price-Index-August-3-2025.pdf
2025-08-03,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.00,Daily-Price-Index-August-3-2025.pdf
2025-08-03,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,36.60,Daily-Price-Index-August-3-2025.pdf
2025-08-04,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-August-4-2025.pdf
2025-08-04,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.83,Daily-Price-Index-August-4-2025.pdf
2025-08-04,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.18,Daily-Price-Index-August-4-2025.pdf
2025-08-04,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.18,Daily-Price-Index-August-4-2025.pdf
2025-08-04,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.42,Daily-Price-Index-August-4-2025.pdf
2025-08-04,LOCAL COMMERCIAL RICE,Premium,5% broken,50.84,Daily-Price-Index-August-4-2025.pdf
2025-08-04,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.39,Daily-Price-Index-August-4-2025.pdf
2025-08-04,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.54,Daily-Price-Index-August-4-2025.pdf
2025-08-05,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.94,Daily-Price-Index-August-5-2025.pdf
2025-08-05,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.85,Daily-Price-Index-August-5-2025.pdf
2025-08-05,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.18,Daily-Price-Index-August-5-2025.pdf
2025-08-05,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.36,Daily-Price-Index-August-5-2025.pdf
2025-08-05,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.44,Daily-Price-Index-August-5-2025.pdf
