pmo,port_type,cargo_type,movement_type,service_area,month,year,month_year,Quarter_year, volume_metrictons 
pmo sta fe,lgu port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,lgu port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,5054.189
pmo sta fe,private port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,134.75
pmo sta fe,private port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,11826
pmo sta fe,private port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,13851
pmo sta fe,private port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,private port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo sta fe,cpa port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,12466.27
pmo sta fe,cpa port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,210628.75
pmo sta fe,cpa port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,211239.25
pmo sta fe,cpa port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,cpa port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,4378
pmo sta fe,lgu port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,43062.5
pmo sta fe,lgu port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,33282.25
pmo sta fe,lgu port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,lgu port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,9987.213
pmo sta fe,private port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,86.75
pmo sta fe,private port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,14885
pmo sta fe,private port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,14239
pmo sta fe,private port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo sta fe,private port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,4016
pmo toledo,cpa port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,121281.5
pmo toledo,cpa port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,1600
pmo toledo,cpa port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,115974.25
pmo toledo,cpa port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,188083.25
pmo toledo,lgu port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,184958.25
pmo toledo,lgu port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,lgu port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,49179.27
pmo toledo,private port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,31738.75
pmo toledo,private port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,57160
pmo toledo,private port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,28281.25
pmo toledo,private port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,149687.611
pmo toledo,private port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,17166.641
pmo toledo,private port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,22316.64
pmo toledo,private port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,108.4655
pmo toledo,private port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,5665.94
pmo toledo,cpa port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,100030.25
pmo toledo,cpa port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,800
pmo toledo,cpa port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,92026.5
pmo toledo,cpa port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,176313.75
pmo toledo,lgu port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,169545.5
pmo toledo,lgu port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,41703.89
pmo toledo,private port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,28434.25
pmo toledo,private port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,474.14
pmo toledo,private port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,55168
pmo toledo,private port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,27503.5
pmo toledo,private port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,172650
pmo toledo,private port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,21965.171
pmo toledo,private port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,10451.47
pmo toledo,private port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,391.433
pmo toledo,private port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,17898.375
pmo argao,cpa port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,40613.75
pmo argao,cpa port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,43838
pmo argao,cpa port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Bulk,inbound,domestic,august,2024,Aug-24,Q3_2024,76239.597
pmo argao,private port,Breakbulk,inbound,domestic,august,2024,Aug-24,Q3_2024,0
pmo argao,private port,Containerized,inbound,domestic,august,2024,Aug-24,Q3_2024,2152.5
pmo argao,private port,Rolling,inbound,domestic,august,2024,Aug-24,Q3_2024,293047.25
pmo argao,private port,Bulk,outbound,domestic,august,2024,Aug-24,Q3_2024,57100.675
pmo argao,private port,Breakbulk,outbound,domestic,august,2024,Aug-24,Q3_2024,172883.47
pmo argao,private port,Breakbulk,outbound,dom/transhipment,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Containerized,outbound,domestic,august,2024,Aug-24,Q3_2024,6072.5
pmo argao,private port,Rolling,outbound,domestic,august,2024,Aug-24,Q3_2024,253835
pmo argao,private port,Bulk,import,foreign,august,2024,Aug-24,Q3_2024,248922.249
pmo argao,private port,Breakbulk,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Containerized,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Rolling,import,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Bulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Breakbulk,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Containerized,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Rolling,export,foreign,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,3953.627
pmo argao,cpa port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,37925.75
pmo argao,cpa port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,0.2
pmo argao,cpa port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,41136.75
pmo argao,cpa port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,3000
pmo argao,lgu port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Bulk,inbound,domestic,september,2024,Sep-24,Q3_2024,38604.3
pmo argao,private port,Breakbulk,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Containerized,inbound,domestic,september,2024,Sep-24,Q3_2024,350
pmo argao,private port,Rolling,inbound,domestic,september,2024,Sep-24,Q3_2024,278169.25
pmo argao,private port,Bulk,outbound,domestic,september,2024,Sep-24,Q3_2024,74807.359
pmo argao,private port,Breakbulk,outbound,domestic,september,2024,Sep-24,Q3_2024,136004.964
pmo argao,private port,Breakbulk,outbound,dom/transhipment,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Rolling,outbound,domestic,september,2024,Sep-24,Q3_2024,219584.5
pmo argao,private port,Containerized,outbound,domestic,september,2024,Sep-24,Q3_2024,560
pmo argao,private port,Bulk,import,foreign,september,2024,Sep-24,Q3_2024,247315.747
pmo argao,private port,Breakbulk,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Containerized,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Rolling,import,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Bulk,export,foreign,september,2024,Sep-24,Q3_2024,11000
pmo argao,private port,Breakbulk,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Containerized,export,foreign,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Rolling,export,foreign,september,2024,Sep-24,Q3_2024,
pmo cip,cpa port,Bulk,inbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Breakbulk,inbound,domestic,october,2024,Oct-24,Q4_2024,20369.26
pmo cip,cpa port,Containerized,inbound,domestic,october,2024,Oct-24,Q4_2024,700
pmo cip,cpa port,Rolling,inbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Bulk,outbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Breakbulk,outbound,domestic,october,2024,Oct-24,Q4_2024,9237.85
pmo cip,cpa port,Containerized,outbound,domestic,october,2024,Oct-24,Q4_2024,105
pmo cip,cpa port,Rolling,outbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Bulk,import,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Breakbulk,import,foreign,october,2024,Oct-24,Q4_2024,26196.70457
pmo cip,cpa port,Containerized,import,foreign,october,2024,Oct-24,Q4_2024,239373.75
pmo cip,cpa port,Rolling,import,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Bulk,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Breakbulk,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Containerized,export,foreign,october,2024,Oct-24,Q4_2024,74637.5
pmo cip,cpa port,Rolling,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Bulk,inbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Breakbulk,inbound,domestic,october,2024,Oct-24,Q4_2024,15874.769
pmo cip,private port,Containerized,inbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Rolling,inbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Bulk,outbound,domestic,october,2024,Oct-24,Q4_2024,4000
pmo cip,private port,Breakbulk,outbound,domestic,october,2024,Oct-24,Q4_2024,536
pmo cip,private port,Containerized,outbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Rolling,outbound,domestic,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Bulk,import,foreign,october,2024,Oct-24,Q4_2024,17500
pmo cip,private port,Breakbulk,import,foreign,october,2024,Oct-24,Q4_2024,62361.659
pmo cip,private port,Containerized,import,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Rolling,import,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Bulk,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Breakbulk,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Containerized,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,private port,Rolling,export,foreign,october,2024,Oct-24,Q4_2024,
pmo cip,cpa port,Bulk,inbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Breakbulk,inbound,domestic,november,2024,Nov-24,Q4_2024,19376.78
pmo cip,cpa port,Containerized,inbound,domestic,november,2024,Nov-24,Q4_2024,280
pmo cip,cpa port,Rolling,inbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Bulk,outbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Breakbulk,outbound,domestic,november,2024,Nov-24,Q4_2024,825.36
pmo cip,cpa port,Containerized,outbound,domestic,november,2024,Nov-24,Q4_2024,70
pmo cip,cpa port,Rolling,outbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Bulk,import,foreign,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Breakbulk,import,foreign,november,2024,Nov-24,Q4_2024,18239.615
pmo cip,cpa port,Containerized,import,foreign,november,2024,Nov-24,Q4_2024,213880.625
pmo cip,cpa port,Rolling,import,foreign,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Bulk,export,foreign,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Breakbulk,export,foreign,november,2024,Nov-24,Q4_2024,
pmo cip,cpa port,Containerized,export,foreign,november,2024,Nov-24,Q4_2024,68617.5
pmo cip,cpa port,Rolling,export,foreign,november,2024,Nov-24,Q4_2024,
pmo cip,private port,Bulk,inbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,private port,Breakbulk,inbound,domestic,november,2024,Nov-24,Q4_2024,18111.946
pmo cip,private port,Containerized,inbound,domestic,november,2024,Nov-24,Q4_2024,280
pmo cip,private port,Rolling,inbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,private port,Bulk,outbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,private port,Breakbulk,outbound,domestic,november,2024,Nov-24,Q4_2024,385.18
pmo cip,private port,Containerized,outbound,domestic,november,2024,Nov-24,Q4_2024,
pmo cip,private port,Rolling,outbound,domestic,november,2024,Nov-24,Q4_2024,
