pmo,port_type,cargo_type,movement_type,service_area,month,year,month_year,Quarter_year, volume_metrictons 
pmo cip,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"4,348.48"
pmo cip,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,"14,997.50"
pmo cip,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,832.97
pmo cip,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,"2,975.00"
pmo cip,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,"8,100.00"
pmo cip,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,"364,140.00"
pmo cip,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,"62,615.00"
pmo cip,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"20,634.33"
pmo cip,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"1,055.36"
pmo cip,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,"43,869.38"
pmo cip,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"1,000.00"
pmo pier 4,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"27,025.54"
pmo pier 4,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,"199,832.50"
pmo pier 4,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"148,505.25"
pmo pier 4,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,900
pmo pier 4,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"55,243.28"
pmo pier 4,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,"119,918.75"
pmo pier 4,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"139,713.75"
pmo pier 3,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"24,447.45"
pmo pier 3,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"1,162.69"
pmo pier 3,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,"3,395.00"
pmo pier 3,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"44,498.75"
pmo pier 3,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"2,500.12"
pmo pier 3,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"10,929.60"
pmo pier 3,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,"4,173.75"
pmo pier 3,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"44,503.75"
pmo pier 3,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 1,cpa port,Bulk,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"13,757.99"
pmo pier 1,cpa port,Breakbulk,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"35,579.86"
pmo pier 1,cpa port,Containerized,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"4,191.25"
pmo pier 1,cpa port,Rolling,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"25,709.50"
pmo pier 1,cpa port,Bulk,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"6,289.46"
pmo pier 1,cpa port,Breakbulk,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"82,540.63"
pmo pier 1,cpa port,Containerized,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"12,591.25"
pmo pier 1,cpa port,Rolling,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"37,080.25"
pmo pier 1,cpa port,Bulk,Import,Foreign,january,2022,Jan-22,Q1_2022,"19,977.78"
pmo pier 1,Private port,Bulk,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"3,676.78"
pmo pier 1,Private port,Containerized,Inbound,Domestic,january,2022,Jan-22,Q1_2022,"50,645.00"
pmo pier 1,Private port,Rolling,Inbound,Domestic,january,2022,Jan-22,Q1_2022,660
pmo pier 1,Private port,Bulk,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"6,707.84"
pmo pier 1,Private port,Containerized,Outbound,Domestic,january,2022,Jan-22,Q1_2022,"6,930.00"
pmo mandaue,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"93,704.73"
pmo mandaue,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"37,189.86"
pmo mandaue,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,"30,537.50"
pmo mandaue,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"111,638.00"
pmo mandaue,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,10
pmo mandaue,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"31,410.24"
pmo mandaue,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,"23,073.75"
pmo mandaue,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"117,594.50"
pmo mandaue,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,"117,691.85"
pmo mandaue,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,"7,800.00"
pmo mandaue,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"3,273.75"
pmo mandaue,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"3,273.75"
pmo mandaue,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"2,041.75"
pmo mandaue,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"2,255.25"
pmo mandaue,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"3,051.00"
pmo danao,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,573
pmo danao,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo danao,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"148,827.00"
pmo danao,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,190
pmo danao,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"8,378.00"
pmo danao,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo danao,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"156,339.00"
pmo danao,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,50.77
pmo danao,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"11,005.45"
pmo danao,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"1,386.76"
pmo danao,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo danao,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"41,086.25"
pmo danao,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,282.3
pmo danao,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,841
pmo danao,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo danao,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"42,272.50"
pmo danao,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,"2,708.00"
pmo danao,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"1,200.00"
pmo sta fe,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,155
pmo sta fe,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"236,950.75"
pmo sta fe,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"2,827.60"
pmo sta fe,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"237,323.50"
pmo sta fe,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"9,341.09"
pmo sta fe,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,255
pmo sta fe,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"51,296.25"
pmo sta fe,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"13,060.00"
pmo sta fe,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"42,791.25"
pmo sta fe,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"7,638.47"
pmo sta fe,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,24
pmo sta fe,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"9,090.00"
pmo sta fe,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"1,120.00"
pmo sta fe,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"9,045.00"
pmo sta fe,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"13,198.98"
pmo toledo,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"52,794.75"
pmo toledo,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"9,188.00"
pmo toledo,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"42,024.25"
pmo toledo,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"156,019.25"
pmo toledo,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"152,986.50"
pmo toledo,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"14,021.00"
pmo toledo,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"5,606.08"
pmo toledo,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"13,605.00"
pmo toledo,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,"204,294.95"
pmo toledo,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,"36,891.16"
pmo toledo,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022, -   
pmo toledo,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022, -   
pmo argao,cpa port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"5,366.53"
pmo argao,cpa port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,0.78
pmo argao,cpa port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"14,767.00"
pmo argao,cpa port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"16,462.00"
pmo argao,cpa port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
