pmo,port_type,rolling_cargo_type,movement_type,service area,month,year,mont_year,Quarter,volume_units
pmo pier 4,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,983
pmo pier 4,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,47
pmo pier 4,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,198
pmo pier 4,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,11
pmo pier 4,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,980
pmo pier 4,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,2
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,663
pmo pier 4,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,475
pmo pier 4,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1014
pmo pier 4,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,84
pmo pier 4,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,179
pmo pier 4,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,10
pmo pier 4,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1023
pmo pier 4,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,10
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,1012
pmo pier 3,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,955
pmo pier 3,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,957
pmo pier 3,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,384
pmo pier 3,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,402
pmo pier 3,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,508
pmo pier 3,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,454
pmo pier 3,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,1017
pmo pier 3,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,974
pmo pier 3,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1017
pmo pier 3,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,393
pmo pier 3,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,384
pmo pier 3,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,389
pmo pier 3,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,360
pmo pier 3,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,private port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,27
pmo mandaue,private port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,2
pmo mandaue,private port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,142
pmo mandaue,private port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,private port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,330
pmo mandaue,private port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,8
pmo mandaue,private port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,1793
pmo mandaue,private port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo mandaue,private port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,51
pmo mandaue,private port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,private port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,249
pmo mandaue,private port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,private port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,223
pmo mandaue,private port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,13
pmo mandaue,private port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1997
pmo mandaue,private port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,14
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,163
pmo mandaue,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,255
pmo mandaue,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,322
pmo mandaue,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,6
pmo mandaue,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,163
pmo mandaue,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,252
pmo mandaue,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,325
pmo mandaue,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,6
pmo mandaue,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,256
pmo mandaue,lgu port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,144
pmo mandaue,lgu port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,256
pmo mandaue,lgu port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,309
pmo mandaue,lgu port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,1126
pmo danao,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,1294
pmo danao,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,872
pmo danao,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,2077
pmo danao,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,209
pmo danao,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,1108
pmo danao,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,1221
pmo danao,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,865
pmo danao,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo danao,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,2036
pmo danao,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,200
pmo danao,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo danao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,lgu port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo danao,private port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,940
pmo danao,private port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,1064
pmo danao,private port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,private port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,491
pmo danao,private port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo danao,private port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,283
pmo danao,private port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,25
pmo danao,private port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo danao,private port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,984
pmo danao,private port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,1140
pmo danao,private port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,private port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,439
pmo danao,private port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo danao,private port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,258
pmo danao,private port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,21
pmo danao,private port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,2127
pmo sta fe,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,616
pmo sta fe,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,2935
pmo sta fe,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,342
pmo sta fe,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,2029
pmo sta fe,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,101
pmo sta fe,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,1883
pmo sta fe,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,8
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,2173
pmo sta fe,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,636
pmo sta fe,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,2945
pmo sta fe,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,360
pmo sta fe,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,2040
pmo sta fe,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,74
pmo sta fe,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1924
pmo sta fe,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,8
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,176
pmo sta fe,lgu port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,370
pmo sta fe,lgu port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,lgu port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,176
pmo sta fe,lgu port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,lgu port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,11
pmo sta fe,lgu port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,529
pmo sta fe,lgu port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,175
pmo sta fe,lgu port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,364
pmo sta fe,lgu port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,lgu port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,139
pmo sta fe,lgu port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo sta fe,lgu port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,7
pmo sta fe,lgu port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,443
pmo sta fe,lgu port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,2
pmo sta fe,private port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo sta fe,private port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,23
pmo sta fe,private port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,93
pmo sta fe,private port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,70
pmo sta fe,private port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,2
pmo sta fe,private port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo sta fe,private port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,4
pmo sta fe,private port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,101
pmo sta fe,private port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,76
pmo sta fe,private port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo toledo,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,1868
pmo toledo,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,481
pmo toledo,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,1810
pmo toledo,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,204
pmo toledo,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,418
pmo toledo,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,328
pmo toledo,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,415
pmo toledo,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,3
pmo toledo,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,2278
pmo toledo,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,534
pmo toledo,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,1809
pmo toledo,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,261
pmo toledo,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,419
pmo toledo,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,608
pmo toledo,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,126
pmo toledo,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,6
pmo toledo,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,631
pmo toledo,lgu port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,1050
pmo toledo,lgu port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,86
pmo toledo,lgu port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,515
pmo toledo,lgu port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,326
pmo toledo,lgu port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,3366
pmo toledo,lgu port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,112
pmo toledo,lgu port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo toledo,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,751
pmo toledo,lgu port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,1144
pmo toledo,lgu port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,105
pmo toledo,lgu port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,420
pmo toledo,lgu port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,458
pmo toledo,lgu port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,3476
pmo toledo,lgu port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,77
pmo toledo,lgu port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,30
pmo toledo,private port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,19
pmo toledo,private port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,21
pmo toledo,private port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,17
pmo toledo,private port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,39
pmo toledo,private port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,62
pmo toledo,private port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,199
pmo toledo,private port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,89
pmo toledo,private port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo toledo,private port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,15
pmo toledo,private port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,23
pmo toledo,private port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,6
pmo toledo,private port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,27
pmo toledo,private port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,62
pmo toledo,private port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,169
pmo toledo,private port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,76
pmo toledo,private port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,3
pmo argao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,153
pmo argao,cpa port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,27
pmo argao,cpa port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,128
pmo argao,cpa port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,13
pmo argao,cpa port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,42
pmo argao,cpa port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,232
pmo argao,cpa port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,167
pmo argao,cpa port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,1
pmo argao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,156
pmo argao,cpa port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,51
pmo argao,cpa port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,109
pmo argao,cpa port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,27
pmo argao,cpa port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,37
pmo argao,cpa port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,334
pmo argao,cpa port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,157
pmo argao,cpa port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,5
pmo argao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Motor Cycle/ Motor Bike,inbound,domestic,october,2022,Oct-22,Q4_2022,3908
pmo argao,private port,4W  1100-2300,inbound,domestic,october,2022,Oct-22,Q4_2022,1979
pmo argao,private port,4W  2400-over,inbound,domestic,october,2022,Oct-22,Q4_2022,3942
pmo argao,private port,6W  4800-7500,inbound,domestic,october,2022,Oct-22,Q4_2022,1052
pmo argao,private port,6W  7600-15000,inbound,domestic,october,2022,Oct-22,Q4_2022,1254
pmo argao,private port,8W-10W  20000-25000,inbound,domestic,october,2022,Oct-22,Q4_2022,2123
pmo argao,private port,10W  26000-over,inbound,domestic,october,2022,Oct-22,Q4_2022,582
pmo argao,private port,Heavy Equipment,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Motor Cycle/ Motor Bike,outbound,domestic,october,2022,Oct-22,Q4_2022,135
pmo argao,private port,4W  1100-2300,outbound,domestic,october,2022,Oct-22,Q4_2022,2685
pmo argao,private port,4W  2400-over,outbound,domestic,october,2022,Oct-22,Q4_2022,4208
pmo argao,private port,6W  4800-7500,outbound,domestic,october,2022,Oct-22,Q4_2022,772
pmo argao,private port,6W  7600-15000,outbound,domestic,october,2022,Oct-22,Q4_2022,1359
pmo argao,private port,8W-10W  20000-25000,outbound,domestic,october,2022,Oct-22,Q4_2022,1147
pmo argao,private port,10W  26000-over,outbound,domestic,october,2022,Oct-22,Q4_2022,317
pmo argao,private port,Heavy Equipment,outbound,domestic,october,2022,Oct-22,Q4_2022,5
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Inbound,Domestic,october,2022,Oct-22,Q4_2022,457
pmo pier 1,cpa port,4W  1100-2300,Inbound,Domestic,october,2022,Oct-22,Q4_2022,62
pmo pier 1,cpa port,4W  2400-over,Inbound,Domestic,october,2022,Oct-22,Q4_2022,304
pmo pier 1,cpa port,6W  4800-7500,Inbound,Domestic,october,2022,Oct-22,Q4_2022,18
pmo pier 1,cpa port,6W  7600-15000,Inbound,Domestic,october,2022,Oct-22,Q4_2022,136
pmo pier 1,cpa port,8W-10W  20000-25000,Inbound,Domestic,october,2022,Oct-22,Q4_2022,4
pmo pier 1,cpa port,10W  26000-over,Inbound,Domestic,october,2022,Oct-22,Q4_2022,335
pmo pier 1,cpa port,Heavy Equipment,Inbound,Domestic,october,2022,Oct-22,Q4_2022,2
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Outbound,Domestic,october,2022,Oct-22,Q4_2022,475
pmo pier 1,cpa port,4W  1100-2300,Outbound,Domestic,october,2022,Oct-22,Q4_2022,162
pmo pier 1,cpa port,4W  2400-over,Outbound,Domestic,october,2022,Oct-22,Q4_2022,382
