pmo,port_type,rolling_cargo_type,movement_type,service area,month,year,mont_year,Quarter,volume_units
pmo toledo,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,2924
pmo toledo,cpa port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,775
pmo toledo,cpa port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,2906
pmo toledo,cpa port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,260
pmo toledo,cpa port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,474
pmo toledo,cpa port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,742
pmo toledo,cpa port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,123
pmo toledo,cpa port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,12
pmo toledo,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,june,2024,Jun-24,Q2_2024,870
pmo toledo,lgu port,4W  1100-2300,inbound,domestic,june,2024,Jun-24,Q2_2024,1547
pmo toledo,lgu port,4W  2400-over,inbound,domestic,june,2024,Jun-24,Q2_2024,26
pmo toledo,lgu port,6W  4800-7500,inbound,domestic,june,2024,Jun-24,Q2_2024,660
pmo toledo,lgu port,6W  7600-15000,inbound,domestic,june,2024,Jun-24,Q2_2024,199
pmo toledo,lgu port,8W-10W  20000-25000,inbound,domestic,june,2024,Jun-24,Q2_2024,3420
pmo toledo,lgu port,10W  26000-over,inbound,domestic,june,2024,Jun-24,Q2_2024,0
pmo toledo,lgu port,Heavy Equipment,inbound,domestic,june,2024,Jun-24,Q2_2024,119
pmo toledo,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,720
pmo toledo,lgu port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,1400
pmo toledo,lgu port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,20
pmo toledo,lgu port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,703
pmo toledo,lgu port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,174
pmo toledo,lgu port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,3553
pmo toledo,lgu port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,0
pmo toledo,lgu port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,53
pmo toledo,private port,Motor Cycle/ Motor Bike,inbound,domestic,june,2024,Jun-24,Q2_2024,20
pmo toledo,private port,4W  1100-2300,inbound,domestic,june,2024,Jun-24,Q2_2024,32
pmo toledo,private port,4W  2400-over,inbound,domestic,june,2024,Jun-24,Q2_2024,1
pmo toledo,private port,6W  4800-7500,inbound,domestic,june,2024,Jun-24,Q2_2024,24
pmo toledo,private port,6W  7600-15000,inbound,domestic,june,2024,Jun-24,Q2_2024,73
pmo toledo,private port,8W-10W  20000-25000,inbound,domestic,june,2024,Jun-24,Q2_2024,244
pmo toledo,private port,10W  26000-over,inbound,domestic,june,2024,Jun-24,Q2_2024,231
pmo toledo,private port,Heavy Equipment,inbound,domestic,june,2024,Jun-24,Q2_2024,0
pmo toledo,private port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,30
pmo toledo,private port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,30
pmo toledo,private port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,3
pmo toledo,private port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,9
pmo toledo,private port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,64
pmo toledo,private port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,235
pmo toledo,private port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,221
pmo toledo,private port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,0
pmo argao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,june,2024,Jun-24,Q2_2024,258
pmo argao,cpa port,4W  1100-2300,inbound,domestic,june,2024,Jun-24,Q2_2024,150
pmo argao,cpa port,4W  2400-over,inbound,domestic,june,2024,Jun-24,Q2_2024,318
pmo argao,cpa port,6W  4800-7500,inbound,domestic,june,2024,Jun-24,Q2_2024,31
pmo argao,cpa port,6W  7600-15000,inbound,domestic,june,2024,Jun-24,Q2_2024,34
pmo argao,cpa port,8W-10W  20000-25000,inbound,domestic,june,2024,Jun-24,Q2_2024,295
pmo argao,cpa port,10W  26000-over,inbound,domestic,june,2024,Jun-24,Q2_2024,336
pmo argao,cpa port,Heavy Equipment,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,298
pmo argao,cpa port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,144
pmo argao,cpa port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,309
pmo argao,cpa port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,45
pmo argao,cpa port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,39
pmo argao,cpa port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,348
pmo argao,cpa port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,356
pmo argao,cpa port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,4W  1100-2300,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,4W  2400-over,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,6W  4800-7500,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,6W  7600-15000,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,8W-10W  20000-25000,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,10W  26000-over,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Heavy Equipment,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Motor Cycle/ Motor Bike,inbound,domestic,june,2024,Jun-24,Q2_2024,4103
pmo argao,private port,4W  1100-2300,inbound,domestic,june,2024,Jun-24,Q2_2024,2590
pmo argao,private port,4W  2400-over,inbound,domestic,june,2024,Jun-24,Q2_2024,4898
pmo argao,private port,6W  4800-7500,inbound,domestic,june,2024,Jun-24,Q2_2024,914
pmo argao,private port,6W  7600-15000,inbound,domestic,june,2024,Jun-24,Q2_2024,1079
pmo argao,private port,8W-10W  20000-25000,inbound,domestic,june,2024,Jun-24,Q2_2024,2018
pmo argao,private port,10W  26000-over,inbound,domestic,june,2024,Jun-24,Q2_2024,893
pmo argao,private port,Heavy Equipment,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Motor Cycle/ Motor Bike,outbound,domestic,june,2024,Jun-24,Q2_2024,4538
pmo argao,private port,4W  1100-2300,outbound,domestic,june,2024,Jun-24,Q2_2024,3304
pmo argao,private port,4W  2400-over,outbound,domestic,june,2024,Jun-24,Q2_2024,5486
pmo argao,private port,6W  4800-7500,outbound,domestic,june,2024,Jun-24,Q2_2024,893
pmo argao,private port,6W  7600-15000,outbound,domestic,june,2024,Jun-24,Q2_2024,1423
pmo argao,private port,8W-10W  20000-25000,outbound,domestic,june,2024,Jun-24,Q2_2024,974
pmo argao,private port,10W  26000-over,outbound,domestic,june,2024,Jun-24,Q2_2024,483
pmo argao,private port,Heavy Equipment,outbound,domestic,june,2024,Jun-24,Q2_2024,9
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,1191
pmo pier 4,cpa port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,563
pmo pier 4,cpa port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,1680
pmo pier 4,cpa port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,61
pmo pier 4,cpa port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,291
pmo pier 4,cpa port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,14
pmo pier 4,cpa port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,1529
pmo pier 4,cpa port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,12
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,781
pmo pier 4,cpa port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,90
pmo pier 4,cpa port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,1627
pmo pier 4,cpa port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,93
pmo pier 4,cpa port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,298
pmo pier 4,cpa port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,14
pmo pier 4,cpa port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,1635
pmo pier 4,cpa port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,10
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,1607
pmo pier 3,cpa port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,1632
pmo pier 3,cpa port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,1532
pmo pier 3,cpa port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,562
pmo pier 3,cpa port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,528
pmo pier 3,cpa port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,1345
pmo pier 3,cpa port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,376
pmo pier 3,cpa port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,1368
pmo pier 3,cpa port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,1522
pmo pier 3,cpa port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,1504
pmo pier 3,cpa port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,518
pmo pier 3,cpa port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,530
pmo pier 3,cpa port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,1216
pmo pier 3,cpa port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,208
pmo pier 3,cpa port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Inbound,Domestic,july,2024,Jul-24,Q3_2024,595
pmo pier 1,cpa port,4W  1100-2300,Inbound,Domestic,july,2024,Jul-24,Q3_2024,183
pmo pier 1,cpa port,4W  2400-over,Inbound,Domestic,july,2024,Jul-24,Q3_2024,341
pmo pier 1,cpa port,6W  4800-7500,Inbound,Domestic,july,2024,Jul-24,Q3_2024,95
pmo pier 1,cpa port,6W  7600-15000,Inbound,Domestic,july,2024,Jul-24,Q3_2024,117
pmo pier 1,cpa port,8W-10W  20000-25000,Inbound,Domestic,july,2024,Jul-24,Q3_2024,21
pmo pier 1,cpa port,10W  26000-over,Inbound,Domestic,july,2024,Jul-24,Q3_2024,482
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Outbound,Domestic,july,2024,Jul-24,Q3_2024,568
pmo pier 1,cpa port,4W  1100-2300,Outbound,Domestic,july,2024,Jul-24,Q3_2024,176
pmo pier 1,cpa port,4W  2400-over,Outbound,Domestic,july,2024,Jul-24,Q3_2024,488
pmo pier 1,cpa port,6W  4800-7500,Outbound,Domestic,july,2024,Jul-24,Q3_2024,67
pmo pier 1,cpa port,6W  7600-15000,Outbound,Domestic,july,2024,Jul-24,Q3_2024,128
pmo pier 1,cpa port,8W-10W  20000-25000,Outbound,Domestic,july,2024,Jul-24,Q3_2024,24
pmo pier 1,cpa port,10W  26000-over,Outbound,Domestic,july,2024,Jul-24,Q3_2024,612
pmo pier 1,cpa port,Heavy Equipment,Outbound,Domestic,july,2024,Jul-24,Q3_2024,10
pmo pier 1,private port,Motor Cycle/ Motor Bike,Inbound,Domestic,july,2024,Jul-24,Q3_2024,2
pmo pier 1,private port,4W  2400-over,Inbound,Domestic,july,2024,Jul-24,Q3_2024,11
pmo pier 1,private port,6W  7600-15000,Inbound,Domestic,july,2024,Jul-24,Q3_2024,7
pmo pier 1,private port,8W-10W  20000-25000,Inbound,Domestic,july,2024,Jul-24,Q3_2024,14
pmo pier 1,private port,10W  26000-over,Inbound,Domestic,july,2024,Jul-24,Q3_2024,468
pmo pier 1,private port,Motor Cycle/ Motor Bike,Outbound,Domestic,july,2024,Jul-24,Q3_2024,1
pmo pier 1,private port,4W  2400-over,Outbound,Domestic,july,2024,Jul-24,Q3_2024,3
pmo pier 1,private port,6W  7600-15000,Outbound,Domestic,july,2024,Jul-24,Q3_2024,13
pmo pier 1,private port,8W-10W  20000-25000,Outbound,Domestic,july,2024,Jul-24,Q3_2024,12
pmo pier 1,private port,10W  26000-over,Outbound,Domestic,july,2024,Jul-24,Q3_2024,441
pmo mandaue,private port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,74
pmo mandaue,private port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,471
pmo mandaue,private port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,217
pmo mandaue,private port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,28
pmo mandaue,private port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,2016
pmo mandaue,private port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,38
pmo mandaue,private port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,295
pmo mandaue,private port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo mandaue,private port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,238
pmo mandaue,private port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,19
pmo mandaue,private port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,2081
pmo mandaue,private port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,4
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,801
pmo mandaue,cpa port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,672
pmo mandaue,cpa port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,785
pmo mandaue,cpa port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,49
pmo mandaue,cpa port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,703
pmo mandaue,cpa port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,626
pmo mandaue,cpa port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,704
pmo mandaue,cpa port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,29
pmo mandaue,cpa port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo danao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,1486
pmo danao,cpa port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,1693
pmo danao,cpa port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo danao,cpa port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,1064
pmo danao,cpa port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,12
pmo danao,cpa port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,2389
pmo danao,cpa port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,273
pmo danao,cpa port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,1449
pmo danao,cpa port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,1671
pmo danao,cpa port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo danao,cpa port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,1161
pmo danao,cpa port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,25
pmo danao,cpa port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,2512
pmo danao,cpa port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,216
pmo danao,cpa port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo danao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,87
pmo danao,lgu port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,46
pmo danao,lgu port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,lgu port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,29
pmo danao,lgu port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,lgu port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo danao,lgu port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,13
pmo danao,lgu port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,104
pmo danao,lgu port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,74
pmo danao,lgu port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,lgu port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,40
pmo danao,lgu port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,lgu port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,2
pmo danao,lgu port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,13
pmo danao,lgu port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,private port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,1326
pmo danao,private port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,2136
pmo danao,private port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo danao,private port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,941
pmo danao,private port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,5
pmo danao,private port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,819
pmo danao,private port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,92
pmo danao,private port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,4
pmo danao,private port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,1347
pmo danao,private port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,2133
pmo danao,private port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,7
pmo danao,private port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,790
pmo danao,private port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,80
pmo danao,private port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,1154
pmo danao,private port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,97
pmo danao,private port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,2810
pmo sta fe,cpa port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,718
pmo sta fe,cpa port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,4084
pmo sta fe,cpa port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,346
pmo sta fe,cpa port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,2112
pmo sta fe,cpa port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,51
pmo sta fe,cpa port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,1679
pmo sta fe,cpa port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,5
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,2902
pmo sta fe,cpa port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,737
pmo sta fe,cpa port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,4276
pmo sta fe,cpa port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,353
pmo sta fe,cpa port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,2062
pmo sta fe,cpa port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,49
pmo sta fe,cpa port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,1651
pmo sta fe,cpa port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,7
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,303
pmo sta fe,lgu port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,671
pmo sta fe,lgu port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,lgu port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,282
pmo sta fe,lgu port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,lgu port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,15
pmo sta fe,lgu port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,832
pmo sta fe,lgu port,Heavy Equipment,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,july,2024,Jul-24,Q3_2024,339
pmo sta fe,lgu port,4W  1100-2300,outbound,domestic,july,2024,Jul-24,Q3_2024,753
pmo sta fe,lgu port,4W  2400-over,outbound,domestic,july,2024,Jul-24,Q3_2024,2
pmo sta fe,lgu port,6W  4800-7500,outbound,domestic,july,2024,Jul-24,Q3_2024,256
pmo sta fe,lgu port,6W  7600-15000,outbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,lgu port,8W-10W  20000-25000,outbound,domestic,july,2024,Jul-24,Q3_2024,19
pmo sta fe,lgu port,10W  26000-over,outbound,domestic,july,2024,Jul-24,Q3_2024,516
pmo sta fe,lgu port,Heavy Equipment,outbound,domestic,july,2024,Jul-24,Q3_2024,2
pmo sta fe,private port,Motor Cycle/ Motor Bike,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,private port,4W  1100-2300,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,private port,4W  2400-over,inbound,domestic,july,2024,Jul-24,Q3_2024,3
pmo sta fe,private port,6W  4800-7500,inbound,domestic,july,2024,Jul-24,Q3_2024,0
pmo sta fe,private port,6W  7600-15000,inbound,domestic,july,2024,Jul-24,Q3_2024,30
pmo sta fe,private port,8W-10W  20000-25000,inbound,domestic,july,2024,Jul-24,Q3_2024,131
pmo sta fe,private port,10W  26000-over,inbound,domestic,july,2024,Jul-24,Q3_2024,91
