pmo,port_type,ship_type,movement_type,month,year,mont_year,Quarter,   count   
pmo toledo,lgu port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Roro,domestic,december,2023,Dec-23,Q4_2023,319
pmo toledo,lgu port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,3
pmo toledo,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,20
pmo toledo,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Container,domestic,december,2023,Dec-23,Q4_2023,1
pmo toledo,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,52
pmo toledo,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,4
pmo toledo,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,1
pmo toledo,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,13
pmo toledo,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,4
pmo toledo,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,97
pmo argao,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,1
pmo argao,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,4
pmo argao,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,lgu port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,30
pmo argao,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,114
pmo argao,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Container,domestic,december,2023,Dec-23,Q4_2023,5
pmo argao,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,991
pmo argao,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,480
pmo argao,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,7
pmo argao,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,9
pmo argao,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,2
pmo argao,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,4
pmo argao,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,10
pmo argao,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,7
pmo argao,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,9
pmo danao,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,3
pmo danao,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,510
pmo danao,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,1
pmo danao,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,116
pmo danao,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,cpa port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,2
pmo danao,lgu port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,lgu port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,11
pmo danao,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,6
pmo danao,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,313
pmo danao,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,1
pmo danao,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,5
pmo danao,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,1
pmo danao,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo danao,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,249
pmo mandaue,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,52
pmo mandaue,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,181
pmo mandaue,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,20
pmo mandaue,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,34
pmo mandaue,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,61
pmo mandaue,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,1
pmo mandaue,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,38
pmo mandaue,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,60
pmo mandaue,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,18
pmo mandaue,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,6
pmo mandaue,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,8
pmo mandaue,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,1
pmo mandaue,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Fastcraft,foreign,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
