pmo,port_type,container_type,movemnet_type,service_area,month,year,month_year,quarter,volume_teus
pmo cip,cpa port,Fulls,inbound,domestic,january,2022,Jan-22,Q1_2022,857
pmo cip,cpa port,Empties,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Fulls,outbound,domestic,january,2022,Jan-22,Q1_2022,170
pmo cip,cpa port,Empties,outbound,domestic,january,2022,Jan-22,Q1_2022,536
pmo cip,cpa port,Fulls,import,foreign,january,2022,Jan-22,Q1_2022,20808
pmo cip,cpa port,Empties,import,foreign,january,2022,Jan-22,Q1_2022,1
pmo cip,cpa port,Fulls,export,foreign,january,2022,Jan-22,Q1_2022,3578
pmo cip,cpa port,Empties,export,foreign,january,2022,Jan-22,Q1_2022,13403
pmo pier 4,cpa port,Fulls,inbound,domestic,january,2022,Jan-22,Q1_2022,11419
pmo pier 4,cpa port,Empties,inbound,domestic,january,2022,Jan-22,Q1_2022,361
pmo pier 4,cpa port,Fulls,outbound,domestic,january,2022,Jan-22,Q1_2022,6852.5
pmo pier 4,cpa port,Empties,outbound,domestic,january,2022,Jan-22,Q1_2022,2841
pmo pier 3,cpa port,Fulls,inbound,domestic,january,2022,Jan-22,Q1_2022,194
pmo pier 3,cpa port,Empties,inbound,domestic,january,2022,Jan-22,Q1_2022,98
pmo pier 3,cpa port,Fulls,outbound,domestic,january,2022,Jan-22,Q1_2022,238.5
pmo pier 3,cpa port,Empties,outbound,domestic,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Empties,import,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Fulls,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Empties,export,foreign,january,2022,Jan-22,Q1_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,January,2022,Jan-22,Q1_2022,239.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,January,2022,Jan-22,Q1_2022,387
pmo pier 1,cpa port,Fulls,Outbound,Domestic,January,2022,Jan-22,Q1_2022,719.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,January,2022,Jan-22,Q1_2022,95
pmo pier 1,private port,Fulls,Inbound,Domestic,January,2022,Jan-22,Q1_2022,2894
pmo pier 1,private port,Empties,Inbound,Domestic,January,2022,Jan-22,Q1_2022,227
pmo pier 1,private port,Fulls,Outbound,Domestic,January,2022,Jan-22,Q1_2022,396
pmo pier 1,private port,Empties,Outbound,Domestic,January,2022,Jan-22,Q1_2022,1889.5
pmo mandaue,private port,Fulls,inbound,domestic,january,2022,Jan-22,Q1_2022,1745
pmo mandaue,private port,Empties,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Fulls,outbound,domestic,january,2022,Jan-22,Q1_2022,1318.5
pmo mandaue,private port,Empties,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Fulls,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Empties,import,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Fulls,export,foreign,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Empties,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Fulls,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Empties,inbound,domestic,january,2022,Jan-22,Q1_2022,374
pmo argao,private port,Fulls,outbound,domestic,january,2022,Jan-22,Q1_2022,374
pmo argao,private port,Empties,outbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Fulls,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Empties,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Fulls,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Empties,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,588
pmo cip,cpa port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,100
pmo cip,cpa port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,138
pmo cip,cpa port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,14292
pmo cip,cpa port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,16
pmo cip,cpa port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,4574
pmo cip,cpa port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,12916
pmo pier 4,cpa port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,12427.5
pmo pier 4,cpa port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,287.5
pmo pier 4,cpa port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,7856.5
pmo pier 4,cpa port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,3049
pmo pier 4,cpa port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,189.5
pmo pier 3,cpa port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,233.5
pmo pier 3,cpa port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,373
pmo pier 3,cpa port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,February,2022,Feb-22,Q1_2022,264
pmo pier 1,cpa port,Empties,Inbound,Domestic,February,2022,Feb-22,Q1_2022,365
pmo pier 1,cpa port,Fulls,Outbound,Domestic,February,2022,Feb-22,Q1_2022,652
pmo pier 1,cpa port,Empties,Outbound,Domestic,February,2022,Feb-22,Q1_2022,40.5
pmo pier 1,private port,Fulls,Inbound,Domestic,February,2022,Feb-22,Q1_2022,2894.5
pmo pier 1,private port,Empties,Inbound,Domestic,February,2022,Feb-22,Q1_2022,6
pmo pier 1,private port,Fulls,Outbound,Domestic,February,2022,Feb-22,Q1_2022,292.5
pmo pier 1,private port,Empties,Outbound,Domestic,February,2022,Feb-22,Q1_2022,2706
pmo mandaue,private port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,2630
pmo mandaue,private port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo mandaue,private port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,1690
pmo mandaue,private port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,365
pmo mandaue,private port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Fulls,inbound,domestic,february,2022,Feb-22,Q1_2022,685
pmo argao,private port,Empties,inbound,domestic,february,2022,Feb-22,Q1_2022,722
pmo argao,private port,Fulls,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Empties,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Fulls,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Empties,import,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Fulls,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Empties,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,1489
pmo cip,cpa port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,4
pmo cip,cpa port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,245
pmo cip,cpa port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,726
pmo cip,cpa port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,16647.5
pmo cip,cpa port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,42
pmo cip,cpa port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,6447
pmo cip,cpa port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,18363
pmo cip,lgu port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,lgu port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,private port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,15073
pmo pier 4,cpa port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,505.5
pmo pier 4,cpa port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,8982
pmo pier 4,cpa port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,3967
pmo pier 4,cpa port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,81.5
pmo pier 3,cpa port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,169.5
pmo pier 3,cpa port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,285.5
pmo pier 3,cpa port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 3,cpa port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 3,cpa port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 3,cpa port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,2914
pmo mandaue,private port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,1826
pmo mandaue,private port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,246
pmo mandaue,private port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo pier 1,cpa port,Fulls,Inbound,domestic,march,2022,Mar-22,Q1_2022,328
pmo pier 1,cpa port,Empties,Inbound,domestic,march,2022,Mar-22,Q1_2022,498
pmo pier 1,cpa port,Fulls,Outbound,domestic,march,2022,Mar-22,Q1_2022,748
pmo pier 1,cpa port,Empties,Outbound,domestic,march,2022,Mar-22,Q1_2022,58.5
pmo pier 1,private port,Fulls,Inbound,domestic,march,2022,Mar-22,Q1_2022,3081.5
pmo pier 1,private port,Empties,Inbound,domestic,march,2022,Mar-22,Q1_2022,91
pmo pier 1,private port,Fulls,Outbound,domestic,march,2022,Mar-22,Q1_2022,557
pmo pier 1,private port,Empties,Outbound,domestic,march,2022,Mar-22,Q1_2022,2759
pmo argao,cpa port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,cpa port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,lgu port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Fulls,inbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Empties,inbound,domestic,march,2022,Mar-22,Q1_2022,634
pmo argao,private port,Fulls,outbound,domestic,march,2022,Mar-22,Q1_2022,544
pmo argao,private port,Empties,outbound,domestic,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Fulls,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Empties,import,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Fulls,export,foreign,march,2022,Mar-22,Q1_2022,
pmo argao,private port,Empties,export,foreign,march,2022,Mar-22,Q1_2022,
pmo cip,cpa port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,920
pmo cip,cpa port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,cpa port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,98
pmo cip,cpa port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,263
pmo cip,cpa port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,13112.75
pmo cip,cpa port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,15
pmo cip,cpa port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,4281
pmo cip,cpa port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,11756
pmo cip,lgu port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,lgu port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,private port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,13605
pmo pier 4,cpa port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,412.5
pmo pier 4,cpa port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,9093
pmo pier 4,cpa port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,3449.5
pmo pier 4,cpa port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 4,cpa port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 4,cpa port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 4,cpa port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,251.5
pmo pier 3,cpa port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,225
pmo pier 3,cpa port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,394.5
pmo pier 3,cpa port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 3,cpa port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 3,cpa port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 3,cpa port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,april,2022,Apr-22,Q2_2022,252
pmo pier 1,cpa port,Empties,Inbound,Domestic,april,2022,Apr-22,Q2_2022,416
pmo pier 1,cpa port,Fulls,Outbound,Domestic,april,2022,Apr-22,Q2_2022,689
pmo pier 1,cpa port,Empties,Outbound,Domestic,april,2022,Apr-22,Q2_2022,36
pmo pier 1,private port,Fulls,Inbound,Domestic,april,2022,Apr-22,Q2_2022,3254
pmo pier 1,private port,Empties,Inbound,Domestic,april,2022,Apr-22,Q2_2022,52
pmo pier 1,private port,Fulls,Outbound,Domestic,april,2022,Apr-22,Q2_2022,397.5
pmo pier 1,private port,Empties,Outbound,Domestic,april,2022,Apr-22,Q2_2022,3125.5
pmo argao,cpa port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,cpa port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,lgu port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,472
pmo argao,private port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,474
pmo argao,private port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo argao,private port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,private port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,1939
pmo mandaue,private port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,117
pmo mandaue,private port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,1591
pmo mandaue,private port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,124
pmo mandaue,private port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,private port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,private port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,private port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,cpa port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Fulls,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Empties,import,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Fulls,export,foreign,april,2022,Apr-22,Q2_2022,
pmo mandaue,lgu port,Empties,export,foreign,april,2022,Apr-22,Q2_2022,
pmo cip,cpa port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,1688
pmo cip,cpa port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,cpa port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,678
pmo cip,cpa port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,679
pmo cip,cpa port,Fulls,import,foreign,may,2022,May-22,Q2_2022,19410.75
pmo cip,cpa port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo cip,cpa port,Fulls,export,foreign,may,2022,May-22,Q2_2022,6813
pmo cip,cpa port,Empties,export,foreign,may,2022,May-22,Q2_2022,13104
pmo cip,lgu port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo cip,lgu port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo cip,private port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,private port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,private port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,private port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo cip,private port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo cip,private port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo cip,private port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo cip,private port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,13639
pmo pier 4,cpa port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,548.5
pmo pier 4,cpa port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,9440
