pmo,port_type,container_type,movemnet_type,service_area,month,year,month_year,quarter,volume_teus
pmo cip,cpa port,Fulls,export,foreign,may,2024,May-24,Q2_2024,5062
pmo cip,cpa port,Empties,export,foreign,may,2024,May-24,Q2_2024,12885
pmo cip,private port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,
pmo cip,private port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,
pmo cip,private port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,
pmo cip,private port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo cip,private port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo cip,private port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo cip,private port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo cip,private port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,10302.5
pmo pier 4,cpa port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,1233
pmo pier 4,cpa port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,6726
pmo pier 4,cpa port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,2058
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,may,2024,May-24,Q2_2024,785
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,may,2024,May-24,Q2_2024,785
pmo pier 4,cpa port,Empties,inbound,domestic transshipment,may,2024,May-24,Q2_2024,16
pmo pier 4,cpa port,Empties,outbound,domestic transshipment,may,2024,May-24,Q2_2024,16
pmo pier 3,cpa port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,214
pmo pier 3,cpa port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,88
pmo pier 3,cpa port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,191.5
pmo pier 3,cpa port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,11
pmo pier 3,cpa port,DomTrans Fulls,inbound,domestic,may,2024,May-24,Q2_2024,25.5
pmo pier 3,cpa port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo pier 3,cpa port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo pier 3,cpa port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo pier 3,cpa port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,may,2024,May-24,Q2_2024,401
pmo pier 1,cpa port,Empties,Inbound,Domestic,may,2024,May-24,Q2_2024,558
pmo pier 1,cpa port,Fulls,Outbound,Domestic,may,2024,May-24,Q2_2024,821.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,may,2024,May-24,Q2_2024,123
pmo pier 1,private port,Fulls,Inbound,Domestic,may,2024,May-24,Q2_2024,7188
pmo pier 1,private port,Empties,Inbound,Domestic,may,2024,May-24,Q2_2024,93
pmo pier 1,private port,Fulls,Outbound,Domestic,may,2024,May-24,Q2_2024,2274
pmo pier 1,private port,Empties,Outbound,Domestic,may,2024,May-24,Q2_2024,3645
pmo pier 1,private port,Empties,Export,Foreign,may,2024,May-24,Q2_2024,1337
pmo mandaue,private port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,2744.25
pmo mandaue,private port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,60
pmo mandaue,private port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,1998
pmo mandaue,private port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,400
pmo mandaue,private port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,private port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,private port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,private port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,cpa port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo mandaue,lgu port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,cpa port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,lgu port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,private port,Fulls,inbound,domestic,may,2024,May-24,Q2_2024,98
pmo argao,private port,Empties,inbound,domestic,may,2024,May-24,Q2_2024,35
pmo argao,private port,Fulls,outbound,domestic,may,2024,May-24,Q2_2024,90
pmo argao,private port,Empties,outbound,domestic,may,2024,May-24,Q2_2024,
pmo argao,private port,Fulls,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,private port,Empties,import,foreign,may,2024,May-24,Q2_2024,
pmo argao,private port,Fulls,export,foreign,may,2024,May-24,Q2_2024,
pmo argao,private port,Empties,export,foreign,may,2024,May-24,Q2_2024,
pmo cip,cpa port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,45
pmo cip,cpa port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo cip,cpa port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,8
pmo cip,cpa port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,46
pmo cip,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,21939
pmo cip,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,715
pmo cip,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,4449
pmo cip,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,16527.75
pmo cip,private port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo cip,private port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,10219
pmo pier 4,cpa port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,1646.5
pmo pier 4,cpa port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,6635.5
pmo pier 4,cpa port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,1809
pmo pier 4,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,june,2024,Jun-24,Q2_2024,716
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,june,2024,Jun-24,Q2_2024,716
pmo pier 4,cpa port,Empties,inbound,domestic transshipment,june,2024,Jun-24,Q2_2024,42
pmo pier 4,cpa port,Empties,outbound,domestic transshipment,june,2024,Jun-24,Q2_2024,42
pmo pier 4,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 4,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 3,cpa port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,850.5
pmo pier 3,cpa port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,203.5
pmo pier 3,cpa port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,908
pmo pier 3,cpa port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,187
pmo pier 3,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 3,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 3,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 3,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,june,2024,Jun-24,Q2_2024,422
pmo pier 1,cpa port,Empties,Inbound,Domestic,june,2024,Jun-24,Q2_2024,456.5
pmo pier 1,cpa port,Fulls,Outbound,Domestic,june,2024,Jun-24,Q2_2024,729.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,june,2024,Jun-24,Q2_2024,114.5
pmo pier 1,private port,Fulls,Inbound,Domestic,june,2024,Jun-24,Q2_2024,5328
pmo pier 1,private port,Empties,Inbound,Domestic,june,2024,Jun-24,Q2_2024,119
pmo pier 1,private port,Fulls,Outbound,Domestic,june,2024,Jun-24,Q2_2024,2045
pmo pier 1,private port,Empties,Outbound,Domestic,june,2024,Jun-24,Q2_2024,3659
pmo mandaue,private port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,2939
pmo mandaue,private port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo mandaue,private port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,2037
pmo mandaue,private port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,44
pmo mandaue,private port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo mandaue,private port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo mandaue,private port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo mandaue,private port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,cpa port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,lgu port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Fulls,inbound,domestic,june,2024,Jun-24,Q2_2024,132
pmo argao,private port,Empties,inbound,domestic,june,2024,Jun-24,Q2_2024,90
pmo argao,private port,Fulls,outbound,domestic,june,2024,Jun-24,Q2_2024,254
pmo argao,private port,Empties,outbound,domestic,june,2024,Jun-24,Q2_2024,110
pmo argao,private port,Fulls,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Empties,import,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Fulls,export,foreign,june,2024,Jun-24,Q2_2024,
pmo argao,private port,Empties,export,foreign,june,2024,Jun-24,Q2_2024,
pmo cip,cpa port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,26
pmo cip,cpa port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo cip,cpa port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo cip,cpa port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,1
pmo cip,cpa port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,18867.25
pmo cip,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo cip,cpa port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,4018
pmo cip,cpa port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,17170.5
pmo cip,private port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,30
pmo cip,private port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo cip,private port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,3
pmo cip,private port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,30
pmo cip,private port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo cip,private port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo cip,private port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo cip,private port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,9999
pmo pier 4,cpa port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,745.5
pmo pier 4,cpa port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,6501.5
pmo pier 4,cpa port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,1483
pmo pier 4,cpa port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,july,2024,Jul-24,Q3_2024,502
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,july,2024,Jul-24,Q3_2024,502
pmo pier 4,cpa port,Empties,inbound,domestic transshipment,july,2024,Jul-24,Q3_2024,25
pmo pier 4,cpa port,Empties,outbound,domestic transshipment,july,2024,Jul-24,Q3_2024,25
pmo pier 3,cpa port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,2154
pmo pier 3,cpa port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,1321.5
pmo pier 3,cpa port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,1877
pmo pier 3,cpa port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,381
pmo pier 3,cpa port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 3,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 3,cpa port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 3,cpa port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,July,2024,Jul-24,Q3_2024,365
pmo pier 1,cpa port,Empties,Inbound,Domestic,July,2024,Jul-24,Q3_2024,432
pmo pier 1,cpa port,Fulls,Outbound,Domestic,July,2024,Jul-24,Q3_2024,717.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,July,2024,Jul-24,Q3_2024,110.5
pmo pier 1,private port,Fulls,Inbound,Domestic,July,2024,Jul-24,Q3_2024,7528
pmo pier 1,private port,Empties,Inbound,Domestic,July,2024,Jul-24,Q3_2024,103
pmo pier 1,private port,Fulls,Outbound,Domestic,July,2024,Jul-24,Q3_2024,2642
pmo pier 1,private port,Empties,Outbound,Domestic,July,2024,Jul-24,Q3_2024,4518
pmo pier 1,private port,Fulls,Import,Foreign,July,2024,Jul-24,Q3_2024,766.25
pmo pier 1,private port,Empties,Import,Foreign,July,2024,Jul-24,Q3_2024,4
pmo pier 1,private port,Fulls,Export,Foreign,July,2024,Jul-24,Q3_2024,61
pmo pier 1,private port,Empties,Export,Foreign,July,2024,Jul-24,Q3_2024,433.25
pmo mandaue,private port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,2682
pmo mandaue,private port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,10
pmo mandaue,private port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,2183
pmo mandaue,private port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,20
pmo mandaue,private port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,private port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,cpa port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo mandaue,lgu port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,cpa port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,lgu port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,private port,Fulls,inbound,domestic,july,2024,Jul-24,Q3_2024,221
pmo argao,private port,Empties,inbound,domestic,july,2024,Jul-24,Q3_2024,176
pmo argao,private port,Fulls,outbound,domestic,july,2024,Jul-24,Q3_2024,250
pmo argao,private port,Empties,outbound,domestic,july,2024,Jul-24,Q3_2024,
pmo argao,private port,Fulls,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,private port,Empties,import,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,private port,Fulls,export,foreign,july,2024,Jul-24,Q3_2024,
pmo argao,private port,Empties,export,foreign,july,2024,Jul-24,Q3_2024,
pmo cip,cpa port,Fulls,inbound,domestic,august,2024,Aug-24,Q3_2024,89
pmo cip,cpa port,Empties,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo cip,cpa port,Fulls,outbound,domestic,august,2024,Aug-24,Q3_2024,4
pmo cip,cpa port,Empties,outbound,domestic,august,2024,Aug-24,Q3_2024,78
pmo cip,cpa port,Fulls,import,foreign,august,2024,Aug-24,Q3_2024,13880
pmo cip,cpa port,Empties,import,foreign,august,2024,Aug-24,Q3_2024,58
pmo cip,cpa port,Fulls,export,foreign,august,2024,Aug-24,Q3_2024,3759
pmo cip,cpa port,Empties,export,foreign,august,2024,Aug-24,Q3_2024,11828
pmo cip,private port,Fulls,inbound,domestic,august,2024,Aug-24,Q3_2024,
pmo cip,private port,Empties,inbound,domestic,august,2024,Aug-24,Q3_2024,10
pmo cip,private port,Fulls,outbound,domestic,august,2024,Aug-24,Q3_2024,20
pmo cip,private port,Empties,outbound,domestic,august,2024,Aug-24,Q3_2024,
pmo cip,private port,Fulls,import,foreign,august,2024,Aug-24,Q3_2024,
pmo cip,private port,Empties,import,foreign,august,2024,Aug-24,Q3_2024,
pmo cip,private port,Fulls,export,foreign,august,2024,Aug-24,Q3_2024,
pmo cip,private port,Empties,export,foreign,august,2024,Aug-24,Q3_2024,
pmo cip,cpa port,Fulls,inbound,domestic,september,2024,Sep-24,Q3_2024,71
pmo cip,cpa port,Empties,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo cip,cpa port,Fulls,outbound,domestic,september,2024,Sep-24,Q3_2024,1
pmo cip,cpa port,Empties,outbound,domestic,september,2024,Sep-24,Q3_2024,50
pmo cip,cpa port,Fulls,import,foreign,september,2024,Sep-24,Q3_2024,11663.5
pmo cip,cpa port,Empties,import,foreign,september,2024,Sep-24,Q3_2024,170
pmo cip,cpa port,Fulls,export,foreign,september,2024,Sep-24,Q3_2024,3162
pmo cip,cpa port,Empties,export,foreign,september,2024,Sep-24,Q3_2024,9232
pmo cip,private port,Fulls,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Empties,inbound,domestic,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Fulls,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Empties,outbound,domestic,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Fulls,import,foreign,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Empties,import,foreign,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Fulls,export,foreign,september,2024,Sep-24,Q3_2024,
pmo cip,private port,Empties,export,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Fulls,export,foreign,august,2024,Aug-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,august,2024,Aug-24,Q3_2024,10712
pmo pier 4,cpa port,Empties,inbound,domestic,august,2024,Aug-24,Q3_2024,773.5
pmo pier 4,cpa port,Fulls,outbound,domestic,august,2024,Aug-24,Q3_2024,6381.5
pmo pier 4,cpa port,Empties,outbound,domestic,august,2024,Aug-24,Q3_2024,1272.5
pmo pier 4,cpa port,Fulls,import,foreign,august,2024,Aug-24,Q3_2024,
pmo pier 4,cpa port,Empties,import,foreign,august,2024,Aug-24,Q3_2024,
pmo pier 4,cpa port,Fulls,export,foreign,august,2024,Aug-24,Q3_2024,
pmo pier 4,cpa port,Empties,export,foreign,august,2024,Aug-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,august,2024,Aug-24,Q3_2024,612
pmo pier 4,cpa port,Empties,inbound,domestic transshipment,august,2024,Aug-24,Q3_2024,612
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,august,2024,Aug-24,Q3_2024,0
pmo pier 4,cpa port,Empties,outbound,domestic transshipment,august,2024,Aug-24,Q3_2024,0
pmo pier 4,cpa port,Empties,export,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic,september,2024,Sep-24,Q3_2024,10675.5
pmo pier 4,cpa port,Empties,inbound,domestic,september,2024,Sep-24,Q3_2024,419
pmo pier 4,cpa port,Fulls,outbound,domestic,september,2024,Sep-24,Q3_2024,6530
pmo pier 4,cpa port,Empties,outbound,domestic,september,2024,Sep-24,Q3_2024,1582
pmo pier 4,cpa port,Fulls,import,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Empties,import,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Fulls,export,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Empties,export,foreign,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,september,2024,Sep-24,Q3_2024,644
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,september,2024,Sep-24,Q3_2024,644
