pmo,port_type,ship_type,movement_type,month,year,month_year,Quarter,number_passengers
pmo toledo,private port,Motor Launch,embarking,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Bay and River,embarking,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Roro,embarking,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Yacht,embarking,august,2024,Aug-24,Q3_2024,
pmo toledo,private port,Foreign Cruise,embarking,august,2024,Aug-24,Q3_2024,
pmo toledo,cpa port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,1200
pmo toledo,cpa port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Roro,disembarking,september,2024,Sep-24,Q3_2024,36460
pmo toledo,cpa port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,17
pmo toledo,cpa port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Conventional,embarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Fastcraft,embarking,september,2024,Sep-24,Q3_2024,1214
pmo toledo,cpa port,Motor Launch,embarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Bay and River,embarking,september,2024,Sep-24,Q3_2024,
pmo toledo,cpa port,Roro,embarking,september,2024,Sep-24,Q3_2024,34498
pmo toledo,cpa port,Yacht,embarking,september,2024,Sep-24,Q3_2024,10
pmo toledo,cpa port,Foreign Cruise,embarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Roro,disembarking,september,2024,Sep-24,Q3_2024,13520
pmo toledo,lgu port,Roro,embarking,september,2024,Sep-24,Q3_2024,13585
pmo toledo,lgu port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,lgu port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Roro,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,
pmo toledo,private port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Conventional,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Fastcraft,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Motor Launch,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Bay and River,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Roro,disembarking,august,2024,Aug-24,Q3_2024,6305
pmo argao,cpa port,Yacht,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Foreign Cruise,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Conventional,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Fastcraft,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Motor Launch,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Bay and River,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Roro,embarking,august,2024,Aug-24,Q3_2024,4307
pmo argao,cpa port,Yacht,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Foreign Cruise,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Conventional,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Fastcraft,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Motor Launch,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bay and River,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Roro,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Yacht,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Foreign Cruise,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Conventional,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Fastcraft,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Motor Launch,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Bay and River,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Roro,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Yacht,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,lgu port,Foreign Cruise,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Conventional,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Fastcraft,disembarking,august,2024,Aug-24,Q3_2024,18085
pmo argao,private port,Motor Launch,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Bay and River,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Roro,disembarking,august,2024,Aug-24,Q3_2024,57221
pmo argao,private port,Yacht,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Foreign Cruise,disembarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Conventional,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Fastcraft,embarking,august,2024,Aug-24,Q3_2024,14375
pmo argao,private port,Motor Launch,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Bay and River,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Roro,embarking,august,2024,Aug-24,Q3_2024,57276
pmo argao,private port,Yacht,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,private port,Foreign Cruise,embarking,august,2024,Aug-24,Q3_2024,
pmo argao,cpa port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Roro,disembarking,september,2024,Sep-24,Q3_2024,4994
pmo argao,cpa port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Conventional,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Fastcraft,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Motor Launch,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Bay and River,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Roro,embarking,september,2024,Sep-24,Q3_2024,3765
pmo argao,cpa port,Yacht,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,cpa port,Foreign Cruise,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Roro,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Conventional,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Fastcraft,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Motor Launch,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Bay and River,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Roro,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Yacht,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,lgu port,Foreign Cruise,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Conventional,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Fastcraft,disembarking,september,2024,Sep-24,Q3_2024,13586
pmo argao,private port,Motor Launch,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Bay and River,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Roro,disembarking,september,2024,Sep-24,Q3_2024,49869
pmo argao,private port,Yacht,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Foreign Cruise,disembarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Conventional,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Fastcraft,embarking,september,2024,Sep-24,Q3_2024,11338
pmo argao,private port,Motor Launch,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Bay and River,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Roro,embarking,september,2024,Sep-24,Q3_2024,48891
pmo argao,private port,Yacht,embarking,september,2024,Sep-24,Q3_2024,
pmo argao,private port,Foreign Cruise,embarking,september,2024,Sep-24,Q3_2024,
pmo pier 4,cpa port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Roro,disembarking,october,2024,Oct-24,Q4_2024,62825
pmo pier 4,cpa port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Conventional,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Roro,embarking,october,2024,Oct-24,Q4_2024,63452
pmo pier 4,cpa port,Yacht,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 4,cpa port,Conventional,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Fastcraft,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Motor Launch,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Bay and River,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Roro,disembarking,november,2024,Nov-24,Q4_2024,68210
pmo pier 4,cpa port,Yacht,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Foreign Cruise,disembarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Conventional,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Fastcraft,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Motor Launch,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Bay and River,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Roro,embarking,november,2024,Nov-24,Q4_2024,56323
pmo pier 4,cpa port,Yacht,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 4,cpa port,Foreign Cruise,embarking,november,2024,Nov-24,Q4_2024,
pmo pier 3,cpa port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,11893
pmo pier 3,cpa port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,24406
pmo pier 3,cpa port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,cpa port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,78756
pmo pier 3,cpa port,Roro,disembarking,october,2024,Oct-24,Q4_2024,38933
pmo pier 3,cpa port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,cpa port,Conventional,embarking,october,2024,Oct-24,Q4_2024,10023
pmo pier 3,cpa port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,28893
pmo pier 3,cpa port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,cpa port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,73914
pmo pier 3,cpa port,Roro,embarking,october,2024,Oct-24,Q4_2024,38080
pmo pier 3,cpa port,Yacht,embarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,cpa port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,0
pmo pier 3,lgu port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Roro,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Conventional,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Roro,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Yacht,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,lgu port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Roro,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Conventional,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Roro,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Yacht,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,private port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,
pmo pier 3,cpa port,Conventional,disembarking,november,2024,Nov-24,Q4_2024,18393
pmo pier 3,cpa port,Fastcraft,disembarking,november,2024,Nov-24,Q4_2024,26551
pmo pier 3,cpa port,Motor Launch,disembarking,november,2024,Nov-24,Q4_2024,0
pmo pier 3,cpa port,Bay and River,disembarking,november,2024,Nov-24,Q4_2024,95930
pmo pier 3,cpa port,Roro,disembarking,november,2024,Nov-24,Q4_2024,49390
pmo pier 3,cpa port,Yacht,disembarking,november,2024,Nov-24,Q4_2024,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,november,2024,Nov-24,Q4_2024,0
pmo pier 3,cpa port,Conventional,embarking,november,2024,Nov-24,Q4_2024,15304
pmo pier 3,cpa port,Fastcraft,embarking,november,2024,Nov-24,Q4_2024,26328
pmo pier 3,cpa port,Motor Launch,embarking,november,2024,Nov-24,Q4_2024,0
pmo pier 3,cpa port,Bay and River,embarking,november,2024,Nov-24,Q4_2024,95532
pmo pier 3,cpa port,Roro,embarking,november,2024,Nov-24,Q4_2024,38837
pmo pier 3,cpa port,Yacht,embarking,november,2024,Nov-24,Q4_2024,0
pmo pier 3,cpa port,Foreign Cruise,embarking,november,2024,Nov-24,Q4_2024,0
pmo pier 1,cpa port,Conventional,Disembarking,October,2024,Oct-24,Q4_2024,2835
pmo pier 1,cpa port,Fastcraft,Disembarking,October,2024,Oct-24,Q4_2024,81323
pmo pier 1,cpa port,Roro,Disembarking,October,2024,Oct-24,Q4_2024,40018
pmo pier 1,cpa port,Conventional,Embarking,October,2024,Oct-24,Q4_2024,5993
pmo pier 1,cpa port,Fastcraft,Embarking,October,2024,Oct-24,Q4_2024,79738
pmo pier 1,cpa port,Roro,Embarking,October,2024,Oct-24,Q4_2024,38229
pmo pier 1,private port,Conventional,Disembarking,October,2024,Oct-24,Q4_2024,648
pmo pier 1,private port,Conventional,Embarking,October,2024,Oct-24,Q4_2024,494
pmo pier 1,cpa port,Conventional,Disembarking,November,2024,Nov-24,Q4_2024,8907
pmo pier 1,cpa port,Fastcraft,Disembarking,November,2024,Nov-24,Q4_2024,102729
pmo pier 1,cpa port,Roro,Disembarking,November,2024,Nov-24,Q4_2024,44822
pmo pier 1,cpa port,Conventional,Embarking,November,2024,Nov-24,Q4_2024,5634
pmo pier 1,cpa port,Fastcraft,Embarking,November,2024,Nov-24,Q4_2024,88623
pmo pier 1,cpa port,Roro,Embarking,November,2024,Nov-24,Q4_2024,43484
pmo pier 1,private port,Conventional,Disembarking,November,2024,Nov-24,Q4_2024,534
pmo pier 1,private port,Conventional,Embarking,November,2024,Nov-24,Q4_2024,430
pmo mandaue,private port,Conventional,disembarking,October,2024,Oct-24,Q4_2024,1694
pmo mandaue,private port,Fastcraft,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Motor Launch,disembarking,October,2024,Oct-24,Q4_2024,549
pmo mandaue,private port,Bay and River,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Roro,disembarking,October,2024,Oct-24,Q4_2024,814
pmo mandaue,private port,Yacht,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Foreign Cruise,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Conventional,embarking,October,2024,Oct-24,Q4_2024,1638
pmo mandaue,private port,Fastcraft,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Motor Launch,embarking,October,2024,Oct-24,Q4_2024,637
pmo mandaue,private port,Bay and River,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Roro,embarking,October,2024,Oct-24,Q4_2024,776
pmo mandaue,private port,Yacht,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Foreign Cruise,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Conventional,disembarking,October,2024,Oct-24,Q4_2024,688
pmo mandaue,cpa port,Fastcraft,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Motor Launch,disembarking,October,2024,Oct-24,Q4_2024,3505
pmo mandaue,cpa port,Bay and River,disembarking,October,2024,Oct-24,Q4_2024,40372
pmo mandaue,cpa port,Roro,disembarking,October,2024,Oct-24,Q4_2024,824
pmo mandaue,cpa port,Yacht,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Foreign Cruise,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Conventional,embarking,October,2024,Oct-24,Q4_2024,753
pmo mandaue,cpa port,Fastcraft,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Motor Launch,embarking,October,2024,Oct-24,Q4_2024,3161
pmo mandaue,cpa port,Bay and River,embarking,October,2024,Oct-24,Q4_2024,33968
pmo mandaue,cpa port,Roro,embarking,October,2024,Oct-24,Q4_2024,789
pmo mandaue,cpa port,Yacht,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,cpa port,Foreign Cruise,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Conventional,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Fastcraft,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Motor Launch,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Bay and River,disembarking,October,2024,Oct-24,Q4_2024,21613
pmo mandaue,lgu port,Roro,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Yacht,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Foreign Cruise,disembarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Conventional,embarking,October,2024,Oct-24,Q4_2024,20055
pmo mandaue,lgu port,Fastcraft,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Motor Launch,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Bay and River,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Roro,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Yacht,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,lgu port,Foreign Cruise,embarking,October,2024,Oct-24,Q4_2024,
pmo mandaue,private port,Conventional,disembarking,November,2024,Nov-24,Q4_2024,1228
pmo mandaue,private port,Fastcraft,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Motor Launch,disembarking,November,2024,Nov-24,Q4_2024,1093
pmo mandaue,private port,Bay and River,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Roro,disembarking,November,2024,Nov-24,Q4_2024,727
pmo mandaue,private port,Yacht,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Foreign Cruise,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Conventional,embarking,November,2024,Nov-24,Q4_2024,878
pmo mandaue,private port,Fastcraft,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Motor Launch,embarking,November,2024,Nov-24,Q4_2024,838
pmo mandaue,private port,Bay and River,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Roro,embarking,November,2024,Nov-24,Q4_2024,715
pmo mandaue,private port,Yacht,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,private port,Foreign Cruise,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Conventional,disembarking,November,2024,Nov-24,Q4_2024,1220
pmo mandaue,cpa port,Fastcraft,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Motor Launch,disembarking,November,2024,Nov-24,Q4_2024,5263
pmo mandaue,cpa port,Bay and River,disembarking,November,2024,Nov-24,Q4_2024,42692
pmo mandaue,cpa port,Roro,disembarking,November,2024,Nov-24,Q4_2024,1143
pmo mandaue,cpa port,Yacht,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Foreign Cruise,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Conventional,embarking,November,2024,Nov-24,Q4_2024,1232
pmo mandaue,cpa port,Fastcraft,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Motor Launch,embarking,November,2024,Nov-24,Q4_2024,5273
pmo mandaue,cpa port,Bay and River,embarking,November,2024,Nov-24,Q4_2024,41878
pmo mandaue,cpa port,Roro,embarking,November,2024,Nov-24,Q4_2024,1230
pmo mandaue,cpa port,Yacht,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,cpa port,Foreign Cruise,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Conventional,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Fastcraft,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Motor Launch,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Bay and River,disembarking,November,2024,Nov-24,Q4_2024,29914
pmo mandaue,lgu port,Roro,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Yacht,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Foreign Cruise,disembarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Conventional,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Fastcraft,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Motor Launch,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Bay and River,embarking,November,2024,Nov-24,Q4_2024,28079
pmo mandaue,lgu port,Roro,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Yacht,embarking,November,2024,Nov-24,Q4_2024,
pmo mandaue,lgu port,Foreign Cruise,embarking,November,2024,Nov-24,Q4_2024,
pmo danao,cpa port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,2693
pmo danao,cpa port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Roro,disembarking,october,2024,Oct-24,Q4_2024,29436
pmo danao,cpa port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Conventional,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,2561
pmo danao,cpa port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Roro,embarking,october,2024,Oct-24,Q4_2024,30932
pmo danao,cpa port,Yacht,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,cpa port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Bay and River,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Roro,disembarking,october,2024,Oct-24,Q4_2024,800
pmo danao,lgu port,Yacht,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Foreign Cruise,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Conventional,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Fastcraft,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Motor Launch,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Bay and River,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Roro,embarking,october,2024,Oct-24,Q4_2024,810
pmo danao,lgu port,Yacht,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,lgu port,Foreign Cruise,embarking,october,2024,Oct-24,Q4_2024,
pmo danao,private port,Conventional,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,private port,Fastcraft,disembarking,october,2024,Oct-24,Q4_2024,
pmo danao,private port,Motor Launch,disembarking,october,2024,Oct-24,Q4_2024,
