pmo,port_type,ship_type,movement_type,month,year,month_year,Quarter,number_passengers
pmo pier 4,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,21
pmo pier 4,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 4,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 4,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 4,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,65152
pmo pier 4,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,15
pmo pier 4,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,43659
pmo pier 4,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 3,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,1697
pmo pier 3,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,24477
pmo pier 3,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,16125
pmo pier 3,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,1470
pmo pier 3,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,23797
pmo pier 3,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,13016
pmo pier 3,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,0
pmo pier 1,cpa port,Fastcraft,disembarking,January,2022,Jan-22,Q1_2022,33072
pmo pier 1,cpa port,Roro,disembarking,January,2022,Jan-22,Q1_2022,36040
pmo pier 1,cpa port,Fastcraft,embarking,January,2022,Jan-22,Q1_2022,18033
pmo pier 1,cpa port,Roro,embarking,January,2022,Jan-22,Q1_2022,29035
pmo mandaue,private port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,26
pmo mandaue,private port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Roro,disembarking,january,2022,Jan-22,Q1_2022,305
pmo mandaue,private port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Conventional,embarking,january,2022,Jan-22,Q1_2022,20
pmo mandaue,private port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Roro,embarking,january,2022,Jan-22,Q1_2022,271
pmo mandaue,private port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,25080
pmo mandaue,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,242
pmo mandaue,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,24470
pmo mandaue,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,30070
pmo mandaue,lgu port,Roro,disembarking,january,2022,Jan-22,Q1_2022,256
pmo mandaue,lgu port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,26414
pmo mandaue,lgu port,Roro,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,2925
pmo danao,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,24504
pmo danao,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,2197
pmo danao,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,20455
pmo danao,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Roro,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Roro,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Roro,disembarking,january,2022,Jan-22,Q1_2022,20369
pmo danao,private port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Roro,embarking,january,2022,Jan-22,Q1_2022,23155
pmo danao,private port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,283
pmo sta fe,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,1801
pmo sta fe,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,59781
pmo sta fe,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,326
pmo sta fe,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,2991
pmo sta fe,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,59694
pmo sta fe,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,1415
pmo sta fe,lgu port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Roro,disembarking,january,2022,Jan-22,Q1_2022,6438
pmo sta fe,lgu port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,1001
pmo sta fe,lgu port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Roro,embarking,january,2022,Jan-22,Q1_2022,6131
pmo sta fe,lgu port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Roro,disembarking,january,2022,Jan-22,Q1_2022,21518
pmo toledo,cpa port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Roro,embarking,january,2022,Jan-22,Q1_2022,12686
pmo toledo,cpa port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Roro,disembarking,january,2022,Jan-22,Q1_2022,15927
pmo toledo,lgu port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Roro,embarking,january,2022,Jan-22,Q1_2022,10962
pmo toledo,lgu port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Conventional,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Fastcraft,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Motor Launch,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Bay and River,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Roro,disembarking,january,2022,Jan-22,Q1_2022,52087
pmo argao,private port,Yacht,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Foreign Cruise,disembarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Conventional,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Fastcraft,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Motor Launch,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Bay and River,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Roro,embarking,january,2022,Jan-22,Q1_2022,47387
pmo argao,private port,Yacht,embarking,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Foreign Cruise,embarking,january,2022,Jan-22,Q1_2022,
pmo pier 4,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,53561
pmo pier 4,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,48922
pmo pier 4,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,3913
pmo pier 3,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,40241
pmo pier 3,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,11447
pmo pier 3,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,3252
pmo pier 3,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,38596
pmo pier 3,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,9866
pmo pier 3,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,0
pmo pier 1,cpa port,Conventional,Disembarking,February,2022,Feb-22,Q1_2022,50
pmo pier 1,cpa port,Fastcraft,Disembarking,February,2022,Feb-22,Q1_2022,37680
pmo pier 1,cpa port,Roro,Disembarking,February,2022,Feb-22,Q1_2022,28396
pmo pier 1,cpa port,Conventional,Embarking,February,2022,Feb-22,Q1_2022,170
pmo pier 1,cpa port,Fastcraft,Embarking,February,2022,Feb-22,Q1_2022,24324
pmo pier 1,cpa port,Roro,Embarking,February,2022,Feb-22,Q1_2022,26226
pmo mandaue,private port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,20
pmo mandaue,private port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Roro,disembarking,february,2022,Feb-22,Q1_2022,491
pmo mandaue,private port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Conventional,embarking,february,2022,Feb-22,Q1_2022,69
pmo mandaue,private port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Roro,embarking,february,2022,Feb-22,Q1_2022,565
pmo mandaue,private port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,27153
pmo mandaue,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,722
pmo mandaue,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,25669
pmo mandaue,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,599
pmo mandaue,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,35157
pmo mandaue,lgu port,Roro,disembarking,february,2022,Feb-22,Q1_2022,812
pmo mandaue,lgu port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,27915
pmo mandaue,lgu port,Roro,embarking,february,2022,Feb-22,Q1_2022,752
pmo mandaue,lgu port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,449
pmo sta fe,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,2323
pmo sta fe,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,62954
pmo sta fe,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,609
pmo sta fe,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,4806
pmo sta fe,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,62725
pmo sta fe,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,1195
pmo sta fe,lgu port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Roro,disembarking,february,2022,Feb-22,Q1_2022,5600
pmo sta fe,lgu port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,901
pmo sta fe,lgu port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Roro,embarking,february,2022,Feb-22,Q1_2022,5669
pmo sta fe,lgu port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,18824
pmo toledo,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,15824
pmo toledo,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Roro,disembarking,february,2022,Feb-22,Q1_2022,11656
pmo toledo,lgu port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Roro,embarking,february,2022,Feb-22,Q1_2022,11999
pmo toledo,lgu port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,492
pmo argao,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,615
pmo argao,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,521
pmo argao,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,630
