year,ticker,prev_close,close,return_pct,source
2019,MBT,80.9500,66.3000,-18.10,PSE Edge
2020,MBT,66.3000,49.0500,-26.02,PSE Edge
2021,MBT,49.0500,55.7000,13.56,PSE Edge
2022,MBT,55.7000,54.0000,-3.05,PSE Edge
2023,MBT,54.0000,51.3000,-5.00,PSE Edge
2024,MBT,51.3000,72.0000,40.35,PSE Edge
2025,MBT,72.0000,68.5000,-4.86,PSE Edge
2026,MBT,68.5000,65.8500,-3.87,PSE Edge
2015,MEG,4.6800,4.2500,-9.19,PSE Edge
2016,MEG,4.2500,3.5700,-16.00,PSE Edge
2017,MEG,3.5700,5.1600,44.54,PSE Edge
2018,MEG,5.1600,4.7500,-7.95,PSE Edge
2019,MEG,4.7500,4.0100,-15.58,PSE Edge
2020,MEG,4.0100,4.0800,1.75,PSE Edge
2021,MEG,4.0800,3.1500,-22.79,PSE Edge
2022,MEG,3.1500,2.0000,-36.51,PSE Edge
2023,MEG,2.0000,1.9700,-1.50,PSE Edge
2024,MEG,1.9700,2.0500,4.06,PSE Edge
2025,MEG,2.0500,2.0800,1.46,PSE Edge
2026,MEG,2.0800,2.2300,7.21,PSE Edge
2015,MER,256.0000,320.0000,25.00,PSE Edge
2016,MER,320.0000,265.0000,-17.19,PSE Edge
2017,MER,265.0000,328.6000,24.00,PSE Edge
2018,MER,328.6000,380.0000,15.64,PSE Edge
2019,MER,380.0000,317.0000,-16.58,PSE Edge
2020,MER,317.0000,292.0000,-7.89,PSE Edge
2021,MER,292.0000,295.2000,1.10,PSE Edge
2022,MER,295.2000,298.8000,1.22,PSE Edge
2023,MER,298.8000,399.0000,33.53,PSE Edge
2024,MER,399.0000,488.0000,22.31,PSE Edge
2025,MER,488.0000,574.0000,17.62,PSE Edge
2026,MER,574.0000,460.4000,-19.79,PSE Edge
2022,MONDE,16.2000,11.0800,-31.60,PSE Edge
2023,MONDE,11.0800,8.3800,-24.37,PSE Edge
2024,MONDE,8.3800,8.6000,2.63,PSE Edge
2025,MONDE,8.6000,5.8000,-32.56,PSE Edge
2026,MONDE,5.8000,6.8200,17.59,PSE Edge
2022,MREIT,19.7000,14.4800,-26.50,PSE Edge
2023,MREIT,14.4800,12.3000,-15.06,PSE Edge
2024,MREIT,12.3000,13.3400,8.46,PSE Edge
2025,MREIT,13.3400,14.0000,4.95,PSE Edge
2026,MREIT,14.0000,13.8000,-1.43,PSE Edge
2015,MWC,29.0000,24.8000,-14.48,PSE Edge
2016,MWC,24.8000,29.0000,16.94,PSE Edge
2017,MWC,29.0000,28.0500,-3.28,PSE Edge
2018,MWC,28.0500,28.2500,0.71,PSE Edge
2019,MWC,28.2500,10.3600,-63.33,PSE Edge
2020,MWC,10.3600,15.9800,54.25,PSE Edge
2021,MWC,15.9800,24.7500,54.88,PSE Edge
2022,MWC,24.7500,19.1000,-22.83,PSE Edge
2023,MWC,19.1000,18.6000,-2.62,PSE Edge
2024,MWC,18.6000,27.0000,45.16,PSE Edge
2025,MWC,27.0000,40.3000,49.26,PSE Edge
2026,MWC,40.3000,34.9000,-13.40,PSE Edge
2026,MYNLD,16.9000,18.6000,10.06,PSE Edge
2015,NIKL,47.6000,6.2500,-86.87,PSE Edge
2016,NIKL,6.2500,7.9800,27.68,PSE Edge
2017,NIKL,7.9800,6.3300,-20.68,PSE Edge
2018,NIKL,6.3300,2.2000,-65.24,PSE Edge
2019,NIKL,2.2000,3.3900,54.09,PSE Edge
2020,NIKL,3.3900,5.6000,65.19,PSE Edge
2021,NIKL,5.6000,5.3500,-4.46,PSE Edge
2022,NIKL,5.3500,5.8400,9.16,PSE Edge
2023,NIKL,5.8400,5.4800,-6.16,PSE Edge
2024,NIKL,5.4800,3.4900,-36.31,PSE Edge
2025,NIKL,3.4900,3.8900,11.46,PSE Edge
2026,NIKL,3.8900,4.5500,16.97,PSE Edge
2025,OGP,14.0200,32.2000,129.67,PSE Edge
2026,OGP,32.2000,37.0000,14.91,PSE Edge
2015,PAL,4.7600,4.5900,-3.57,PSE Edge
2016,PAL,4.5900,5.1600,12.42,PSE Edge
2017,PAL,5.1600,5.1500,-0.19,PSE Edge
2018,PAL,5.1500,8.3300,61.75,PSE Edge
2019,PAL,8.3300,7.8500,-5.76,PSE Edge
2020,PAL,7.8500,6.5500,-16.56,PSE Edge
2021,PAL,6.5500,6.0500,-7.63,PSE Edge
2022,PAL,6.0500,5.9000,-2.48,PSE Edge
2023,PAL,5.9000,5.0700,-14.07,PSE Edge
2024,PAL,5.0700,4.9500,-2.37,PSE Edge
2025,PAL,4.9500,3.8000,-23.23,PSE Edge
2026,PAL,3.8000,2.6500,-30.26,PSE Edge
2015,PCOR,10.6000,6.9900,-34.06,PSE Edge
2016,PCOR,6.9900,9.9500,42.35,PSE Edge
2017,PCOR,9.9500,9.1700,-7.84,PSE Edge
2018,PCOR,9.1700,7.7100,-15.92,PSE Edge
2019,PCOR,7.7100,3.8600,-49.94,PSE Edge
2020,PCOR,3.8600,3.9900,3.37,PSE Edge
2021,PCOR,3.9900,3.1700,-20.55,PSE Edge
2022,PCOR,3.1700,2.4000,-24.29,PSE Edge
2023,PCOR,2.4000,3.5500,47.92,PSE Edge
2024,PCOR,3.5500,2.4300,-31.55,PSE Edge
2025,PCOR,2.4300,2.4800,2.06,PSE Edge
2026,PCOR,2.4800,2.3200,-6.45,PSE Edge
2015,PGOLD,38.5500,34.7000,-9.99,PSE Edge
2016,PGOLD,34.7000,39.0000,12.39,PSE Edge
2017,PGOLD,39.0000,50.0000,28.21,PSE Edge
2018,PGOLD,50.0000,43.0000,-14.00,PSE Edge
2019,PGOLD,43.0000,39.7500,-7.56,PSE Edge
2020,PGOLD,39.7500,41.0000,3.14,PSE Edge
2021,PGOLD,41.0000,39.3000,-4.15,PSE Edge
2022,PGOLD,39.3000,34.9000,-11.20,PSE Edge
2023,PGOLD,34.9000,26.9000,-22.92,PSE Edge
2024,PGOLD,26.9000,30.8500,14.68,PSE Edge
2025,PGOLD,30.8500,38.0000,23.18,PSE Edge
2026,PGOLD,38.0000,40.5000,6.58,PSE Edge
2015,PLUS,11.8000,7.6300,-35.34,PSE Edge
2016,PLUS,7.6300,3.9600,-48.10,PSE Edge
2017,PLUS,3.9600,3.9800,0.51,PSE Edge
2018,PLUS,3.9800,3.2600,-18.09,PSE Edge
2019,PLUS,3.2600,2.4000,-26.38,PSE Edge
2020,PLUS,2.4000,1.9200,-20.00,PSE Edge
2021,PLUS,1.9200,1.4900,-22.40,PSE Edge
2022,PLUS,1.4900,2.4100,61.74,PSE Edge
2023,PLUS,2.4100,8.0000,231.95,PSE Edge
2024,PLUS,8.0000,27.1500,239.37,PSE Edge
2025,PLUS,27.1500,16.2000,-40.33,PSE Edge
2026,PLUS,16.2000,9.8600,-39.14,PSE Edge
2015,PNB,80.0000,52.0000,-35.00,PSE Edge
2016,PNB,52.0000,54.6000,5.00,PSE Edge
2017,PNB,54.6000,56.7000,3.85,PSE Edge
2018,PNB,56.7000,42.7500,-24.60,PSE Edge
2019,PNB,42.7500,34.5000,-19.30,PSE Edge
2020,PNB,34.5000,29.3500,-14.93,PSE Edge
2021,PNB,29.3500,20.1000,-31.52,PSE Edge
2022,PNB,20.1000,19.0000,-5.47,PSE Edge
2023,PNB,19.0000,18.5000,-2.63,PSE Edge
2024,PNB,18.5000,27.7000,49.73,PSE Edge
2025,PNB,27.7000,54.4000,96.39,PSE Edge
2026,PNB,54.4000,78.0000,43.38,PSE Edge
2016,PPC,2.3800,5.0000,110.08,PSE Edge
2017,PPC,5.0000,6.8000,36.00,PSE Edge
2018,PPC,6.8000,5.8000,-14.71,PSE Edge
2019,PPC,5.8000,5.0600,-12.76,PSE Edge
2020,PPC,5.0600,5.0100,-0.99,PSE Edge
2021,PPC,5.0100,5.7900,15.57,PSE Edge
2022,PPC,5.7900,5.0500,-12.78,PSE Edge
2023,PPC,5.0500,5.3100,5.15,PSE Edge
2024,PPC,5.3100,10.6800,101.13,PSE Edge
2025,PPC,10.6800,13.2000,23.60,PSE Edge
2026,PPC,13.2000,15.2400,15.45,PSE Edge
2015,PSB,106.0000,102.9000,-2.92,PSE Edge
2016,PSB,102.9000,90.0000,-12.54,PSE Edge
2017,PSB,90.0000,87.1500,-3.17,PSE Edge
2018,PSB,87.1500,62.3000,-28.51,PSE Edge
2019,PSB,62.3000,57.5000,-7.70,PSE Edge
2020,PSB,57.5000,54.6000,-5.04,PSE Edge
2021,PSB,54.6000,57.5000,5.31,PSE Edge
2022,PSB,57.5000,56.5000,-1.74,PSE Edge
2023,PSB,56.5000,53.0000,-6.19,PSE Edge
2024,PSB,53.0000,58.2000,9.81,PSE Edge
2025,PSB,58.2000,54.0000,-7.22,PSE Edge
2026,PSB,54.0000,52.3000,-3.15,PSE Edge
2015,PTC,95.0000,122.0000,28.42,PSE Edge
2016,PTC,122.0000,145.0000,18.85,PSE Edge
2017,PTC,145.0000,145.0000,0.00,PSE Edge
2018,PTC,145.0000,145.2000,0.14,PSE Edge
2019,PTC,145.2000,130.0000,-10.47,PSE Edge
2020,PTC,130.0000,120.0000,-7.69,PSE Edge
2021,PTC,120.0000,118.0000,-1.67,PSE Edge
2022,PTC,118.0000,119.0000,0.85,PSE Edge
2023,PTC,119.0000,120.0000,0.84,PSE Edge
2024,PTC,120.0000,119.0000,-0.83,PSE Edge
2025,PTC,119.0000,120.0000,0.84,PSE Edge
2026,PTC,120.0000,90.0000,-25.00,PSE Edge
2015,PX,7.6500,4.4000,-42.48,PSE Edge
2016,PX,4.4000,8.6000,95.45,PSE Edge
2017,PX,8.6000,6.0600,-29.53,PSE Edge
2018,PX,6.0600,3.0900,-49.01,PSE Edge
2019,PX,3.0900,2.8300,-8.41,PSE Edge
2020,PX,2.8300,4.9500,74.91,PSE Edge
2021,PX,4.9500,5.4500,10.10,PSE Edge
2022,PX,5.4500,3.0400,-44.22,PSE Edge
2023,PX,3.0400,3.2100,5.59,PSE Edge
2024,PX,3.2100,2.7900,-13.08,PSE Edge
2025,PX,2.7900,9.9000,254.84,PSE Edge
2026,PX,9.9000,11.5000,16.16,PSE Edge
2015,RCB,48.0000,33.0000,-31.25,PSE Edge
2016,RCB,33.0000,33.5500,1.67,PSE Edge
2017,RCB,33.5500,55.3500,64.98,PSE Edge
2018,RCB,55.3500,28.5000,-48.51,PSE Edge
2019,RCB,28.5000,23.0000,-19.30,PSE Edge
2020,RCB,23.0000,18.8800,-17.91,PSE Edge
2021,RCB,18.8800,20.0000,5.93,PSE Edge
2022,RCB,20.0000,23.7000,18.50,PSE Edge
2023,RCB,23.7000,23.0000,-2.95,PSE Edge
2024,RCB,23.0000,24.8500,8.04,PSE Edge
2025,RCB,24.8500,25.9500,4.43,PSE Edge
2026,RCB,25.9500,22.8000,-12.14,PSE Edge
2022,RCR,7.6100,5.8500,-23.13,PSE Edge
2023,RCR,5.8500,4.8900,-16.41,PSE Edge
2024,RCR,4.8900,5.8500,19.63,PSE Edge
2025,RCR,5.8500,8.0200,37.09,PSE Edge
2026,RCR,8.0200,7.0000,-12.72,PSE Edge
2015,RLC,26.5000,27.5000,3.77,PSE Edge
2016,RLC,27.5000,26.0000,-5.45,PSE Edge
2017,RLC,26.0000,21.3000,-18.08,PSE Edge
2018,RLC,21.3000,20.1500,-5.40,PSE Edge
2019,RLC,20.1500,27.5500,36.72,PSE Edge
2020,RLC,27.5500,21.2000,-23.05,PSE Edge
2021,RLC,21.2000,19.2000,-9.43,PSE Edge
2022,RLC,19.2000,14.9600,-22.08,PSE Edge
2023,RLC,14.9600,15.9400,6.55,PSE Edge
2024,RLC,15.9400,13.3000,-16.56,PSE Edge
2025,RLC,13.3000,16.1600,21.50,PSE Edge
2026,RLC,16.1600,17.4600,8.04,PSE Edge
2015,SCC,142.0000,136.5000,-3.87,PSE Edge
2016,SCC,136.5000,130.0000,-4.76,PSE Edge
2017,SCC,130.0000,36.8000,-71.69,PSE Edge
2018,SCC,36.8000,23.0500,-37.36,PSE Edge
2019,SCC,23.0500,22.0000,-4.56,PSE Edge
2020,SCC,22.0000,13.7800,-37.36,PSE Edge
2021,SCC,13.7800,21.3500,54.93,PSE Edge
2022,SCC,21.3500,34.5000,61.59,PSE Edge
2023,SCC,34.5000,30.2500,-12.32,PSE Edge
2024,SCC,30.2500,34.9000,15.37,PSE Edge
2025,SCC,34.9000,28.2500,-19.05,PSE Edge
2026,SCC,28.2500,17.1000,-39.47,PSE Edge
2015,SECB,152.0000,142.0000,-6.58,PSE Edge
2016,SECB,142.0000,190.0000,33.80,PSE Edge
2017,SECB,190.0000,251.4000,32.32,PSE Edge
2018,SECB,251.4000,155.0000,-38.35,PSE Edge
2019,SECB,155.0000,195.0000,25.81,PSE Edge
2020,SECB,195.0000,134.0000,-31.28,PSE Edge
2021,SECB,134.0000,119.0000,-11.19,PSE Edge
2022,SECB,119.0000,87.0000,-26.89,PSE Edge
2023,SECB,87.0000,71.5000,-17.82,PSE Edge
2024,SECB,71.5000,87.0000,21.68,PSE Edge
2025,SECB,87.0000,65.6500,-24.54,PSE Edge
2026,SECB,65.6500,64.1000,-2.36,PSE Edge
2015,SEVN,84.5000,100.0000,18.34,PSE Edge
2016,SEVN,100.0000,135.0000,35.00,PSE Edge
2017,SEVN,135.0000,114.4000,-15.26,PSE Edge
2018,SEVN,114.4000,124.0000,8.39,PSE Edge
2019,SEVN,124.0000,142.0000,14.52,PSE Edge
2020,SEVN,142.0000,119.8000,-15.63,PSE Edge
2021,SEVN,119.8000,88.0000,-26.54,PSE Edge
2022,SEVN,88.0000,72.5000,-17.61,PSE Edge
2023,SEVN,72.5000,76.2000,5.10,PSE Edge
2024,SEVN,76.2000,67.8000,-11.02,PSE Edge
2025,SEVN,67.8000,37.0000,-45.43,PSE Edge
2026,SEVN,37.0000,32.7000,-11.62,PSE Edge
2015,SGP,310.0000,150.0000,-51.61,PSE Edge
2016,SGP,150.0000,187.1000,24.73,PSE Edge
2017,SGP,187.1000,180.0000,-3.79,PSE Edge
2018,SGP,180.0000,536.0000,197.78,PSE Edge
2019,SGP,536.0000,195.0000,-63.62,PSE Edge
2020,SGP,195.0000,242.0000,24.10,PSE Edge
2021,SGP,242.0000,13.1200,-94.58,PSE Edge
2022,SGP,13.1200,11.1000,-15.40,PSE Edge
2023,SGP,11.1000,6.5500,-40.99,PSE Edge
2024,SGP,6.5500,9.8000,49.62,PSE Edge
2025,SGP,9.8000,16.5600,68.98,PSE Edge
2026,SGP,16.5600,26.1000,57.61,PSE Edge
2015,SM,815.0000,864.0000,6.01,PSE Edge
2016,SM,864.0000,655.0000,-24.19,PSE Edge
2017,SM,655.0000,990.0000,51.15,PSE Edge
2018,SM,990.0000,917.5000,-7.32,PSE Edge
2019,SM,917.5000,1043.0000,13.68,PSE Edge
2020,SM,1043.0000,1049.0000,0.58,PSE Edge
2021,SM,1049.0000,943.0000,-10.10,PSE Edge
2022,SM,943.0000,900.0000,-4.56,PSE Edge
2023,SM,900.0000,872.0000,-3.11,PSE Edge
2024,SM,872.0000,899.0000,3.10,PSE Edge
2025,SM,899.0000,699.5000,-22.19,PSE Edge
2026,SM,699.5000,555.0000,-20.66,PSE Edge
2015,SMC,73.8000,49.9000,-32.38,PSE Edge
2016,SMC,49.9000,92.3000,84.97,PSE Edge
2017,SMC,92.3000,111.6000,20.91,PSE Edge
2018,SMC,111.6000,147.0000,31.72,PSE Edge
2019,SMC,147.0000,164.0000,11.56,PSE Edge
2020,SMC,164.0000,128.1000,-21.89,PSE Edge
2021,SMC,128.1000,114.9000,-10.30,PSE Edge
2022,SMC,114.9000,92.9500,-19.10,PSE Edge
2023,SMC,92.9500,102.1000,9.84,PSE Edge
2024,SMC,102.1000,86.0000,-15.77,PSE Edge
2025,SMC,86.0000,82.0000,-4.65,PSE Edge
2026,SMC,82.0000,63.5000,-22.56,PSE Edge
2015,SMPH,17.0400,21.7000,27.35,PSE Edge
2016,SMPH,21.7000,28.3500,30.65,PSE Edge
2017,SMPH,28.3500,37.5000,32.28,PSE Edge
2018,SMPH,37.5000,35.8000,-4.53,PSE Edge
2019,SMPH,35.8000,42.1000,17.60,PSE Edge
2020,SMPH,42.1000,38.5000,-8.55,PSE Edge
2021,SMPH,38.5000,33.9000,-11.95,PSE Edge
2022,SMPH,33.9000,35.5000,4.72,PSE Edge
2023,SMPH,35.5000,32.9000,-7.32,PSE Edge
2024,SMPH,32.9000,25.1500,-23.56,PSE Edge
2025,SMPH,25.1500,22.7500,-9.54,PSE Edge
2026,SMPH,22.7500,18.3000,-19.56,PSE Edge
2022,SPNEC,1.2800,1.2000,-6.25,PSE Edge
2023,SPNEC,1.2000,1.3200,10.00,PSE Edge
2024,SPNEC,1.3200,1.0200,-22.73,PSE Edge
2025,SPNEC,1.0200,1.1700,14.71,PSE Edge
2026,SPNEC,1.1700,1.2300,5.13,PSE Edge
2015,TEL,2906.0000,2060.0000,-29.11,PSE Edge
2016,TEL,2060.0000,1365.0000,-33.74,PSE Edge
2017,TEL,1365.0000,1480.0000,8.42,PSE Edge
2018,TEL,1480.0000,1125.0000,-23.99,PSE Edge
2019,TEL,1125.0000,988.0000,-12.18,PSE Edge
2020,TEL,988.0000,1340.0000,35.63,PSE Edge
2021,TEL,1340.0000,1812.0000,35.22,PSE Edge
2022,TEL,1812.0000,1317.0000,-27.32,PSE Edge
2023,TEL,1317.0000,1279.0000,-2.89,PSE Edge
2024,TEL,1279.0000,1295.0000,1.25,PSE Edge
2025,TEL,1295.0000,1260.0000,-2.70,PSE Edge
2026,TEL,1260.0000,1149.0000,-8.81,PSE Edge
2015,TFHI,124.0000,67.6000,-45.48,PSE Edge
2016,TFHI,67.6000,262.0000,287.57,PSE Edge
2017,TFHI,262.0000,286.0000,9.16,PSE Edge
2018,TFHI,286.0000,249.8000,-12.66,PSE Edge
2019,TFHI,249.8000,214.0000,-14.33,PSE Edge
2020,TFHI,214.0000,140.0000,-34.58,PSE Edge
2021,TFHI,140.0000,127.7000,-8.79,PSE Edge
2022,TFHI,127.7000,95.0000,-25.61,PSE Edge
2023,TFHI,95.0000,101.9000,7.26,PSE Edge
2024,TFHI,101.9000,63.1000,-38.08,PSE Edge
2025,TFHI,63.1000,61.0000,-3.33,PSE Edge
2026,TFHI,61.0000,54.5000,-10.66,PSE Edge
2026,TOP,1.6000,1.7400,8.75,PSE Edge
2015,UBP,66.6500,57.0500,-14.40,PSE Edge
2016,UBP,57.0500,74.6000,30.76,PSE Edge
2017,UBP,74.6000,86.6500,16.15,PSE Edge
2018,UBP,86.6500,63.9500,-26.20,PSE Edge
2019,UBP,63.9500,57.7000,-9.77,PSE Edge
2020,UBP,57.7000,71.9000,24.61,PSE Edge
2021,UBP,71.9000,99.5000,38.39,PSE Edge
2022,UBP,99.5000,86.1000,-13.47,PSE Edge
2023,UBP,86.1000,50.3500,-41.52,PSE Edge
2024,UBP,50.3500,36.0000,-28.50,PSE Edge
2025,UBP,36.0000,26.6000,-26.11,PSE Edge
2026,UBP,26.6000,23.0000,-13.53,PSE Edge
2015,URC,196.0000,186.0000,-5.10,PSE Edge
2016,URC,186.0000,163.5000,-12.10,PSE Edge
2017,URC,163.5000,151.0000,-7.65,PSE Edge
2018,URC,151.0000,127.0000,-15.89,PSE Edge
2019,URC,127.0000,145.0000,14.17,PSE Edge
2020,URC,145.0000,152.5000,5.17,PSE Edge
2021,URC,152.5000,128.0000,-16.07,PSE Edge
2022,URC,128.0000,136.0000,6.25,PSE Edge
2023,URC,136.0000,118.2000,-13.09,PSE Edge
2024,URC,118.2000,79.0000,-33.16,PSE Edge
2025,URC,79.0000,67.3000,-14.81,PSE Edge
2026,URC,67.3000,59.0000,-12.33,PSE Edge
2017,VLC,17.0000,22.0000,29.41,PSE Edge
2018,VLC,22.0000,325.0000,1377.27,PSE Edge
2019,VLC,325.0000,436.0000,34.15,PSE Edge
2020,VLC,436.0000,441.0000,1.15,PSE Edge
2021,VLC,441.0000,540.0000,22.45,PSE Edge
2022,VLC,540.0000,650.0000,20.37,PSE Edge
2023,VLC,650.0000,844.5000,29.92,PSE Edge
2024,VLC,844.5000,2250.0000,166.43,PSE Edge
2025,VLC,2250.0000,1000.0000,-55.56,PSE Edge
2026,VLC,1000.0000,448.0000,-55.20,PSE Edge
2015,VVT,20.0000,22.5000,12.50,PSE Edge
2016,VVT,22.5000,31.5000,40.00,PSE Edge
2017,VVT,31.5000,24.9000,-20.95,PSE Edge
2018,VVT,24.9000,16.8800,-32.21,PSE Edge
2019,VVT,16.8800,15.1200,-10.43,PSE Edge
2020,VVT,15.1200,14.1200,-6.61,PSE Edge
2021,VVT,14.1200,14.5000,2.69,PSE Edge
2022,VVT,14.5000,15.9000,9.66,PSE Edge
2023,VVT,15.9000,14.2200,-10.57,PSE Edge
2024,VVT,14.2200,18.0200,26.72,PSE Edge
2025,VVT,18.0200,19.4400,7.88,PSE Edge
2026,VVT,19.4400,19.9800,2.78,PSE Edge
2018,WLCON,8.2800,12.6000,52.17,PSE Edge
2019,WLCON,12.6000,18.0000,42.86,PSE Edge
2020,WLCON,18.0000,16.9000,-6.11,PSE Edge
2021,WLCON,16.9000,30.5000,80.47,PSE Edge
2022,WLCON,30.5000,29.5000,-3.28,PSE Edge
2023,WLCON,29.5000,20.9000,-29.15,PSE Edge
2024,WLCON,20.9000,14.3000,-31.58,PSE Edge
2025,WLCON,14.3000,6.9600,-51.33,PSE Edge
2026,WLCON,6.9600,5.6300,-19.11,PSE Edge
