iso3,country,year,residence,indicator,pct,source
AFG,Afghanistan,2009,total,water_safely_managed,18.3898,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2009,urban,handwashing_basic,66.1101,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2009,urban,sanitation_basic,44.6916,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2009,urban,sanitation_safely_managed,15.2715,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2009,urban,water_basic,71.6391,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2009,urban,water_safely_managed,27.3644,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,rural,handwashing_basic,27.8115,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,rural,sanitation_basic,31.5126,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,rural,sanitation_safely_managed,16.5894,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,rural,water_basic,41.5446,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,rural,water_safely_managed,16.478,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,total,handwashing_basic,36.8077,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,total,open_defecation,18.7852,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,total,sanitation_basic,35.0617,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,total,sanitation_safely_managed,16.4205,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AFG,Afghanistan,2010,total,water_basic,49.1338,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
