scope,year,residence,indicator,pct,source
AMR,2002,total,water_safely_managed,78.0742,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2002,urban,open_defecation,1.78,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2002,urban,sanitation_basic,89.857,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2002,urban,sanitation_safely_managed,55.7306,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2002,urban,water_basic,98.1997,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2002,urban,water_safely_managed,87.3912,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,rural,open_defecation,16.7395,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,rural,sanitation_basic,68.2781,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,rural,water_basic,82.4103,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,rural,water_safely_managed,46.3683,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,total,open_defecation,5.2696,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,total,sanitation_basic,85.6636,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,total,sanitation_safely_managed,54.7025,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,total,water_basic,94.8745,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,total,water_safely_managed,78.2419,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,urban,open_defecation,1.7053,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,urban,sanitation_basic,90.098,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,urban,sanitation_safely_managed,56.0601,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,urban,water_basic,98.26,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2003,urban,water_safely_managed,87.4034,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,rural,open_defecation,16.0194,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,rural,sanitation_basic,69.028,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,rural,water_basic,83.0095,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,rural,water_safely_managed,46.5936,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,total,open_defecation,4.9984,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,total,sanitation_basic,86.0789,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,total,sanitation_safely_managed,55.1116,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,total,water_basic,95.0836,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,total,water_safely_managed,78.4093,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,urban,open_defecation,1.6255,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,urban,sanitation_basic,90.35,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,urban,sanitation_safely_managed,56.4419,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,urban,water_basic,98.322,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2004,urban,water_safely_managed,87.4221,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,rural,open_defecation,15.2243,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,rural,sanitation_basic,69.9428,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,rural,water_basic,82.8403,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,rural,water_safely_managed,46.8049,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,total,open_defecation,4.7168,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,total,sanitation_basic,86.5411,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,total,sanitation_safely_managed,55.5308,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,total,water_basic,95.0755,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,total,water_safely_managed,78.7078,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,urban,open_defecation,1.5407,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,urban,sanitation_basic,90.6428,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,urban,sanitation_safely_managed,56.832,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,urban,water_basic,98.3856,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2005,urban,water_safely_managed,87.6156,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,rural,open_defecation,14.1389,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,rural,sanitation_basic,70.7063,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,rural,water_basic,83.4113,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,rural,water_safely_managed,47.0446,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,total,open_defecation,4.2317,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,total,sanitation_basic,86.9657,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,total,sanitation_safely_managed,55.9686,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,total,water_basic,95.2718,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,total,water_safely_managed,78.8748,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,urban,open_defecation,1.4592,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,urban,sanitation_basic,90.9128,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,urban,sanitation_safely_managed,57.2392,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,urban,water_basic,98.4441,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2006,urban,water_safely_managed,87.634,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,rural,open_defecation,13.4505,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,rural,sanitation_basic,71.4732,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,rural,water_basic,83.9804,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,rural,water_safely_managed,47.2829,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,total,open_defecation,3.9866,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,total,sanitation_basic,87.3926,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,total,sanitation_safely_managed,56.5626,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,total,water_basic,95.4526,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,total,water_safely_managed,79.0443,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,urban,open_defecation,1.3771,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,urban,sanitation_basic,91.1884,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,urban,sanitation_safely_managed,57.8319,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,urban,water_basic,98.4865,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2007,urban,water_safely_managed,87.657,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,rural,open_defecation,12.7662,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,rural,sanitation_basic,72.2372,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,rural,water_basic,84.5381,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,rural,water_safely_managed,47.5984,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,total,open_defecation,3.7452,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,total,sanitation_basic,87.8178,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,total,sanitation_safely_managed,57.1701,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,total,water_basic,95.6284,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,total,water_safely_managed,79.2368,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,urban,open_defecation,1.2943,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,urban,sanitation_basic,91.4672,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,urban,sanitation_safely_managed,58.4395,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,urban,water_basic,98.5298,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2008,urban,water_safely_managed,87.6921,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,rural,open_defecation,12.0849,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,rural,sanitation_basic,72.9997,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,rural,water_basic,85.0354,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,rural,water_safely_managed,48.2145,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,total,open_defecation,3.5076,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,total,sanitation_basic,88.2409,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,total,sanitation_safely_managed,57.7974,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,total,water_basic,95.7978,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,total,water_safely_managed,79.4897,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,urban,open_defecation,1.2112,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,urban,sanitation_basic,91.7483,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,urban,sanitation_safely_managed,59.0654,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,urban,water_basic,98.585,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2009,urban,water_safely_managed,87.7287,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,rural,open_defecation,11.4005,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,rural,sanitation_basic,73.7687,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,rural,water_basic,85.6453,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,rural,water_safely_managed,48.8944,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,total,open_defecation,3.2721,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,total,sanitation_basic,88.6653,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,total,sanitation_safely_managed,58.4384,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,total,water_basic,95.9935,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,total,water_safely_managed,79.7587,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,urban,open_defecation,1.1275,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,urban,sanitation_basic,92.0333,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,urban,sanitation_safely_managed,59.7011,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,urban,water_basic,98.6474,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2010,urban,water_safely_managed,87.7732,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,rural,open_defecation,10.7179,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,rural,sanitation_basic,74.4992,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,rural,water_basic,86.2839,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,rural,water_safely_managed,49.576,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,total,open_defecation,3.0397,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,total,sanitation_basic,89.08,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,total,sanitation_safely_managed,59.1797,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,total,water_basic,96.1924,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,total,water_safely_managed,80.0248,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,urban,open_defecation,1.0437,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,urban,sanitation_basic,92.3197,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,urban,sanitation_safely_managed,60.4655,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,urban,water_basic,98.7099,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2011,urban,water_safely_managed,87.8179,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,rural,open_defecation,10.0396,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,rural,sanitation_basic,75.2237,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,rural,water_basic,86.9167,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,rural,water_safely_managed,50.2608,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,total,open_defecation,2.8117,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,total,sanitation_basic,89.489,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,total,sanitation_safely_managed,59.9433,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,total,water_basic,96.3862,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,total,water_safely_managed,80.2764,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,urban,open_defecation,0.96,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,urban,sanitation_basic,92.6046,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,urban,sanitation_safely_managed,61.2527,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,urban,water_basic,98.7722,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2012,urban,water_safely_managed,87.8513,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,rural,open_defecation,9.3651,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,rural,sanitation_basic,75.9289,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,rural,water_basic,87.5175,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,rural,water_safely_managed,50.9932,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,total,open_defecation,2.587,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,total,sanitation_basic,89.8931,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,total,sanitation_safely_managed,60.7306,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,total,water_basic,96.5712,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,total,water_safely_managed,80.652,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,urban,open_defecation,0.8759,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,urban,sanitation_basic,92.8909,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,urban,sanitation_safely_managed,62.0661,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,urban,water_basic,98.8348,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2013,urban,water_safely_managed,88.0322,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,rural,open_defecation,8.694,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,rural,sanitation_basic,76.6303,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,rural,water_basic,88.1153,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,rural,water_safely_managed,51.731,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,total,open_defecation,2.3653,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,total,sanitation_basic,90.295,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,total,sanitation_safely_managed,61.5418,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,total,water_basic,96.7534,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,total,water_safely_managed,80.8753,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,urban,open_defecation,0.7916,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,urban,sanitation_basic,93.1785,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,urban,sanitation_safely_managed,62.9042,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,urban,water_basic,98.8975,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2014,urban,water_safely_managed,88.025,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,rural,open_defecation,8.1538,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,rural,sanitation_basic,77.3278,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,rural,water_basic,88.7099,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,rural,water_safely_managed,52.4229,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,total,open_defecation,2.2306,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,total,sanitation_basic,90.6947,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,total,sanitation_safely_managed,62.3771,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,total,water_basic,96.9326,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,total,water_safely_managed,81.3039,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,urban,open_defecation,0.7071,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,urban,sanitation_basic,93.4672,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,urban,sanitation_safely_managed,63.7675,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,urban,water_basic,98.9603,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2015,urban,water_safely_managed,88.2879,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,rural,open_defecation,7.4635,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,rural,sanitation_basic,78.0249,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,rural,water_basic,89.2847,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,rural,water_safely_managed,53.103,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,total,open_defecation,2.0011,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,total,sanitation_basic,91.093,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,total,sanitation_safely_managed,63.058,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,total,water_basic,97.1065,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,total,water_safely_managed,81.7282,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,urban,open_defecation,0.6222,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,urban,sanitation_basic,93.7585,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,urban,sanitation_safely_managed,64.4441,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,urban,water_basic,99.0235,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2016,urban,water_safely_managed,88.5516,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,rural,open_defecation,6.7911,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,rural,sanitation_basic,78.4607,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,rural,water_basic,89.7279,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,rural,water_safely_managed,53.7318,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,total,open_defecation,1.7786,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,total,sanitation_basic,91.1231,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,total,sanitation_safely_managed,63.4878,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,total,water_basic,97.17,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,total,water_safely_managed,82.1383,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,urban,open_defecation,0.5379,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,urban,sanitation_basic,94.0483,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,urban,sanitation_safely_managed,65.1341,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,urban,water_basic,99.0968,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2017,urban,water_safely_managed,88.8136,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,rural,open_defecation,6.1239,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,rural,sanitation_basic,79.1696,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,rural,water_basic,90.3326,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,rural,water_safely_managed,54.4279,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,total,open_defecation,1.5738,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,total,sanitation_basic,91.5113,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,total,sanitation_safely_managed,64.1733,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,total,water_basic,97.3817,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,total,water_safely_managed,82.5147,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,urban,open_defecation,0.4539,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,urban,sanitation_basic,94.3347,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,urban,sanitation_safely_managed,65.794,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,urban,water_basic,99.1978,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2018,urban,water_safely_managed,89.0229,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,rural,open_defecation,5.4633,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,rural,sanitation_basic,79.8517,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,rural,water_basic,90.9265,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,rural,water_safely_managed,55.1154,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,total,open_defecation,1.3696,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,total,sanitation_basic,91.8996,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,total,sanitation_safely_managed,64.8512,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,total,water_basic,97.5607,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,total,water_safely_managed,82.8724,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,urban,open_defecation,0.3699,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,urban,sanitation_basic,94.6088,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,urban,sanitation_safely_managed,66.4435,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,urban,water_basic,99.2602,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2019,urban,water_safely_managed,89.2128,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,rural,open_defecation,4.8339,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,rural,sanitation_basic,80.5173,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,rural,water_basic,91.6675,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,rural,water_safely_managed,55.7947,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,total,open_defecation,1.2054,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,total,sanitation_basic,92.2654,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,total,sanitation_safely_managed,65.4625,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,total,water_basic,97.7541,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,total,water_safely_managed,83.2157,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,urban,open_defecation,0.3212,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,urban,sanitation_basic,94.8753,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,urban,sanitation_safely_managed,67.0146,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,urban,water_basic,99.3176,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2020,urban,water_safely_managed,89.388,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,rural,open_defecation,3.9935,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,rural,sanitation_basic,81.4954,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,rural,water_basic,92.5186,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,rural,water_safely_managed,56.4581,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,total,open_defecation,0.9936,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
AMR,2021,total,sanitation_basic,92.7504,"WHO Global Health Observatory (JMP), ghoapi.azureedge.net"
