iso3,year,indicator,who_gho,world_bank,abs_diff,source
KEN,2010,sanitation_basic,30.8005,30.8005,0.0000,WHO GHO vs World Bank WDI
KEN,2010,sanitation_safely_managed,26.7179,26.7179,0.0000,WHO GHO vs World Bank WDI
KEN,2011,water_basic,54.7913,54.7913,0.0000,WHO GHO vs World Bank WDI
KEN,2011,sanitation_basic,31.5229,31.5229,0.0000,WHO GHO vs World Bank WDI
KEN,2011,sanitation_safely_managed,27.3416,27.3416,0.0000,WHO GHO vs World Bank WDI
KEN,2011,handwashing_basic,15.1803,15.1803,0.0000,WHO GHO vs World Bank WDI
KEN,2012,water_basic,55.6346,55.6346,0.0000,WHO GHO vs World Bank WDI
KEN,2012,sanitation_basic,32.2455,32.2455,0.0000,WHO GHO vs World Bank WDI
KEN,2012,sanitation_safely_managed,27.9640,27.9640,0.0000,WHO GHO vs World Bank WDI
KEN,2012,handwashing_basic,15.1849,15.1849,0.0000,WHO GHO vs World Bank WDI
KEN,2013,water_basic,56.4771,56.4771,0.0000,WHO GHO vs World Bank WDI
KEN,2013,sanitation_basic,32.9682,32.9682,0.0000,WHO GHO vs World Bank WDI
KEN,2013,sanitation_safely_managed,28.5846,28.5846,0.0000,WHO GHO vs World Bank WDI
KEN,2013,handwashing_basic,15.1897,15.1897,0.0000,WHO GHO vs World Bank WDI
KEN,2014,water_basic,57.3176,57.3176,0.0000,WHO GHO vs World Bank WDI
KEN,2014,sanitation_basic,33.6909,33.6909,0.0000,WHO GHO vs World Bank WDI
KEN,2014,sanitation_safely_managed,29.2034,29.2034,0.0000,WHO GHO vs World Bank WDI
KEN,2014,handwashing_basic,15.1945,15.1945,0.0000,WHO GHO vs World Bank WDI
KEN,2015,water_basic,58.1564,58.1564,0.0000,WHO GHO vs World Bank WDI
KEN,2015,sanitation_basic,34.4134,34.4134,0.0000,WHO GHO vs World Bank WDI
KEN,2015,sanitation_safely_managed,29.8203,29.8203,0.0000,WHO GHO vs World Bank WDI
KEN,2015,handwashing_basic,15.1995,15.1995,0.0000,WHO GHO vs World Bank WDI
KEN,2016,water_basic,58.9933,58.9933,0.0000,WHO GHO vs World Bank WDI
KEN,2016,sanitation_basic,35.1355,35.1355,0.0000,WHO GHO vs World Bank WDI
KEN,2016,sanitation_safely_managed,30.5157,30.5157,0.0000,WHO GHO vs World Bank WDI
KEN,2016,handwashing_basic,19.7691,19.7691,0.0000,WHO GHO vs World Bank WDI
KEN,2017,water_basic,59.8281,59.8281,0.0000,WHO GHO vs World Bank WDI
KEN,2017,sanitation_basic,35.8573,35.8573,0.0000,WHO GHO vs World Bank WDI
KEN,2017,sanitation_safely_managed,31.2128,31.2128,0.0000,WHO GHO vs World Bank WDI
KEN,2017,handwashing_basic,24.3692,24.3692,0.0000,WHO GHO vs World Bank WDI
KEN,2018,water_basic,60.6609,60.6609,0.0000,WHO GHO vs World Bank WDI
KEN,2018,sanitation_basic,36.5784,36.5784,0.0000,WHO GHO vs World Bank WDI
KEN,2018,sanitation_safely_managed,31.9063,31.9063,0.0000,WHO GHO vs World Bank WDI
KEN,2018,handwashing_basic,29.0008,29.0008,0.0000,WHO GHO vs World Bank WDI
KEN,2019,water_basic,61.4908,61.4908,0.0000,WHO GHO vs World Bank WDI
KEN,2019,sanitation_basic,37.2988,37.2988,0.0000,WHO GHO vs World Bank WDI
KEN,2019,sanitation_safely_managed,32.5970,32.5970,0.0000,WHO GHO vs World Bank WDI
KEN,2019,handwashing_basic,33.6649,33.6649,0.0000,WHO GHO vs World Bank WDI
KEN,2020,water_basic,62.3182,62.3182,0.0000,WHO GHO vs World Bank WDI
KEN,2020,sanitation_basic,38.0183,38.0183,0.0000,WHO GHO vs World Bank WDI
KEN,2020,sanitation_safely_managed,33.2871,33.2871,0.0000,WHO GHO vs World Bank WDI
KEN,2020,handwashing_basic,38.3626,38.3626,0.0000,WHO GHO vs World Bank WDI
KEN,2021,water_basic,63.1427,63.1427,0.0000,WHO GHO vs World Bank WDI
KEN,2021,sanitation_basic,38.7369,38.7369,0.0000,WHO GHO vs World Bank WDI
KEN,2021,sanitation_safely_managed,33.9762,33.9762,0.0000,WHO GHO vs World Bank WDI
KEN,2021,handwashing_basic,43.0948,43.0948,0.0000,WHO GHO vs World Bank WDI
KEN,2022,water_basic,63.9643,63.9643,0.0000,WHO GHO vs World Bank WDI
KEN,2022,sanitation_basic,39.4543,39.4543,0.0000,WHO GHO vs World Bank WDI
KEN,2022,sanitation_safely_managed,34.6636,34.6636,0.0000,WHO GHO vs World Bank WDI
KEN,2022,handwashing_basic,47.8628,47.8628,0.0000,WHO GHO vs World Bank WDI
KEN,2023,water_basic,64.7821,64.7821,0.0000,WHO GHO vs World Bank WDI
KEN,2023,sanitation_basic,40.1703,40.1703,0.0000,WHO GHO vs World Bank WDI
KEN,2023,sanitation_safely_managed,35.2474,35.2474,0.0000,WHO GHO vs World Bank WDI
KEN,2023,handwashing_basic,52.6672,52.6672,0.0000,WHO GHO vs World Bank WDI
KEN,2024,water_basic,65.5966,65.5966,0.0000,WHO GHO vs World Bank WDI
KEN,2024,sanitation_basic,40.8850,40.8850,0.0000,WHO GHO vs World Bank WDI
KEN,2024,sanitation_safely_managed,35.8270,35.8270,0.0000,WHO GHO vs World Bank WDI
KEN,2024,handwashing_basic,57.5093,57.5093,0.0000,WHO GHO vs World Bank WDI
KGZ,2000,water_basic,80.9425,80.9425,0.0000,WHO GHO vs World Bank WDI
KGZ,2000,water_safely_managed,46.4160,46.4160,0.0000,WHO GHO vs World Bank WDI
KGZ,2000,sanitation_basic,92.8282,92.8282,0.0000,WHO GHO vs World Bank WDI
KGZ,2000,sanitation_safely_managed,86.0448,86.0448,0.0000,WHO GHO vs World Bank WDI
KGZ,2001,water_basic,80.9421,80.9421,0.0000,WHO GHO vs World Bank WDI
KGZ,2001,water_safely_managed,46.4149,46.4149,0.0000,WHO GHO vs World Bank WDI
KGZ,2001,sanitation_basic,92.8282,92.8282,0.0000,WHO GHO vs World Bank WDI
KGZ,2001,sanitation_safely_managed,86.1331,86.1331,0.0000,WHO GHO vs World Bank WDI
KGZ,2002,water_basic,81.5848,81.5848,0.0000,WHO GHO vs World Bank WDI
KGZ,2002,water_safely_managed,46.6905,46.6905,0.0000,WHO GHO vs World Bank WDI
KGZ,2002,sanitation_basic,93.0056,93.0056,0.0000,WHO GHO vs World Bank WDI
KGZ,2002,sanitation_safely_managed,86.3953,86.3953,0.0000,WHO GHO vs World Bank WDI
KGZ,2003,water_basic,82.2274,82.2274,0.0000,WHO GHO vs World Bank WDI
KGZ,2003,water_safely_managed,46.9655,46.9655,0.0000,WHO GHO vs World Bank WDI
KGZ,2003,sanitation_basic,93.1829,93.1829,0.0000,WHO GHO vs World Bank WDI
KGZ,2003,sanitation_safely_managed,86.6581,86.6581,0.0000,WHO GHO vs World Bank WDI
KGZ,2004,water_basic,82.8701,82.8701,0.0000,WHO GHO vs World Bank WDI
KGZ,2004,water_safely_managed,47.2410,47.2410,0.0000,WHO GHO vs World Bank WDI
KGZ,2004,sanitation_basic,93.3603,93.3603,0.0000,WHO GHO vs World Bank WDI
KGZ,2004,sanitation_safely_managed,86.9214,86.9214,0.0000,WHO GHO vs World Bank WDI
KGZ,2005,water_basic,83.4769,83.4769,0.0000,WHO GHO vs World Bank WDI
KGZ,2005,water_safely_managed,49.0045,49.0045,0.0000,WHO GHO vs World Bank WDI
KGZ,2005,sanitation_basic,93.6560,93.6560,0.0000,WHO GHO vs World Bank WDI
KGZ,2005,sanitation_safely_managed,87.2915,87.2915,0.0000,WHO GHO vs World Bank WDI
KGZ,2006,water_basic,84.0833,84.0833,0.0000,WHO GHO vs World Bank WDI
KGZ,2006,water_safely_managed,50.7983,50.7983,0.0000,WHO GHO vs World Bank WDI
KGZ,2006,sanitation_basic,93.9521,93.9521,0.0000,WHO GHO vs World Bank WDI
KGZ,2006,sanitation_safely_managed,87.6523,87.6523,0.0000,WHO GHO vs World Bank WDI
KGZ,2006,handwashing_basic,87.1268,87.1268,0.0000,WHO GHO vs World Bank WDI
KGZ,2007,water_basic,84.6887,84.6887,0.0000,WHO GHO vs World Bank WDI
KGZ,2007,water_safely_managed,52.6211,52.6211,0.0000,WHO GHO vs World Bank WDI
KGZ,2007,sanitation_basic,94.2485,94.2485,0.0000,WHO GHO vs World Bank WDI
KGZ,2007,sanitation_safely_managed,88.0143,88.0143,0.0000,WHO GHO vs World Bank WDI
KGZ,2007,handwashing_basic,87.1266,87.1266,0.0000,WHO GHO vs World Bank WDI
KGZ,2008,water_basic,85.2935,85.2935,0.0000,WHO GHO vs World Bank WDI
KGZ,2008,water_safely_managed,54.4737,54.4737,0.0000,WHO GHO vs World Bank WDI
KGZ,2008,sanitation_basic,94.5453,94.5453,0.0000,WHO GHO vs World Bank WDI
KGZ,2008,sanitation_safely_managed,88.3776,88.3776,0.0000,WHO GHO vs World Bank WDI
KGZ,2008,handwashing_basic,87.1265,87.1265,0.0000,WHO GHO vs World Bank WDI
KGZ,2009,water_basic,85.8978,85.8978,0.0000,WHO GHO vs World Bank WDI
KGZ,2009,water_safely_managed,56.3565,56.3565,0.0000,WHO GHO vs World Bank WDI
KGZ,2009,sanitation_basic,94.8424,94.8424,0.0000,WHO GHO vs World Bank WDI
KGZ,2009,sanitation_safely_managed,88.7419,88.7419,0.0000,WHO GHO vs World Bank WDI
KGZ,2009,handwashing_basic,87.1264,87.1264,0.0000,WHO GHO vs World Bank WDI
KGZ,2010,water_basic,86.5051,86.5051,0.0000,WHO GHO vs World Bank WDI
KGZ,2010,water_safely_managed,58.2795,58.2795,0.0000,WHO GHO vs World Bank WDI
KGZ,2010,sanitation_basic,95.1391,95.1391,0.0000,WHO GHO vs World Bank WDI
KGZ,2010,sanitation_safely_managed,89.1044,89.1044,0.0000,WHO GHO vs World Bank WDI
KGZ,2010,handwashing_basic,87.1283,87.1283,0.0000,WHO GHO vs World Bank WDI
KGZ,2011,water_basic,87.1151,87.1151,0.0000,WHO GHO vs World Bank WDI
KGZ,2011,water_safely_managed,60.2420,60.2420,0.0000,WHO GHO vs World Bank WDI
KGZ,2011,sanitation_basic,95.4355,95.4355,0.0000,WHO GHO vs World Bank WDI
KGZ,2011,sanitation_safely_managed,89.4650,89.4650,0.0000,WHO GHO vs World Bank WDI
KGZ,2011,handwashing_basic,87.8547,87.8547,0.0000,WHO GHO vs World Bank WDI
KGZ,2012,water_basic,87.7277,87.7277,0.0000,WHO GHO vs World Bank WDI
KGZ,2012,water_safely_managed,62.2431,62.2431,0.0000,WHO GHO vs World Bank WDI
KGZ,2012,sanitation_basic,95.7313,95.7313,0.0000,WHO GHO vs World Bank WDI
KGZ,2012,sanitation_safely_managed,89.8237,89.8237,0.0000,WHO GHO vs World Bank WDI
KGZ,2012,handwashing_basic,88.5825,88.5825,0.0000,WHO GHO vs World Bank WDI
KGZ,2013,water_basic,88.3419,88.3419,0.0000,WHO GHO vs World Bank WDI
KGZ,2013,water_safely_managed,64.2808,64.2808,0.0000,WHO GHO vs World Bank WDI
KGZ,2013,sanitation_basic,96.0267,96.0267,0.0000,WHO GHO vs World Bank WDI
KGZ,2013,sanitation_safely_managed,90.1809,90.1809,0.0000,WHO GHO vs World Bank WDI
KGZ,2013,handwashing_basic,89.3109,89.3109,0.0000,WHO GHO vs World Bank WDI
KGZ,2014,water_basic,88.9577,88.9577,0.0000,WHO GHO vs World Bank WDI
KGZ,2014,water_safely_managed,66.3539,66.3539,0.0000,WHO GHO vs World Bank WDI
KGZ,2014,sanitation_basic,96.3214,96.3214,0.0000,WHO GHO vs World Bank WDI
KGZ,2014,sanitation_safely_managed,90.5366,90.5366,0.0000,WHO GHO vs World Bank WDI
KGZ,2014,handwashing_basic,90.0396,90.0396,0.0000,WHO GHO vs World Bank WDI
KGZ,2015,water_basic,89.5744,89.5744,0.0000,WHO GHO vs World Bank WDI
KGZ,2015,water_safely_managed,68.4612,68.4612,0.0000,WHO GHO vs World Bank WDI
KGZ,2015,sanitation_basic,96.6155,96.6155,0.0000,WHO GHO vs World Bank WDI
KGZ,2015,sanitation_safely_managed,90.8907,90.8907,0.0000,WHO GHO vs World Bank WDI
KGZ,2015,handwashing_basic,90.7682,90.7682,0.0000,WHO GHO vs World Bank WDI
KGZ,2016,water_basic,90.1919,90.1919,0.0000,WHO GHO vs World Bank WDI
KGZ,2016,water_safely_managed,70.6014,70.6014,0.0000,WHO GHO vs World Bank WDI
KGZ,2016,sanitation_basic,96.9087,96.9087,0.0000,WHO GHO vs World Bank WDI
KGZ,2016,sanitation_safely_managed,91.2434,91.2434,0.0000,WHO GHO vs World Bank WDI
KGZ,2016,handwashing_basic,91.4962,91.4962,0.0000,WHO GHO vs World Bank WDI
KGZ,2017,water_basic,90.8096,90.8096,0.0000,WHO GHO vs World Bank WDI
KGZ,2017,water_safely_managed,72.3593,72.3593,0.0000,WHO GHO vs World Bank WDI
KGZ,2017,sanitation_basic,97.2012,97.2012,0.0000,WHO GHO vs World Bank WDI
KGZ,2017,sanitation_safely_managed,91.5464,91.5464,0.0000,WHO GHO vs World Bank WDI
KGZ,2017,handwashing_basic,92.2231,92.2231,0.0000,WHO GHO vs World Bank WDI
KGZ,2018,water_basic,91.4271,91.4271,0.0000,WHO GHO vs World Bank WDI
KGZ,2018,water_safely_managed,73.6628,73.6628,0.0000,WHO GHO vs World Bank WDI
KGZ,2018,sanitation_basic,97.4928,97.4928,0.0000,WHO GHO vs World Bank WDI
KGZ,2018,sanitation_safely_managed,91.8484,91.8484,0.0000,WHO GHO vs World Bank WDI
KGZ,2018,handwashing_basic,92.9485,92.9485,0.0000,WHO GHO vs World Bank WDI
KGZ,2019,water_basic,92.0439,92.0439,0.0000,WHO GHO vs World Bank WDI
KGZ,2019,water_safely_managed,74.9778,74.9778,0.0000,WHO GHO vs World Bank WDI
KGZ,2019,sanitation_basic,97.7834,97.7834,0.0000,WHO GHO vs World Bank WDI
KGZ,2019,sanitation_safely_managed,92.1485,92.1485,0.0000,WHO GHO vs World Bank WDI
KGZ,2019,handwashing_basic,93.6720,93.6720,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,water_basic,92.5873,92.5873,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,water_safely_managed,76.2364,76.2364,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,sanitation_basic,98.0176,98.0176,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,sanitation_safely_managed,92.3961,92.3961,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,handwashing_basic,94.3930,94.3930,0.0000,WHO GHO vs World Bank WDI
KGZ,2020,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
KGZ,2021,water_basic,93.2503,93.2503,0.0000,WHO GHO vs World Bank WDI
KGZ,2021,water_safely_managed,77.6072,77.6072,0.0000,WHO GHO vs World Bank WDI
KGZ,2021,sanitation_basic,98.1479,98.1479,0.0000,WHO GHO vs World Bank WDI
KGZ,2021,sanitation_safely_managed,92.5465,92.5465,0.0000,WHO GHO vs World Bank WDI
KGZ,2021,handwashing_basic,95.1112,95.1112,0.0000,WHO GHO vs World Bank WDI
KGZ,2021,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
KGZ,2022,water_basic,93.7771,93.7771,0.0000,WHO GHO vs World Bank WDI
KGZ,2022,water_safely_managed,76.8978,76.8978,0.0000,WHO GHO vs World Bank WDI
KGZ,2022,sanitation_basic,98.2782,98.2782,0.0000,WHO GHO vs World Bank WDI
KGZ,2022,sanitation_safely_managed,92.7013,92.7013,0.0000,WHO GHO vs World Bank WDI
KGZ,2022,handwashing_basic,95.8260,95.8260,0.0000,WHO GHO vs World Bank WDI
KGZ,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
KGZ,2023,water_basic,94.3000,94.3000,0.0000,WHO GHO vs World Bank WDI
KGZ,2023,water_safely_managed,75.4016,75.4016,0.0000,WHO GHO vs World Bank WDI
KGZ,2023,sanitation_basic,98.4089,98.4089,0.0000,WHO GHO vs World Bank WDI
KGZ,2023,sanitation_safely_managed,92.8612,92.8612,0.0000,WHO GHO vs World Bank WDI
KGZ,2023,handwashing_basic,96.5370,96.5370,0.0000,WHO GHO vs World Bank WDI
KGZ,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
KGZ,2024,water_basic,94.9431,94.9431,0.0000,WHO GHO vs World Bank WDI
KGZ,2024,water_safely_managed,73.8813,73.8813,0.0000,WHO GHO vs World Bank WDI
KGZ,2024,sanitation_basic,98.5399,98.5399,0.0000,WHO GHO vs World Bank WDI
KGZ,2024,sanitation_safely_managed,93.0271,93.0271,0.0000,WHO GHO vs World Bank WDI
KGZ,2024,handwashing_basic,97.2437,97.2437,0.0000,WHO GHO vs World Bank WDI
KGZ,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
KHM,2000,water_basic,52.3082,52.3082,0.0000,WHO GHO vs World Bank WDI
KHM,2000,water_safely_managed,17.1456,17.1456,0.0000,WHO GHO vs World Bank WDI
KHM,2000,sanitation_basic,10.4473,10.4473,0.0000,WHO GHO vs World Bank WDI
KHM,2001,water_basic,53.9812,53.9812,0.0000,WHO GHO vs World Bank WDI
KHM,2001,water_safely_managed,17.6114,17.6114,0.0000,WHO GHO vs World Bank WDI
KHM,2001,sanitation_basic,10.7958,10.7958,0.0000,WHO GHO vs World Bank WDI
KHM,2002,water_basic,55.5106,55.5106,0.0000,WHO GHO vs World Bank WDI
KHM,2002,water_safely_managed,18.0774,18.0774,0.0000,WHO GHO vs World Bank WDI
KHM,2002,sanitation_basic,13.5213,13.5213,0.0000,WHO GHO vs World Bank WDI
KHM,2002,sanitation_safely_managed,7.2848,7.2848,0.0000,WHO GHO vs World Bank WDI
KHM,2003,water_basic,56.9175,56.9175,0.0000,WHO GHO vs World Bank WDI
KHM,2003,water_safely_managed,18.5434,18.5434,0.0000,WHO GHO vs World Bank WDI
KHM,2003,sanitation_basic,16.4958,16.4958,0.0000,WHO GHO vs World Bank WDI
KHM,2003,sanitation_safely_managed,9.1860,9.1860,0.0000,WHO GHO vs World Bank WDI
KHM,2004,water_basic,58.3061,58.3061,0.0000,WHO GHO vs World Bank WDI
KHM,2004,water_safely_managed,19.0099,19.0099,0.0000,WHO GHO vs World Bank WDI
KHM,2004,sanitation_basic,19.4886,19.4886,0.0000,WHO GHO vs World Bank WDI
KHM,2004,sanitation_safely_managed,11.0988,11.0988,0.0000,WHO GHO vs World Bank WDI
KHM,2005,water_basic,59.6766,59.6766,0.0000,WHO GHO vs World Bank WDI
KHM,2005,water_safely_managed,19.4768,19.4768,0.0000,WHO GHO vs World Bank WDI
KHM,2005,sanitation_basic,22.4997,22.4997,0.0000,WHO GHO vs World Bank WDI
KHM,2005,sanitation_safely_managed,13.0233,13.0233,0.0000,WHO GHO vs World Bank WDI
KHM,2006,water_basic,61.0285,61.0285,0.0000,WHO GHO vs World Bank WDI
KHM,2006,water_safely_managed,19.9439,19.9439,0.0000,WHO GHO vs World Bank WDI
KHM,2006,sanitation_basic,25.5285,25.5285,0.0000,WHO GHO vs World Bank WDI
KHM,2006,sanitation_safely_managed,14.9590,14.9590,0.0000,WHO GHO vs World Bank WDI
KHM,2007,water_basic,62.3624,62.3624,0.0000,WHO GHO vs World Bank WDI
KHM,2007,water_safely_managed,20.4114,20.4114,0.0000,WHO GHO vs World Bank WDI
KHM,2007,sanitation_basic,28.5753,28.5753,0.0000,WHO GHO vs World Bank WDI
KHM,2007,sanitation_safely_managed,16.9061,16.9061,0.0000,WHO GHO vs World Bank WDI
KHM,2008,water_basic,63.6884,63.6884,0.0000,WHO GHO vs World Bank WDI
KHM,2008,water_safely_managed,20.8928,20.8928,0.0000,WHO GHO vs World Bank WDI
KHM,2008,sanitation_basic,31.6570,31.6570,0.0000,WHO GHO vs World Bank WDI
KHM,2008,sanitation_safely_managed,18.8733,18.8733,0.0000,WHO GHO vs World Bank WDI
KHM,2008,handwashing_basic,60.6304,60.6304,0.0000,WHO GHO vs World Bank WDI
KHM,2009,water_basic,65.0493,65.0493,0.0000,WHO GHO vs World Bank WDI
KHM,2009,water_safely_managed,21.4477,21.4477,0.0000,WHO GHO vs World Bank WDI
KHM,2009,sanitation_basic,34.8431,34.8431,0.0000,WHO GHO vs World Bank WDI
KHM,2009,sanitation_safely_managed,20.8951,20.8951,0.0000,WHO GHO vs World Bank WDI
KHM,2009,handwashing_basic,60.7477,60.7477,0.0000,WHO GHO vs World Bank WDI
KHM,2010,water_basic,66.3891,66.3891,0.0000,WHO GHO vs World Bank WDI
KHM,2010,water_safely_managed,22.0047,22.0047,0.0000,WHO GHO vs World Bank WDI
KHM,2010,sanitation_basic,38.0399,38.0399,0.0000,WHO GHO vs World Bank WDI
KHM,2010,sanitation_safely_managed,22.9235,22.9235,0.0000,WHO GHO vs World Bank WDI
KHM,2010,handwashing_basic,60.8667,60.8667,0.0000,WHO GHO vs World Bank WDI
KHM,2011,water_basic,67.7080,67.7080,0.0000,WHO GHO vs World Bank WDI
KHM,2011,water_safely_managed,22.5638,22.5638,0.0000,WHO GHO vs World Bank WDI
KHM,2011,sanitation_basic,41.2469,41.2469,0.0000,WHO GHO vs World Bank WDI
KHM,2011,sanitation_safely_managed,24.9579,24.9579,0.0000,WHO GHO vs World Bank WDI
KHM,2011,handwashing_basic,60.9872,60.9872,0.0000,WHO GHO vs World Bank WDI
KHM,2012,water_basic,69.0060,69.0060,0.0000,WHO GHO vs World Bank WDI
KHM,2012,water_safely_managed,23.1250,23.1250,0.0000,WHO GHO vs World Bank WDI
KHM,2012,sanitation_basic,44.4636,44.4636,0.0000,WHO GHO vs World Bank WDI
KHM,2012,sanitation_safely_managed,26.9978,26.9978,0.0000,WHO GHO vs World Bank WDI
KHM,2012,handwashing_basic,61.1094,61.1094,0.0000,WHO GHO vs World Bank WDI
KHM,2013,water_basic,70.2829,70.2829,0.0000,WHO GHO vs World Bank WDI
KHM,2013,water_safely_managed,23.6880,23.6880,0.0000,WHO GHO vs World Bank WDI
KHM,2013,sanitation_basic,47.6891,47.6891,0.0000,WHO GHO vs World Bank WDI
KHM,2013,sanitation_safely_managed,29.0429,29.0429,0.0000,WHO GHO vs World Bank WDI
KHM,2013,handwashing_basic,63.3789,63.3789,0.0000,WHO GHO vs World Bank WDI
KHM,2014,water_basic,71.5392,71.5392,0.0000,WHO GHO vs World Bank WDI
KHM,2014,water_safely_managed,24.2535,24.2535,0.0000,WHO GHO vs World Bank WDI
KHM,2014,sanitation_basic,50.9237,50.9237,0.0000,WHO GHO vs World Bank WDI
KHM,2014,sanitation_safely_managed,31.0931,31.0931,0.0000,WHO GHO vs World Bank WDI
KHM,2014,handwashing_basic,65.6319,65.6319,0.0000,WHO GHO vs World Bank WDI
KHM,2015,water_basic,72.7748,72.7748,0.0000,WHO GHO vs World Bank WDI
KHM,2015,water_safely_managed,24.8212,24.8212,0.0000,WHO GHO vs World Bank WDI
KHM,2015,sanitation_basic,54.1665,54.1665,0.0000,WHO GHO vs World Bank WDI
KHM,2015,sanitation_safely_managed,33.1478,33.1478,0.0000,WHO GHO vs World Bank WDI
KHM,2015,handwashing_basic,67.8676,67.8676,0.0000,WHO GHO vs World Bank WDI
KHM,2016,water_basic,73.9897,73.9897,0.0000,WHO GHO vs World Bank WDI
KHM,2016,water_safely_managed,25.3910,25.3910,0.0000,WHO GHO vs World Bank WDI
KHM,2016,sanitation_basic,57.4170,57.4170,0.0000,WHO GHO vs World Bank WDI
KHM,2016,sanitation_safely_managed,35.2069,35.2069,0.0000,WHO GHO vs World Bank WDI
KHM,2016,handwashing_basic,70.0857,70.0857,0.0000,WHO GHO vs World Bank WDI
KHM,2017,water_basic,75.1838,75.1838,0.0000,WHO GHO vs World Bank WDI
KHM,2017,water_safely_managed,25.9626,25.9626,0.0000,WHO GHO vs World Bank WDI
KHM,2017,sanitation_basic,60.6744,60.6744,0.0000,WHO GHO vs World Bank WDI
KHM,2017,sanitation_safely_managed,37.2697,37.2697,0.0000,WHO GHO vs World Bank WDI
KHM,2017,handwashing_basic,72.2857,72.2857,0.0000,WHO GHO vs World Bank WDI
KHM,2018,water_basic,76.3584,76.3584,0.0000,WHO GHO vs World Bank WDI
KHM,2018,water_safely_managed,26.5382,26.5382,0.0000,WHO GHO vs World Bank WDI
KHM,2018,sanitation_basic,63.9398,63.9398,0.0000,WHO GHO vs World Bank WDI
KHM,2018,sanitation_safely_managed,39.3367,39.3367,0.0000,WHO GHO vs World Bank WDI
KHM,2018,handwashing_basic,74.4683,74.4683,0.0000,WHO GHO vs World Bank WDI
KHM,2019,water_basic,77.5132,77.5132,0.0000,WHO GHO vs World Bank WDI
KHM,2019,water_safely_managed,27.1175,27.1175,0.0000,WHO GHO vs World Bank WDI
KHM,2019,sanitation_basic,67.2122,67.2122,0.0000,WHO GHO vs World Bank WDI
KHM,2019,sanitation_safely_managed,41.4072,41.4072,0.0000,WHO GHO vs World Bank WDI
KHM,2019,handwashing_basic,76.6326,76.6326,0.0000,WHO GHO vs World Bank WDI
KHM,2020,water_basic,78.6485,78.6485,0.0000,WHO GHO vs World Bank WDI
KHM,2020,water_safely_managed,27.7008,27.7008,0.0000,WHO GHO vs World Bank WDI
KHM,2020,sanitation_basic,70.4910,70.4910,0.0000,WHO GHO vs World Bank WDI
KHM,2020,sanitation_safely_managed,43.4807,43.4807,0.0000,WHO GHO vs World Bank WDI
KHM,2020,handwashing_basic,78.7783,78.7783,0.0000,WHO GHO vs World Bank WDI
KHM,2021,water_basic,79.7640,79.7640,0.0000,WHO GHO vs World Bank WDI
KHM,2021,water_safely_managed,28.2877,28.2877,0.0000,WHO GHO vs World Bank WDI
KHM,2021,sanitation_basic,73.7752,73.7752,0.0000,WHO GHO vs World Bank WDI
KHM,2021,sanitation_safely_managed,45.5567,45.5567,0.0000,WHO GHO vs World Bank WDI
KHM,2021,handwashing_basic,80.9043,80.9043,0.0000,WHO GHO vs World Bank WDI
KHM,2022,water_basic,80.8600,80.8600,0.0000,WHO GHO vs World Bank WDI
KHM,2022,water_safely_managed,28.8788,28.8788,0.0000,WHO GHO vs World Bank WDI
KHM,2022,sanitation_basic,77.0641,77.0641,0.0000,WHO GHO vs World Bank WDI
KHM,2022,sanitation_safely_managed,47.6346,47.6346,0.0000,WHO GHO vs World Bank WDI
KHM,2022,handwashing_basic,83.0102,83.0102,0.0000,WHO GHO vs World Bank WDI
KHM,2023,water_basic,81.8889,81.8889,0.0000,WHO GHO vs World Bank WDI
KHM,2023,water_safely_managed,29.4451,29.4451,0.0000,WHO GHO vs World Bank WDI
KHM,2023,sanitation_basic,80.3569,80.3569,0.0000,WHO GHO vs World Bank WDI
KHM,2023,sanitation_safely_managed,49.7140,49.7140,0.0000,WHO GHO vs World Bank WDI
KHM,2023,handwashing_basic,85.0952,85.0952,0.0000,WHO GHO vs World Bank WDI
KHM,2024,water_basic,82.8498,82.8498,0.0000,WHO GHO vs World Bank WDI
KHM,2024,water_safely_managed,29.9856,29.9856,0.0000,WHO GHO vs World Bank WDI
KHM,2024,sanitation_basic,83.3359,83.3359,0.0000,WHO GHO vs World Bank WDI
KHM,2024,sanitation_safely_managed,51.6016,51.6016,0.0000,WHO GHO vs World Bank WDI
KHM,2024,handwashing_basic,87.1586,87.1586,0.0000,WHO GHO vs World Bank WDI
KIR,2000,water_basic,56.1654,56.1654,0.0000,WHO GHO vs World Bank WDI
KIR,2000,water_safely_managed,9.5040,9.5040,0.0000,WHO GHO vs World Bank WDI
KIR,2000,sanitation_basic,29.4333,29.4333,0.0000,WHO GHO vs World Bank WDI
