iso3,year,indicator,who_gho,world_bank,abs_diff,source
BRB,2008,water_basic,98.4491,98.4491,0.0000,WHO GHO vs World Bank WDI
BRB,2008,sanitation_basic,92.7511,92.7511,0.0000,WHO GHO vs World Bank WDI
BRB,2008,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2009,water_basic,98.4967,98.4967,0.0000,WHO GHO vs World Bank WDI
BRB,2009,sanitation_basic,93.1399,93.1399,0.0000,WHO GHO vs World Bank WDI
BRB,2009,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2010,water_basic,98.5442,98.5442,0.0000,WHO GHO vs World Bank WDI
BRB,2010,sanitation_basic,93.5287,93.5287,0.0000,WHO GHO vs World Bank WDI
BRB,2010,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2011,water_basic,98.5918,98.5918,0.0000,WHO GHO vs World Bank WDI
BRB,2011,sanitation_basic,93.9175,93.9175,0.0000,WHO GHO vs World Bank WDI
BRB,2011,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2012,water_basic,98.6394,98.6394,0.0000,WHO GHO vs World Bank WDI
BRB,2012,sanitation_basic,94.3063,94.3063,0.0000,WHO GHO vs World Bank WDI
BRB,2012,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2013,water_basic,98.6870,98.6870,0.0000,WHO GHO vs World Bank WDI
BRB,2013,sanitation_basic,94.6950,94.6950,0.0000,WHO GHO vs World Bank WDI
BRB,2013,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2014,water_basic,98.7345,98.7345,0.0000,WHO GHO vs World Bank WDI
BRB,2014,sanitation_basic,95.0838,95.0838,0.0000,WHO GHO vs World Bank WDI
BRB,2014,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2015,water_basic,98.7821,98.7821,0.0000,WHO GHO vs World Bank WDI
BRB,2015,sanitation_basic,95.4726,95.4726,0.0000,WHO GHO vs World Bank WDI
BRB,2015,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2016,water_basic,98.8297,98.8297,0.0000,WHO GHO vs World Bank WDI
BRB,2016,sanitation_basic,95.8614,95.8614,0.0000,WHO GHO vs World Bank WDI
BRB,2016,handwashing_basic,88.4694,88.4694,0.0000,WHO GHO vs World Bank WDI
BRB,2017,water_basic,98.8772,98.8772,0.0000,WHO GHO vs World Bank WDI
BRB,2017,sanitation_basic,96.2502,96.2502,0.0000,WHO GHO vs World Bank WDI
BRB,2018,water_basic,98.9248,98.9248,0.0000,WHO GHO vs World Bank WDI
BRB,2018,sanitation_basic,96.6389,96.6389,0.0000,WHO GHO vs World Bank WDI
BRB,2019,water_basic,98.9724,98.9724,0.0000,WHO GHO vs World Bank WDI
BRB,2019,sanitation_basic,97.0277,97.0277,0.0000,WHO GHO vs World Bank WDI
BRB,2020,water_basic,99.0199,99.0199,0.0000,WHO GHO vs World Bank WDI
BRB,2020,sanitation_basic,97.3312,97.3312,0.0000,WHO GHO vs World Bank WDI
BRB,2021,water_basic,99.0675,99.0675,0.0000,WHO GHO vs World Bank WDI
BRB,2021,sanitation_basic,97.3330,97.3330,0.0000,WHO GHO vs World Bank WDI
BRB,2022,water_basic,99.1151,99.1151,0.0000,WHO GHO vs World Bank WDI
BRB,2022,sanitation_basic,98.0925,98.0925,0.0000,WHO GHO vs World Bank WDI
BRB,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRB,2023,water_basic,99.1626,99.1626,0.0000,WHO GHO vs World Bank WDI
BRB,2023,sanitation_basic,98.0925,98.0925,0.0000,WHO GHO vs World Bank WDI
BRB,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRB,2024,water_basic,99.1626,99.1626,0.0000,WHO GHO vs World Bank WDI
BRB,2024,sanitation_basic,98.0925,98.0925,0.0000,WHO GHO vs World Bank WDI
BRB,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRN,2000,water_basic,99.5610,99.5610,0.0000,WHO GHO vs World Bank WDI
BRN,2000,sanitation_basic,72.7148,72.7148,0.0000,WHO GHO vs World Bank WDI
BRN,2001,water_basic,99.5836,99.5836,0.0000,WHO GHO vs World Bank WDI
BRN,2001,sanitation_basic,73.9315,73.9315,0.0000,WHO GHO vs World Bank WDI
BRN,2002,water_basic,99.6061,99.6061,0.0000,WHO GHO vs World Bank WDI
BRN,2002,sanitation_basic,75.1481,75.1481,0.0000,WHO GHO vs World Bank WDI
BRN,2003,water_basic,99.6287,99.6287,0.0000,WHO GHO vs World Bank WDI
BRN,2003,sanitation_basic,76.3648,76.3648,0.0000,WHO GHO vs World Bank WDI
BRN,2004,water_basic,99.6512,99.6512,0.0000,WHO GHO vs World Bank WDI
BRN,2004,sanitation_basic,77.5814,77.5814,0.0000,WHO GHO vs World Bank WDI
BRN,2005,water_basic,99.6738,99.6738,0.0000,WHO GHO vs World Bank WDI
BRN,2005,sanitation_basic,78.7980,78.7980,0.0000,WHO GHO vs World Bank WDI
BRN,2006,water_basic,99.6964,99.6964,0.0000,WHO GHO vs World Bank WDI
BRN,2006,sanitation_basic,80.0147,80.0147,0.0000,WHO GHO vs World Bank WDI
BRN,2007,water_basic,99.7189,99.7189,0.0000,WHO GHO vs World Bank WDI
BRN,2007,sanitation_basic,81.2313,81.2313,0.0000,WHO GHO vs World Bank WDI
BRN,2008,water_basic,99.7415,99.7415,0.0000,WHO GHO vs World Bank WDI
BRN,2008,sanitation_basic,82.4479,82.4479,0.0000,WHO GHO vs World Bank WDI
BRN,2009,water_basic,99.7640,99.7640,0.0000,WHO GHO vs World Bank WDI
BRN,2009,sanitation_basic,83.6646,83.6646,0.0000,WHO GHO vs World Bank WDI
BRN,2010,water_basic,99.7866,99.7866,0.0000,WHO GHO vs World Bank WDI
BRN,2010,sanitation_basic,84.8812,84.8812,0.0000,WHO GHO vs World Bank WDI
BRN,2011,water_basic,99.8091,99.8091,0.0000,WHO GHO vs World Bank WDI
BRN,2011,sanitation_basic,86.0978,86.0978,0.0000,WHO GHO vs World Bank WDI
BRN,2012,water_basic,99.8317,99.8317,0.0000,WHO GHO vs World Bank WDI
BRN,2012,sanitation_basic,87.3145,87.3145,0.0000,WHO GHO vs World Bank WDI
BRN,2013,water_basic,99.8543,99.8543,0.0000,WHO GHO vs World Bank WDI
BRN,2013,sanitation_basic,88.5311,88.5311,0.0000,WHO GHO vs World Bank WDI
BRN,2014,water_basic,99.8768,99.8768,0.0000,WHO GHO vs World Bank WDI
BRN,2014,sanitation_basic,89.7477,89.7477,0.0000,WHO GHO vs World Bank WDI
BRN,2015,water_basic,99.8994,99.8994,0.0000,WHO GHO vs World Bank WDI
BRN,2015,sanitation_basic,90.9644,90.9644,0.0000,WHO GHO vs World Bank WDI
BRN,2016,water_basic,99.9000,99.9000,0.0000,WHO GHO vs World Bank WDI
BRN,2016,sanitation_basic,92.1810,92.1810,0.0000,WHO GHO vs World Bank WDI
BRN,2017,water_basic,99.9000,99.9000,0.0000,WHO GHO vs World Bank WDI
BRN,2017,sanitation_basic,93.3976,93.3976,0.0000,WHO GHO vs World Bank WDI
BRN,2018,water_basic,99.9001,99.9001,0.0000,WHO GHO vs World Bank WDI
BRN,2018,sanitation_basic,94.6143,94.6143,0.0000,WHO GHO vs World Bank WDI
BRN,2019,water_basic,99.9001,99.9001,0.0000,WHO GHO vs World Bank WDI
BRN,2019,sanitation_basic,95.8309,95.8309,0.0000,WHO GHO vs World Bank WDI
BRN,2020,water_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2020,sanitation_basic,97.0476,97.0476,0.0000,WHO GHO vs World Bank WDI
BRN,2021,water_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2021,sanitation_basic,98.2642,98.2642,0.0000,WHO GHO vs World Bank WDI
BRN,2021,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRN,2022,water_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2022,sanitation_basic,99.4808,99.4808,0.0000,WHO GHO vs World Bank WDI
BRN,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRN,2023,water_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2023,sanitation_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BRN,2024,water_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2024,sanitation_basic,100.0000,100.0000,0.0000,WHO GHO vs World Bank WDI
BRN,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BTN,2000,water_basic,83.7501,83.7501,0.0000,WHO GHO vs World Bank WDI
BTN,2000,water_safely_managed,28.4403,28.4403,0.0000,WHO GHO vs World Bank WDI
BTN,2000,sanitation_basic,44.0519,44.0519,0.0000,WHO GHO vs World Bank WDI
BTN,2000,sanitation_safely_managed,38.1613,38.1613,0.0000,WHO GHO vs World Bank WDI
BTN,2001,water_basic,84.6536,84.6536,0.0000,WHO GHO vs World Bank WDI
BTN,2001,water_safely_managed,28.8491,28.8491,0.0000,WHO GHO vs World Bank WDI
BTN,2001,sanitation_basic,44.4114,44.4114,0.0000,WHO GHO vs World Bank WDI
BTN,2001,sanitation_safely_managed,38.2793,38.2793,0.0000,WHO GHO vs World Bank WDI
BTN,2002,water_basic,85.6152,85.6152,0.0000,WHO GHO vs World Bank WDI
BTN,2002,water_safely_managed,29.2569,29.2569,0.0000,WHO GHO vs World Bank WDI
BTN,2002,sanitation_basic,46.6650,46.6650,0.0000,WHO GHO vs World Bank WDI
BTN,2002,sanitation_safely_managed,39.8765,39.8765,0.0000,WHO GHO vs World Bank WDI
BTN,2003,water_basic,86.5629,86.5629,0.0000,WHO GHO vs World Bank WDI
BTN,2003,water_safely_managed,29.6635,29.6635,0.0000,WHO GHO vs World Bank WDI
BTN,2003,sanitation_basic,48.8832,48.8832,0.0000,WHO GHO vs World Bank WDI
BTN,2003,sanitation_safely_managed,40.7212,40.7212,0.0000,WHO GHO vs World Bank WDI
BTN,2004,water_basic,87.4960,87.4960,0.0000,WHO GHO vs World Bank WDI
BTN,2004,water_safely_managed,30.0688,30.0688,0.0000,WHO GHO vs World Bank WDI
BTN,2004,sanitation_basic,51.0647,51.0647,0.0000,WHO GHO vs World Bank WDI
BTN,2004,sanitation_safely_managed,41.5513,41.5513,0.0000,WHO GHO vs World Bank WDI
BTN,2004,handwashing_basic,76.9731,76.9731,0.0000,WHO GHO vs World Bank WDI
BTN,2005,water_basic,88.4084,88.4084,0.0000,WHO GHO vs World Bank WDI
BTN,2005,water_safely_managed,30.4651,30.4651,0.0000,WHO GHO vs World Bank WDI
BTN,2005,sanitation_basic,53.1957,53.1957,0.0000,WHO GHO vs World Bank WDI
BTN,2005,sanitation_safely_managed,42.3630,42.3630,0.0000,WHO GHO vs World Bank WDI
BTN,2005,handwashing_basic,77.1070,77.1070,0.0000,WHO GHO vs World Bank WDI
BTN,2006,water_basic,89.2613,89.2613,0.0000,WHO GHO vs World Bank WDI
BTN,2006,water_safely_managed,30.7945,30.7945,0.0000,WHO GHO vs World Bank WDI
BTN,2006,sanitation_basic,55.1902,55.1902,0.0000,WHO GHO vs World Bank WDI
BTN,2006,sanitation_safely_managed,43.1333,43.1333,0.0000,WHO GHO vs World Bank WDI
BTN,2006,handwashing_basic,77.1956,77.1956,0.0000,WHO GHO vs World Bank WDI
BTN,2007,water_basic,90.1033,90.1033,0.0000,WHO GHO vs World Bank WDI
BTN,2007,water_safely_managed,31.1213,31.1213,0.0000,WHO GHO vs World Bank WDI
BTN,2007,sanitation_basic,57.1569,57.1569,0.0000,WHO GHO vs World Bank WDI
BTN,2007,sanitation_safely_managed,43.8928,43.8928,0.0000,WHO GHO vs World Bank WDI
BTN,2007,handwashing_basic,77.2853,77.2853,0.0000,WHO GHO vs World Bank WDI
BTN,2008,water_basic,90.9340,90.9340,0.0000,WHO GHO vs World Bank WDI
BTN,2008,water_safely_managed,31.4456,31.4456,0.0000,WHO GHO vs World Bank WDI
BTN,2008,sanitation_basic,59.0953,59.0953,0.0000,WHO GHO vs World Bank WDI
BTN,2008,sanitation_safely_managed,44.6415,44.6415,0.0000,WHO GHO vs World Bank WDI
BTN,2008,handwashing_basic,77.3762,77.3762,0.0000,WHO GHO vs World Bank WDI
BTN,2009,water_basic,91.7531,91.7531,0.0000,WHO GHO vs World Bank WDI
BTN,2009,water_safely_managed,31.7667,31.7667,0.0000,WHO GHO vs World Bank WDI
BTN,2009,sanitation_basic,61.0391,61.0391,0.0000,WHO GHO vs World Bank WDI
BTN,2009,sanitation_safely_managed,45.1102,45.1102,0.0000,WHO GHO vs World Bank WDI
BTN,2009,handwashing_basic,78.5523,78.5523,0.0000,WHO GHO vs World Bank WDI
BTN,2010,water_basic,92.5603,92.5603,0.0000,WHO GHO vs World Bank WDI
BTN,2010,water_safely_managed,32.0850,32.0850,0.0000,WHO GHO vs World Bank WDI
BTN,2010,sanitation_basic,62.9551,62.9551,0.0000,WHO GHO vs World Bank WDI
BTN,2010,sanitation_safely_managed,45.4661,45.4661,0.0000,WHO GHO vs World Bank WDI
BTN,2010,handwashing_basic,79.7152,79.7152,0.0000,WHO GHO vs World Bank WDI
BTN,2011,water_basic,93.3555,93.3555,0.0000,WHO GHO vs World Bank WDI
BTN,2011,water_safely_managed,34.8434,34.8434,0.0000,WHO GHO vs World Bank WDI
BTN,2011,sanitation_basic,64.8429,64.8429,0.0000,WHO GHO vs World Bank WDI
BTN,2011,sanitation_safely_managed,45.8041,45.8041,0.0000,WHO GHO vs World Bank WDI
BTN,2011,handwashing_basic,80.8647,80.8647,0.0000,WHO GHO vs World Bank WDI
BTN,2012,water_basic,94.1375,94.1375,0.0000,WHO GHO vs World Bank WDI
BTN,2012,water_safely_managed,37.5893,37.5893,0.0000,WHO GHO vs World Bank WDI
BTN,2012,sanitation_basic,66.7005,66.7005,0.0000,WHO GHO vs World Bank WDI
BTN,2012,sanitation_safely_managed,46.1237,46.1237,0.0000,WHO GHO vs World Bank WDI
BTN,2012,handwashing_basic,81.9994,81.9994,0.0000,WHO GHO vs World Bank WDI
BTN,2013,water_basic,94.9064,94.9064,0.0000,WHO GHO vs World Bank WDI
BTN,2013,water_safely_managed,40.3214,40.3214,0.0000,WHO GHO vs World Bank WDI
BTN,2013,sanitation_basic,68.5281,68.5281,0.0000,WHO GHO vs World Bank WDI
BTN,2013,sanitation_safely_managed,46.4252,46.4252,0.0000,WHO GHO vs World Bank WDI
BTN,2013,handwashing_basic,83.1193,83.1193,0.0000,WHO GHO vs World Bank WDI
BTN,2014,water_basic,95.6624,95.6624,0.0000,WHO GHO vs World Bank WDI
BTN,2014,water_safely_managed,43.7054,43.7054,0.0000,WHO GHO vs World Bank WDI
BTN,2014,sanitation_basic,70.3263,70.3263,0.0000,WHO GHO vs World Bank WDI
BTN,2014,sanitation_safely_managed,46.7086,46.7086,0.0000,WHO GHO vs World Bank WDI
BTN,2014,handwashing_basic,84.2244,84.2244,0.0000,WHO GHO vs World Bank WDI
BTN,2015,water_basic,96.4055,96.4055,0.0000,WHO GHO vs World Bank WDI
BTN,2015,water_safely_managed,47.1015,47.1015,0.0000,WHO GHO vs World Bank WDI
BTN,2015,sanitation_basic,72.0957,72.0957,0.0000,WHO GHO vs World Bank WDI
BTN,2015,sanitation_safely_managed,46.9744,46.9744,0.0000,WHO GHO vs World Bank WDI
BTN,2015,handwashing_basic,85.3151,85.3151,0.0000,WHO GHO vs World Bank WDI
BTN,2016,water_basic,97.1361,97.1361,0.0000,WHO GHO vs World Bank WDI
BTN,2016,water_safely_managed,50.5087,50.5087,0.0000,WHO GHO vs World Bank WDI
BTN,2016,sanitation_basic,73.8370,73.8370,0.0000,WHO GHO vs World Bank WDI
BTN,2016,sanitation_safely_managed,47.2227,47.2227,0.0000,WHO GHO vs World Bank WDI
BTN,2016,handwashing_basic,86.3915,86.3915,0.0000,WHO GHO vs World Bank WDI
BTN,2017,water_basic,97.8544,97.8544,0.0000,WHO GHO vs World Bank WDI
BTN,2017,water_safely_managed,53.9260,53.9260,0.0000,WHO GHO vs World Bank WDI
BTN,2017,sanitation_basic,75.5508,75.5508,0.0000,WHO GHO vs World Bank WDI
BTN,2017,sanitation_safely_managed,47.4539,47.4539,0.0000,WHO GHO vs World Bank WDI
BTN,2017,handwashing_basic,87.4540,87.4540,0.0000,WHO GHO vs World Bank WDI
BTN,2018,water_basic,98.4266,98.4266,0.0000,WHO GHO vs World Bank WDI
BTN,2018,water_safely_managed,57.2683,57.2683,0.0000,WHO GHO vs World Bank WDI
BTN,2018,sanitation_basic,77.2378,77.2378,0.0000,WHO GHO vs World Bank WDI
BTN,2018,sanitation_safely_managed,47.6682,47.6682,0.0000,WHO GHO vs World Bank WDI
BTN,2018,handwashing_basic,88.5027,88.5027,0.0000,WHO GHO vs World Bank WDI
BTN,2019,water_basic,98.9634,98.9634,0.0000,WHO GHO vs World Bank WDI
BTN,2019,water_safely_managed,60.5922,60.5922,0.0000,WHO GHO vs World Bank WDI
BTN,2019,sanitation_basic,78.8989,78.8989,0.0000,WHO GHO vs World Bank WDI
BTN,2019,sanitation_safely_managed,47.8660,47.8660,0.0000,WHO GHO vs World Bank WDI
BTN,2019,handwashing_basic,89.5380,89.5380,0.0000,WHO GHO vs World Bank WDI
BTN,2020,water_basic,99.0775,99.0775,0.0000,WHO GHO vs World Bank WDI
BTN,2020,water_safely_managed,63.6189,63.6189,0.0000,WHO GHO vs World Bank WDI
BTN,2020,sanitation_basic,80.5348,80.5348,0.0000,WHO GHO vs World Bank WDI
BTN,2020,sanitation_safely_managed,48.0476,48.0476,0.0000,WHO GHO vs World Bank WDI
BTN,2020,handwashing_basic,90.5601,90.5601,0.0000,WHO GHO vs World Bank WDI
BTN,2021,water_basic,99.1933,99.1933,0.0000,WHO GHO vs World Bank WDI
BTN,2021,water_safely_managed,66.6162,66.6162,0.0000,WHO GHO vs World Bank WDI
BTN,2021,sanitation_basic,82.1462,82.1462,0.0000,WHO GHO vs World Bank WDI
BTN,2021,sanitation_safely_managed,48.2134,48.2134,0.0000,WHO GHO vs World Bank WDI
BTN,2021,handwashing_basic,91.5695,91.5695,0.0000,WHO GHO vs World Bank WDI
BTN,2022,water_basic,99.3108,99.3108,0.0000,WHO GHO vs World Bank WDI
BTN,2022,water_safely_managed,67.7829,67.7829,0.0000,WHO GHO vs World Bank WDI
BTN,2022,sanitation_basic,83.7340,83.7340,0.0000,WHO GHO vs World Bank WDI
BTN,2022,sanitation_safely_managed,48.6249,48.6249,0.0000,WHO GHO vs World Bank WDI
BTN,2022,handwashing_basic,92.5665,92.5665,0.0000,WHO GHO vs World Bank WDI
BTN,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BTN,2023,water_basic,99.4299,99.4299,0.0000,WHO GHO vs World Bank WDI
BTN,2023,water_safely_managed,66.6541,66.6541,0.0000,WHO GHO vs World Bank WDI
BTN,2023,sanitation_basic,85.2990,85.2990,0.0000,WHO GHO vs World Bank WDI
BTN,2023,sanitation_safely_managed,49.0550,49.0550,0.0000,WHO GHO vs World Bank WDI
BTN,2023,handwashing_basic,93.5514,93.5514,0.0000,WHO GHO vs World Bank WDI
BTN,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BTN,2024,water_basic,99.5466,99.5466,0.0000,WHO GHO vs World Bank WDI
BTN,2024,water_safely_managed,65.5942,65.5942,0.0000,WHO GHO vs World Bank WDI
BTN,2024,sanitation_basic,86.8421,86.8421,0.0000,WHO GHO vs World Bank WDI
BTN,2024,sanitation_safely_managed,49.4811,49.4811,0.0000,WHO GHO vs World Bank WDI
BTN,2024,handwashing_basic,94.5246,94.5246,0.0000,WHO GHO vs World Bank WDI
BTN,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
BWA,2000,water_basic,75.4596,75.4596,0.0000,WHO GHO vs World Bank WDI
BWA,2000,water_safely_managed,59.1970,59.1970,0.0000,WHO GHO vs World Bank WDI
BWA,2000,sanitation_basic,53.7396,53.7396,0.0000,WHO GHO vs World Bank WDI
BWA,2001,water_basic,75.7549,75.7549,0.0000,WHO GHO vs World Bank WDI
BWA,2001,water_safely_managed,59.6029,59.6029,0.0000,WHO GHO vs World Bank WDI
BWA,2001,sanitation_basic,54.7451,54.7451,0.0000,WHO GHO vs World Bank WDI
BWA,2002,water_basic,75.9139,75.9139,0.0000,WHO GHO vs World Bank WDI
BWA,2002,water_safely_managed,59.8291,59.8291,0.0000,WHO GHO vs World Bank WDI
BWA,2002,sanitation_basic,55.6041,55.6041,0.0000,WHO GHO vs World Bank WDI
BWA,2003,water_basic,76.0520,76.0520,0.0000,WHO GHO vs World Bank WDI
BWA,2003,water_safely_managed,60.0282,60.0282,0.0000,WHO GHO vs World Bank WDI
BWA,2003,sanitation_basic,56.4323,56.4323,0.0000,WHO GHO vs World Bank WDI
BWA,2004,water_basic,76.1889,76.1889,0.0000,WHO GHO vs World Bank WDI
BWA,2004,water_safely_managed,60.2264,60.2264,0.0000,WHO GHO vs World Bank WDI
BWA,2004,sanitation_basic,57.2488,57.2488,0.0000,WHO GHO vs World Bank WDI
BWA,2005,water_basic,76.3234,76.3234,0.0000,WHO GHO vs World Bank WDI
BWA,2005,water_safely_managed,60.4221,60.4221,0.0000,WHO GHO vs World Bank WDI
BWA,2005,sanitation_basic,58.0524,58.0524,0.0000,WHO GHO vs World Bank WDI
BWA,2006,water_basic,77.3794,77.3794,0.0000,WHO GHO vs World Bank WDI
BWA,2006,water_safely_managed,61.6907,61.6907,0.0000,WHO GHO vs World Bank WDI
BWA,2006,sanitation_basic,58.8441,58.8441,0.0000,WHO GHO vs World Bank WDI
BWA,2007,water_basic,78.8176,78.8176,0.0000,WHO GHO vs World Bank WDI
BWA,2007,water_safely_managed,63.5090,63.5090,0.0000,WHO GHO vs World Bank WDI
BWA,2007,sanitation_basic,59.9949,59.9949,0.0000,WHO GHO vs World Bank WDI
BWA,2008,water_basic,80.2084,80.2084,0.0000,WHO GHO vs World Bank WDI
BWA,2008,water_safely_managed,65.3050,65.3050,0.0000,WHO GHO vs World Bank WDI
BWA,2008,sanitation_basic,61.1112,61.1112,0.0000,WHO GHO vs World Bank WDI
BWA,2009,water_basic,81.5482,81.5482,0.0000,WHO GHO vs World Bank WDI
BWA,2009,water_safely_managed,67.0731,67.0731,0.0000,WHO GHO vs World Bank WDI
BWA,2009,sanitation_basic,62.1889,62.1889,0.0000,WHO GHO vs World Bank WDI
BWA,2010,water_basic,82.8397,82.8397,0.0000,WHO GHO vs World Bank WDI
BWA,2010,water_safely_managed,68.8162,68.8162,0.0000,WHO GHO vs World Bank WDI
BWA,2010,sanitation_basic,63.2299,63.2299,0.0000,WHO GHO vs World Bank WDI
BWA,2011,water_basic,84.0822,84.0822,0.0000,WHO GHO vs World Bank WDI
BWA,2011,water_safely_managed,70.5323,70.5323,0.0000,WHO GHO vs World Bank WDI
BWA,2011,sanitation_basic,64.2326,64.2326,0.0000,WHO GHO vs World Bank WDI
BWA,2012,water_basic,85.1198,85.1198,0.0000,WHO GHO vs World Bank WDI
BWA,2012,water_safely_managed,70.4470,70.4470,0.0000,WHO GHO vs World Bank WDI
BWA,2012,sanitation_basic,65.0373,65.0373,0.0000,WHO GHO vs World Bank WDI
BWA,2013,water_basic,86.1035,86.1035,0.0000,WHO GHO vs World Bank WDI
BWA,2013,water_safely_managed,69.8754,69.8754,0.0000,WHO GHO vs World Bank WDI
BWA,2013,sanitation_basic,65.7908,65.7908,0.0000,WHO GHO vs World Bank WDI
BWA,2014,water_basic,87.0620,87.0620,0.0000,WHO GHO vs World Bank WDI
BWA,2014,water_safely_managed,69.3004,69.3004,0.0000,WHO GHO vs World Bank WDI
BWA,2014,sanitation_basic,66.5215,66.5215,0.0000,WHO GHO vs World Bank WDI
BWA,2015,water_basic,87.9953,87.9953,0.0000,WHO GHO vs World Bank WDI
BWA,2015,water_safely_managed,68.7216,68.7216,0.0000,WHO GHO vs World Bank WDI
BWA,2015,sanitation_basic,67.2289,67.2289,0.0000,WHO GHO vs World Bank WDI
BWA,2016,water_basic,88.9037,88.9037,0.0000,WHO GHO vs World Bank WDI
BWA,2016,water_safely_managed,68.1393,68.1393,0.0000,WHO GHO vs World Bank WDI
BWA,2016,sanitation_basic,67.9130,67.9130,0.0000,WHO GHO vs World Bank WDI
BWA,2017,water_basic,89.7871,89.7871,0.0000,WHO GHO vs World Bank WDI
BWA,2017,water_safely_managed,67.5531,67.5531,0.0000,WHO GHO vs World Bank WDI
BWA,2017,sanitation_basic,68.5731,68.5731,0.0000,WHO GHO vs World Bank WDI
BWA,2018,water_basic,90.6438,90.6438,0.0000,WHO GHO vs World Bank WDI
BWA,2018,water_safely_managed,66.9608,66.9608,0.0000,WHO GHO vs World Bank WDI
BWA,2018,sanitation_basic,69.2070,69.2070,0.0000,WHO GHO vs World Bank WDI
BWA,2019,water_basic,91.4749,91.4749,0.0000,WHO GHO vs World Bank WDI
BWA,2019,water_safely_managed,66.3630,66.3630,0.0000,WHO GHO vs World Bank WDI
BWA,2019,sanitation_basic,69.8151,69.8151,0.0000,WHO GHO vs World Bank WDI
BWA,2020,water_basic,91.5461,91.5461,0.0000,WHO GHO vs World Bank WDI
BWA,2020,water_safely_managed,65.7594,65.7594,0.0000,WHO GHO vs World Bank WDI
BWA,2020,sanitation_basic,70.3974,70.3974,0.0000,WHO GHO vs World Bank WDI
BWA,2021,water_basic,91.6110,91.6110,0.0000,WHO GHO vs World Bank WDI
BWA,2021,water_safely_managed,65.1499,65.1499,0.0000,WHO GHO vs World Bank WDI
BWA,2021,sanitation_basic,70.9542,70.9542,0.0000,WHO GHO vs World Bank WDI
BWA,2022,water_basic,91.6703,91.6703,0.0000,WHO GHO vs World Bank WDI
BWA,2022,water_safely_managed,64.5355,64.5355,0.0000,WHO GHO vs World Bank WDI
BWA,2022,sanitation_basic,71.4865,71.4865,0.0000,WHO GHO vs World Bank WDI
BWA,2023,water_basic,91.7237,91.7237,0.0000,WHO GHO vs World Bank WDI
BWA,2023,water_safely_managed,63.9158,63.9158,0.0000,WHO GHO vs World Bank WDI
BWA,2023,sanitation_basic,71.9941,71.9941,0.0000,WHO GHO vs World Bank WDI
BWA,2024,water_basic,91.7714,91.7714,0.0000,WHO GHO vs World Bank WDI
BWA,2024,water_safely_managed,63.2910,63.2910,0.0000,WHO GHO vs World Bank WDI
BWA,2024,sanitation_basic,72.1155,72.1155,0.0000,WHO GHO vs World Bank WDI
CAF,2000,water_basic,59.0105,59.0105,0.0000,WHO GHO vs World Bank WDI
CAF,2000,water_safely_managed,8.5309,8.5309,0.0000,WHO GHO vs World Bank WDI
CAF,2000,sanitation_basic,20.5940,20.5940,0.0000,WHO GHO vs World Bank WDI
CAF,2000,sanitation_safely_managed,19.6759,19.6759,0.0000,WHO GHO vs World Bank WDI
CAF,2001,water_basic,57.8286,57.8286,0.0000,WHO GHO vs World Bank WDI
CAF,2001,water_safely_managed,8.3960,8.3960,0.0000,WHO GHO vs World Bank WDI
CAF,2001,sanitation_basic,20.5473,20.5473,0.0000,WHO GHO vs World Bank WDI
CAF,2001,sanitation_safely_managed,19.6308,19.6308,0.0000,WHO GHO vs World Bank WDI
