landing_point_id,name,longitude,latitude,source
cork-ireland,Cork  Ireland,-8.472771324965343,51.89833468681305,"TeleGeography Submarine Cable Map, submarinecablemap.com"
milton-nl-canada,Milton  NL  Canada,-53.96023910121645,48.20761257904667,"TeleGeography Submarine Cable Map, submarinecablemap.com"
pacific-city-or-united-states,Pacific City  OR  United States,-123.9626309171155,45.201924825052444,"TeleGeography Submarine Cable Map, submarinecablemap.com"
labuan-bajo-indonesia,Labuan Bajo  Indonesia,119.90756399999964,-8.475551000000419,"TeleGeography Submarine Cable Map, submarinecablemap.com"
sape-indonesia,Sape  Indonesia,118.97619999999958,-8.505600000000262,"TeleGeography Submarine Cable Map, submarinecablemap.com"
yanbu-saudi-arabia,Yanbu  Saudi Arabia,38.10698083375123,24.070555564820936,"TeleGeography Submarine Cable Map, submarinecablemap.com"
toulon-france,Toulon  France,5.930343471732967,43.12529261338072,"TeleGeography Submarine Cable Map, submarinecablemap.com"
buenaventura-colombia,Buenaventura  Colombia,-77.0403008760841,3.883674880769303,"TeleGeography Submarine Cable Map, submarinecablemap.com"
puerto-chacabuco-chile,Puerto Chacabuco  Chile,-72.805098798216,-45.45830050296172,"TeleGeography Submarine Cable Map, submarinecablemap.com"
quellon-chile,Quellon  Chile,-73.47946355486467,-43.117473610870405,"TeleGeography Submarine Cable Map, submarinecablemap.com"
gav-spain,Gavá  Spain,2.001342348824283,41.304002941820244,"TeleGeography Submarine Cable Map, submarinecablemap.com"
fomboni-moheli-comoros,Fomboni Moheli  Comoros,43.73959403105522,-12.288236282174532,"TeleGeography Submarine Cable Map, submarinecablemap.com"
mutsamudu-comoros,Mutsamudu  Comoros,44.400042781936996,-12.16665664973713,"TeleGeography Submarine Cable Map, submarinecablemap.com"
chindini-comoros,Chindini  Comoros,43.48910592725337,-11.923498177297583,"TeleGeography Submarine Cable Map, submarinecablemap.com"
mouly-new-caledonia,Mouly  New Caledonia,166.48901879296093,-20.70593760646555,"TeleGeography Submarine Cable Map, submarinecablemap.com"
xepenehe-new-caledonia,Xepenehe  New Caledonia,167.1513230112785,-20.7809160007802,"TeleGeography Submarine Cable Map, submarinecablemap.com"
poindimie-new-caledonia,Poindimie  New Caledonia,165.34155866833254,-20.945878679076127,"TeleGeography Submarine Cable Map, submarinecablemap.com"
angra-do-heroismo-portugal,Angra do Heroismo  Portugal,-27.215824453460687,38.65852273411055,"TeleGeography Submarine Cable Map, submarinecablemap.com"
vila-do-porto-portugal,Vila do Porto  Portugal,-25.14126537622283,36.95676381760329,"TeleGeography Submarine Cable Map, submarinecablemap.com"
sao-mateus-portugal,Sao Mateus  Portugal,-28.46123372745104,38.43229047782683,"TeleGeography Submarine Cable Map, submarinecablemap.com"
velas-portugal,Velas  Portugal,-28.2131870281707,38.683845455403926,"TeleGeography Submarine Cable Map, submarinecablemap.com"
porto-santo-portugal,Porto Santo  Portugal,-16.347668090064676,33.047316301636776,"TeleGeography Submarine Cable Map, submarinecablemap.com"
funchal-portugal,Funchal  Portugal,-16.908946989325337,32.64686582848514,"TeleGeography Submarine Cable Map, submarinecablemap.com"
toco-trinidad-and-tobago,Toco  Trinidad and Tobago,-60.94968727482579,10.831137615524929,"TeleGeography Submarine Cable Map, submarinecablemap.com"
pigeon-point-trinidad-and-tobago,Pigeon Point  Trinidad and Tobago,-60.84031235230797,11.16540972374498,"TeleGeography Submarine Cable Map, submarinecablemap.com"
kaliko-haiti,Kaliko  Haiti,-72.60871221858814,18.86458746066303,"TeleGeography Submarine Cable Map, submarinecablemap.com"
huahine-french-polynesia,Huahine  French Polynesia,-151.0000690389311,-16.730055979033075,"TeleGeography Submarine Cable Map, submarinecablemap.com"
moorea-french-polynesia,Moorea  French Polynesia,-149.82956205562922,-17.538774974102118,"TeleGeography Submarine Cable Map, submarinecablemap.com"
maruyama-japan,Maruyama  Japan,139.97546699999984,35.005432999999265,"TeleGeography Submarine Cable Map, submarinecablemap.com"
makaha-hi-united-states,Makaha  HI  United States,-158.2206478576183,21.463431186887963,"TeleGeography Submarine Cable Map, submarinecablemap.com"
