city,year,days,mean_c,mean_max_c,mean_min_c,hottest_day_c,coolest_night_c,rainfall_mm,days_over_35c,source
Davao,1966,365,24.45,27.91,21.97,31.3,19.9,1815.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1967,365,24.53,28.23,21.83,31.4,19.4,1605.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1968,366,24.9,28.75,22.05,32.1,19.3,1528.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1969,365,24.9,28.65,22.05,33.7,20.3,1704.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1970,365,25.0,28.71,22.35,32.8,20.5,1882.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1971,365,24.51,28.17,21.84,32.0,19.5,2278.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1972,366,24.71,28.44,21.94,31.3,19.7,1895.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1973,365,24.96,28.74,22.22,32.7,19.8,1690.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1974,365,24.54,27.96,21.98,30.6,19.6,2500.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1975,365,24.48,28.02,21.92,30.9,19.7,1992.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1976,366,24.65,28.41,21.99,32.9,19.2,2129.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1977,365,24.78,28.46,22.18,32.0,20.5,2261.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1978,365,24.91,28.68,22.29,32.7,20.1,2366.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1979,365,24.92,28.61,22.24,33.3,20.3,2065.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1980,366,24.85,28.4,22.34,32.9,20.1,2289.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1981,365,24.94,28.59,22.32,31.7,19.5,1676.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1982,365,24.74,28.38,22.09,31.2,19.5,1702.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1983,365,25.08,29.04,22.24,33.4,19.7,2092.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1984,366,24.62,28.02,22.16,30.9,20.7,1784.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1985,365,24.77,28.47,22.15,31.9,19.9,2426.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1986,365,24.69,28.28,22.15,32.3,20.0,2455.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1987,365,25.13,28.84,22.43,33.0,20.1,1747.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1988,366,25.25,28.85,22.64,32.4,20.7,1769.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1989,365,24.83,28.49,22.19,31.0,20.7,2230.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1990,365,25.26,29.17,22.49,33.5,19.4,1839.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1991,365,25.12,28.89,22.43,33.0,20.3,1482.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1992,366,25.19,29.17,22.35,33.0,18.8,1665.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1993,365,24.84,28.47,22.22,32.0,19.9,2273.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1994,365,25.0,28.71,22.31,32.4,20.1,1728.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1995,365,24.95,28.6,22.38,31.7,19.9,2008.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1996,366,24.73,28.18,22.24,30.9,19.6,2217.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1997,365,24.8,28.37,22.2,31.1,19.6,1967.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1998,365,25.59,29.38,22.83,33.3,19.8,1216.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,1999,365,24.57,27.88,22.17,30.7,20.6,2350.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2000,366,24.59,27.89,22.19,30.7,20.7,2324.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2001,365,24.9,28.35,22.42,31.4,20.3,1952.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2002,365,25.1,28.77,22.44,32.4,20.7,1764.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2003,365,25.02,28.6,22.49,32.8,20.6,2162.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2004,366,25.34,29.01,22.64,33.6,20.5,1385.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2005,365,25.23,28.88,22.63,33.1,20.5,1898.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2006,365,25.19,28.79,22.64,32.5,20.6,1804.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2007,365,25.1,28.59,22.62,32.3,20.7,2200.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2008,366,24.74,28.08,22.3,31.6,20.8,2168.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2009,365,25.09,28.56,22.56,31.4,20.6,2583.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2010,365,25.41,28.92,22.85,32.6,21.0,1453.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2011,365,24.77,28.04,22.43,30.9,20.7,2597.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2012,366,24.9,28.27,22.48,30.6,21.3,2264.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2013,365,25.05,28.32,22.66,31.5,20.5,2128.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2014,365,25.08,28.51,22.61,31.1,19.3,2528.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2015,365,25.3,28.87,22.76,33.5,19.4,1793.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2016,366,25.84,29.54,23.2,33.2,21.1,1858.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2017,365,25.87,29.37,23.48,32.3,21.1,3137.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2018,365,26.02,29.83,23.29,33.0,21.1,2332.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2019,365,25.99,29.93,23.14,33.1,19.4,2469.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2020,366,26.11,30.07,23.37,34.5,21.0,2763.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2021,365,25.88,29.75,23.16,32.7,21.0,3782.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2022,365,25.69,29.76,22.87,32.3,20.9,4239.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2023,365,25.95,30.15,23.03,33.5,20.7,3724.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Davao,2024,366,26.26,30.59,23.15,34.5,20.1,2917.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
