city,year,days,mean_c,mean_max_c,mean_min_c,hottest_day_c,coolest_night_c,rainfall_mm,days_over_35c,source
Laoag,1940,365,25.34,28.64,22.77,32.3,16.8,2354.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1941,365,25.87,29.32,23.21,32.7,17.1,2079.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1942,365,25.72,29.18,23.06,33.3,17.8,1964.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1943,365,24.87,28.27,22.27,32.2,17.0,2087.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1944,366,25.46,28.64,23.09,32.0,18.3,3228.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1945,365,25.91,29.14,23.47,32.2,19.0,1653.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1946,365,26.05,29.36,23.59,33.3,18.5,2957.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1947,365,26.1,29.54,23.46,34.0,18.2,2243.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1948,366,25.88,29.25,23.27,33.8,18.0,2112.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1949,365,26.77,30.34,23.6,35.1,17.9,2265.7,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1950,365,25.32,28.43,22.92,32.5,18.0,2033.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1951,365,25.63,28.96,23.0,34.1,18.1,1857.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1952,366,25.81,29.16,23.13,33.7,19.1,1901.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1953,365,25.62,28.72,23.07,33.0,18.4,1877.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1954,365,25.79,29.21,23.19,34.9,18.4,2014.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1955,365,25.46,29.01,22.72,34.2,15.6,1737.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1956,366,25.45,28.81,22.9,34.3,17.8,2686.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1957,365,25.56,28.97,22.87,34.6,17.4,2529.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1958,365,25.62,29.17,22.9,35.9,17.7,2097.6,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1959,365,25.79,29.41,22.95,35.0,18.1,1330.4,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1960,366,25.94,29.36,23.22,33.8,17.7,1679.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1961,365,25.46,29.01,22.65,34.4,17.2,1833.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1962,365,25.45,29.14,22.56,34.7,16.9,1714.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1963,365,25.06,28.78,22.13,34.2,14.7,1836.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1964,366,25.72,29.25,23.0,35.1,18.8,2086.9,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1965,365,25.53,29.1,22.67,32.8,17.2,1277.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1966,365,26.23,29.88,23.3,35.1,18.9,1343.8,3,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1967,365,25.25,28.74,22.43,33.9,17.2,1921.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1968,366,25.51,29.28,22.41,34.1,16.7,1901.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1969,365,25.71,29.19,22.96,33.6,17.3,2171.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1970,365,26.11,29.58,23.41,33.8,17.4,1923.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1971,365,25.29,28.72,22.69,33.9,16.7,2096.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1972,366,25.54,29.08,22.78,32.7,17.4,2398.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1973,365,26.12,29.72,23.26,35.2,17.8,1921.6,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1974,365,25.57,28.94,22.91,35.3,17.3,2504.0,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1975,365,25.72,29.15,23.05,35.7,17.6,2022.0,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1976,366,25.42,28.82,22.79,34.5,17.6,2360.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1977,365,25.65,29.09,23.04,33.8,16.6,2322.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1978,365,25.7,29.04,23.15,35.5,16.3,2278.5,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1979,365,25.74,29.17,23.09,34.9,17.6,2197.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1980,366,25.98,29.44,23.27,34.6,17.2,2284.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1981,365,25.59,28.95,23.02,33.2,17.5,2410.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1982,365,25.66,29.12,23.02,33.6,18.0,2129.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1983,365,25.8,29.25,23.03,33.9,17.6,1496.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1984,366,25.53,28.88,22.99,34.3,17.4,2383.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1985,365,25.68,29.03,23.15,34.2,18.5,2552.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1986,365,25.44,28.69,22.94,34.0,16.5,2806.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1987,365,26.07,29.56,23.25,34.2,17.7,2324.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1988,366,26.09,29.27,23.67,35.1,17.6,2358.9,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1989,365,25.65,29.09,23.07,34.0,17.4,2434.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1990,365,26.06,29.54,23.4,35.3,19.0,2663.5,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1991,365,25.9,29.35,23.23,34.6,18.6,2837.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1992,366,25.58,29.0,22.86,33.7,17.5,2147.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1993,365,25.93,29.42,23.18,34.3,18.1,1972.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1994,365,25.77,29.22,23.14,34.7,18.5,2465.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1995,365,25.85,29.25,23.23,33.7,17.3,2435.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1996,366,25.77,29.2,23.09,33.6,16.0,2299.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1997,365,25.57,29.04,22.83,32.4,18.1,1622.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1998,365,26.5,29.94,23.77,34.2,17.7,2165.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,1999,365,25.89,29.14,23.45,34.0,18.7,2270.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2000,366,26.13,29.44,23.64,34.6,19.0,2283.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2001,365,25.82,28.96,23.46,33.7,17.9,2854.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2002,365,26.03,29.55,23.29,35.2,17.3,2072.7,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2003,365,25.82,29.3,23.16,35.9,18.0,2116.8,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2004,366,25.86,29.24,23.25,35.0,18.2,2259.9,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2005,365,25.95,29.42,23.21,34.5,17.4,1859.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2006,365,26.18,29.52,23.61,35.2,18.9,2000.8,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2007,365,26.09,29.38,23.57,35.7,18.3,1988.0,2,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2008,366,26.0,29.34,23.45,34.5,19.5,2608.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2009,365,25.92,29.12,23.48,33.4,17.3,2892.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2010,365,26.37,29.85,23.66,35.4,18.7,2207.3,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2011,365,25.79,29.03,23.38,35.7,18.5,2944.2,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2012,366,26.08,29.34,23.6,32.9,19.9,2431.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2013,365,26.31,29.63,23.8,34.6,19.7,2510.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2014,365,26.03,29.4,23.42,33.8,16.4,1931.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2015,365,26.26,29.8,23.43,35.0,17.7,2617.2,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2016,366,26.41,29.59,23.97,35.1,18.9,2710.4,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2017,365,27.15,31.16,24.06,35.5,18.0,2133.3,1,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2018,365,27.08,31.23,23.8,36.5,19.5,2629.1,6,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2019,365,27.05,31.31,23.59,37.6,17.7,2433.9,11,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2020,366,27.54,31.9,24.06,36.9,17.9,1647.0,27,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2021,365,27.55,31.95,24.11,37.9,17.0,1733.9,34,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2022,365,27.43,31.89,23.94,38.4,19.6,2157.3,26,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2023,365,27.51,32.01,23.97,38.0,18.9,2279.0,28,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Laoag,2024,366,27.6,32.09,24.0,37.8,18.1,2615.8,40,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1940,365,16.84,19.61,14.59,23.0,9.2,4089.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1941,365,17.08,19.88,14.76,22.2,10.0,3784.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1942,365,16.96,19.82,14.53,22.8,9.2,2731.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1943,365,16.36,19.2,13.99,21.8,8.4,2955.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1944,366,16.84,19.44,14.72,21.6,10.3,4181.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1945,365,17.35,20.11,15.06,22.7,10.9,2771.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1946,365,17.53,20.45,15.17,24.2,11.5,3481.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1947,365,17.56,20.55,15.12,23.4,10.5,2965.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1948,366,17.34,20.27,14.94,23.3,9.1,2842.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1949,365,18.07,21.3,15.06,24.6,10.2,3308.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1950,365,17.87,21.11,15.38,24.1,10.4,2794.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1951,365,18.06,21.55,15.3,24.6,10.5,2514.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1952,366,18.06,21.61,15.24,24.8,10.4,2391.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1953,365,18.13,21.55,15.41,24.4,10.4,2600.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1954,365,18.07,21.57,15.37,25.3,11.1,3058.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1955,365,17.95,21.56,15.2,26.1,10.1,2685.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1956,366,17.89,21.33,15.27,25.6,11.4,3288.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1957,365,17.94,21.37,15.29,25.8,7.9,2727.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1958,365,18.16,21.82,15.3,26.7,10.3,2386.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1959,365,18.26,22.06,15.24,27.1,10.6,2121.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1960,366,18.23,21.67,15.43,24.7,10.7,2597.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1961,365,17.91,21.55,14.93,25.8,8.1,2577.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1962,365,18.07,21.85,14.99,26.3,10.0,2407.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1963,365,17.77,21.44,14.89,27.0,8.3,2956.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1964,366,18.26,21.87,15.46,27.4,11.4,2954.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1965,365,17.97,21.53,14.99,24.8,9.6,1766.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1966,365,18.69,22.46,15.49,28.4,10.7,1831.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1967,365,18.01,21.74,14.88,26.5,9.6,2648.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1968,366,18.11,22.03,14.73,26.4,9.8,2188.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1969,365,18.38,22.14,15.31,27.1,9.7,2658.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1970,365,18.52,22.08,15.71,27.8,11.1,2728.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1971,365,17.79,21.13,15.2,24.7,7.9,2963.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1972,366,17.88,21.21,15.25,24.6,10.2,4449.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1973,365,18.54,22.33,15.5,27.2,11.3,2514.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1974,365,18.03,21.37,15.38,25.5,10.1,3837.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1975,365,18.23,21.79,15.47,27.3,10.7,2759.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1976,366,17.85,21.22,15.21,25.4,10.6,4379.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1977,365,18.2,21.69,15.44,26.7,10.1,3422.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1978,365,18.27,21.65,15.71,27.2,10.3,3519.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1979,365,18.31,21.81,15.64,26.5,9.8,2914.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1980,366,18.36,21.89,15.58,26.4,10.8,3426.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1981,365,18.13,21.6,15.51,26.4,8.8,3280.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1982,365,17.99,21.29,15.56,25.0,10.8,3278.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1983,365,18.44,22.09,15.59,26.8,10.2,2030.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1984,366,18.03,21.39,15.57,26.6,11.8,3974.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1985,365,18.09,21.44,15.6,25.0,9.2,3574.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1986,365,18.0,21.25,15.54,25.6,10.2,3368.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1987,365,18.47,21.98,15.73,25.7,10.1,2366.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1988,366,18.54,21.86,15.98,24.9,8.5,3185.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1989,365,18.04,21.33,15.56,24.0,10.3,3672.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1990,365,18.44,21.76,15.94,26.3,10.7,3708.1,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1991,365,18.15,21.5,15.57,25.3,11.0,3534.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1992,366,18.12,21.59,15.38,25.8,10.1,3295.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1993,365,18.26,21.72,15.62,25.0,10.0,3212.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1994,365,18.21,21.61,15.57,24.9,11.4,3197.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1995,365,18.43,21.92,15.82,26.8,10.2,3261.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1996,366,18.22,21.64,15.61,25.6,9.7,2992.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1997,365,17.96,21.4,15.26,24.2,9.9,2525.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1998,365,18.93,22.66,15.93,26.4,10.1,3174.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,1999,365,18.21,21.47,15.79,24.2,11.0,3923.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2000,366,18.25,21.39,15.93,24.1,11.9,4106.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2001,365,18.32,21.56,15.9,24.5,10.6,3117.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2002,365,18.29,21.75,15.62,25.4,10.1,3182.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2003,365,18.26,21.71,15.6,26.0,11.5,3036.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2004,366,18.24,21.5,15.71,25.6,10.8,3239.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2005,365,18.35,21.66,15.86,25.5,9.7,2731.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2006,365,18.44,21.75,15.89,25.6,12.3,3470.5,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2007,365,18.54,21.88,15.98,26.0,10.5,2823.2,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2008,366,18.29,21.57,15.8,24.6,12.3,3453.4,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2009,365,18.27,21.42,15.92,24.0,9.9,4561.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2010,365,18.88,22.47,16.19,26.5,11.1,2611.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2011,365,18.3,21.43,16.0,25.7,11.0,3671.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2012,366,18.38,21.58,16.0,24.3,12.0,4058.9,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2013,365,18.54,21.71,16.19,24.9,11.8,3318.7,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2014,365,18.38,21.58,16.02,24.5,10.4,3492.3,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2015,365,18.47,21.93,15.74,25.7,11.0,3624.0,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2016,366,18.97,22.25,16.62,25.7,12.1,3365.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2017,365,17.92,21.57,15.14,25.0,8.3,2707.6,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
Baguio,2018,365,17.66,21.17,14.96,24.2,10.7,4581.8,0,"Open-Meteo archive API (ECMWF ERA5 / ERA5-Land reanalysis), https://open-meteo.com/"
